"time_steps","fancy-sweep-9 - _step","fancy-sweep-9 - _step__MIN","fancy-sweep-9 - _step__MAX","fancy-sweep-9 - agent_avg_eval_r_mean","fancy-sweep-9 - agent_avg_eval_r_mean__MIN","fancy-sweep-9 - agent_avg_eval_r_mean__MAX","fragrant-sweep-8 - _step","fragrant-sweep-8 - _step__MIN","fragrant-sweep-8 - _step__MAX","fragrant-sweep-8 - agent_avg_eval_r_mean","fragrant-sweep-8 - agent_avg_eval_r_mean__MIN","fragrant-sweep-8 - agent_avg_eval_r_mean__MAX","deft-sweep-7 - _step","deft-sweep-7 - _step__MIN","deft-sweep-7 - _step__MAX","deft-sweep-7 - agent_avg_eval_r_mean","deft-sweep-7 - agent_avg_eval_r_mean__MIN","deft-sweep-7 - agent_avg_eval_r_mean__MAX","treasured-sweep-6 - _step","treasured-sweep-6 - _step__MIN","treasured-sweep-6 - _step__MAX","treasured-sweep-6 - agent_avg_eval_r_mean","treasured-sweep-6 - agent_avg_eval_r_mean__MIN","treasured-sweep-6 - agent_avg_eval_r_mean__MAX","pleasant-sweep-5 - _step","pleasant-sweep-5 - _step__MIN","pleasant-sweep-5 - _step__MAX","pleasant-sweep-5 - agent_avg_eval_r_mean","pleasant-sweep-5 - agent_avg_eval_r_mean__MIN","pleasant-sweep-5 - agent_avg_eval_r_mean__MAX","scarlet-sweep-4 - _step","scarlet-sweep-4 - _step__MIN","scarlet-sweep-4 - _step__MAX","scarlet-sweep-4 - agent_avg_eval_r_mean","scarlet-sweep-4 - agent_avg_eval_r_mean__MIN","scarlet-sweep-4 - agent_avg_eval_r_mean__MAX","serene-sweep-2 - _step","serene-sweep-2 - _step__MIN","serene-sweep-2 - _step__MAX","serene-sweep-2 - agent_avg_eval_r_mean","serene-sweep-2 - agent_avg_eval_r_mean__MIN","serene-sweep-2 - agent_avg_eval_r_mean__MAX","zesty-sweep-3 - _step","zesty-sweep-3 - _step__MIN","zesty-sweep-3 - _step__MAX","zesty-sweep-3 - agent_avg_eval_r_mean","zesty-sweep-3 - agent_avg_eval_r_mean__MIN","zesty-sweep-3 - agent_avg_eval_r_mean__MAX","gentle-sweep-1 - _step","gentle-sweep-1 - _step__MIN","gentle-sweep-1 - _step__MAX","gentle-sweep-1 - agent_avg_eval_r_mean","gentle-sweep-1 - agent_avg_eval_r_mean__MIN","gentle-sweep-1 - agent_avg_eval_r_mean__MAX","helpful-sweep-3 - _step","helpful-sweep-3 - _step__MIN","helpful-sweep-3 - _step__MAX","helpful-sweep-3 - agent_avg_eval_r_mean","helpful-sweep-3 - agent_avg_eval_r_mean__MIN","helpful-sweep-3 - agent_avg_eval_r_mean__MAX"
"200600","118","118","118","50.48810989376183","50.48810989376183","50.48810989376183","118","118","118","50.658814504228566","50.658814504228566","50.658814504228566","118","118","118","50.23351205011848","50.23351205011848","50.23351205011848","118","118","118","49.53611859831618","49.53611859831618","49.53611859831618","118","118","118","49.88995248361907","49.88995248361907","49.88995248361907","118","118","118","48.81331095206367","48.81331095206367","48.81331095206367","118","118","118","48.217082063165144","48.217082063165144","48.217082063165144","118","118","118","46.97538045325669","46.97538045325669","46.97538045325669","118","118","118","52.84068430470686","52.84068430470686","52.84068430470686","118","118","118","47.619937317284624","47.619937317284624","47.619937317284624"
"202300","119","119","119","49.83321562082139","49.83321562082139","49.83321562082139","119","119","119","50.72135175089855","50.72135175089855","50.72135175089855","119","119","119","51.0851819980084","51.0851819980084","51.0851819980084","119","119","119","49.44242480356357","49.44242480356357","49.44242480356357","119","119","119","50.15958228033678","50.15958228033678","50.15958228033678","119","119","119","49.07253213650387","49.07253213650387","49.07253213650387","119","119","119","47.81787814229567","47.81787814229567","47.81787814229567","119","119","119","46.755593990137385","46.755593990137385","46.755593990137385","119","119","119","52.04006362200064","52.04006362200064","52.04006362200064","119","119","119","48.061326861966165","48.061326861966165","48.061326861966165"
"204000","120","120","120","50.06085456413373","50.06085456413373","50.06085456413373","120","120","120","51.04356290980403","51.04356290980403","51.04356290980403","120","120","120","51.254512724670356","51.254512724670356","51.254512724670356","120","120","120","49.552414401782436","49.552414401782436","49.552414401782436","120","120","120","49.92763165184584","49.92763165184584","49.92763165184584","120","120","120","48.953466726847125","48.953466726847125","48.953466726847125","120","120","120","47.46005648126022","47.46005648126022","47.46005648126022","120","120","120","46.99338530876282","46.99338530876282","46.99338530876282","120","120","120","51.80609141293187","51.80609141293187","51.80609141293187","120","120","120","48.69260896561572","48.69260896561572","48.69260896561572"
"205700","121","121","121","50.460193978754596","50.460193978754596","50.460193978754596","121","121","121","51.66041049556497","51.66041049556497","51.66041049556497","121","121","121","52.50111293786572","52.50111293786572","52.50111293786572","121","121","121","49.645439318601","49.645439318601","49.645439318601","121","121","121","50.85465462518007","50.85465462518007","50.85465462518007","121","121","121","49.28568628797477","49.28568628797477","49.28568628797477","121","121","121","47.54598742985929","47.54598742985929","47.54598742985929","121","121","121","47.46620434092294","47.46620434092294","47.46620434092294","121","121","121","52.20663760333095","52.20663760333095","52.20663760333095","121","121","121","48.48839227360891","48.48839227360891","48.48839227360891"
"207400","122","122","122","50.55227009834057","50.55227009834057","50.55227009834057","122","122","122","52.163493778206245","52.163493778206245","52.163493778206245","122","122","122","52.526129992105226","52.526129992105226","52.526129992105226","122","122","122","49.67420796135052","49.67420796135052","49.67420796135052","122","122","122","49.90549762243359","49.90549762243359","49.90549762243359","122","122","122","48.997307576850346","48.997307576850346","48.997307576850346","122","122","122","47.93506138791534","47.93506138791534","47.93506138791534","122","122","122","47.576743652179246","47.576743652179246","47.576743652179246","122","122","122","52.66143126835316","52.66143126835316","52.66143126835316","122","122","122","49.40459633449088","49.40459633449088","49.40459633449088"
"209100","123","123","123","50.50651779987653","50.50651779987653","50.50651779987653","123","123","123","52.24087339162621","52.24087339162621","52.24087339162621","123","123","123","53.15669577943073","53.15669577943073","53.15669577943073","123","123","123","49.9757662205052","49.9757662205052","49.9757662205052","123","123","123","50.816584915282974","50.816584915282974","50.816584915282974","123","123","123","49.439756236295715","49.439756236295715","49.439756236295715","123","123","123","48.552633751201775","48.552633751201775","48.552633751201775","123","123","123","47.66268672798332","47.66268672798332","47.66268672798332","123","123","123","52.53088363643622","52.53088363643622","52.53088363643622","123","123","123","49.52231242109848","49.52231242109848","49.52231242109848"
"210800","124","124","124","50.126452403040155","50.126452403040155","50.126452403040155","124","124","124","51.88674199997806","51.88674199997806","51.88674199997806","124","124","124","53.12952848519528","53.12952848519528","53.12952848519528","124","124","124","50.107157624132896","50.107157624132896","50.107157624132896","124","124","124","49.893683699246324","49.893683699246324","49.893683699246324","124","124","124","49.85368981606595","49.85368981606595","49.85368981606595","124","124","124","48.47845537715306","48.47845537715306","48.47845537715306","124","124","124","47.64012909855575","47.64012909855575","47.64012909855575","124","124","124","52.30450874090579","52.30450874090579","52.30450874090579","124","124","124","49.544082618159166","49.544082618159166","49.544082618159166"
"212500","125","125","125","51.26923332128984","51.26923332128984","51.26923332128984","125","125","125","52.184725818532904","52.184725818532904","52.184725818532904","125","125","125","53.67298067197421","53.67298067197421","53.67298067197421","125","125","125","51.43349442787882","51.43349442787882","51.43349442787882","125","125","125","50.044822115105546","50.044822115105546","50.044822115105546","125","125","125","49.2623728382336","49.2623728382336","49.2623728382336","125","125","125","47.95873941229007","47.95873941229007","47.95873941229007","125","125","125","47.281249175591135","47.281249175591135","47.281249175591135","125","125","125","52.897433258806885","52.897433258806885","52.897433258806885","125","125","125","49.47219688671905","49.47219688671905","49.47219688671905"
"214200","126","126","126","51.66636087367474","51.66636087367474","51.66636087367474","126","126","126","51.35280277625995","51.35280277625995","51.35280277625995","126","126","126","54.28174048155871","54.28174048155871","54.28174048155871","126","126","126","51.93936471694914","51.93936471694914","51.93936471694914","126","126","126","49.93099975038089","49.93099975038089","49.93099975038089","126","126","126","49.53430774716155","49.53430774716155","49.53430774716155","126","126","126","47.913187894647365","47.913187894647365","47.913187894647365","126","126","126","48.10668128096588","48.10668128096588","48.10668128096588","126","126","126","53.369457045825314","53.369457045825314","53.369457045825314","126","126","126","49.565657921228215","49.565657921228215","49.565657921228215"
"215900","127","127","127","51.62316209945018","51.62316209945018","51.62316209945018","127","127","127","51.784135298350456","51.784135298350456","51.784135298350456","127","127","127","54.84080130201564","54.84080130201564","54.84080130201564","127","127","127","52.24677479554969","52.24677479554969","52.24677479554969","127","127","127","49.5459612241235","49.5459612241235","49.5459612241235","127","127","127","49.79048334348182","49.79048334348182","49.79048334348182","127","127","127","48.20117293051015","48.20117293051015","48.20117293051015","127","127","127","49.329722725499416","49.329722725499416","49.329722725499416","127","127","127","53.71790443474279","53.71790443474279","53.71790443474279","127","127","127","49.40704340388219","49.40704340388219","49.40704340388219"
"217600","128","128","128","51.559074752482445","51.559074752482445","51.559074752482445","128","128","128","52.735194257975394","52.735194257975394","52.735194257975394","128","128","128","55.32152914750368","55.32152914750368","55.32152914750368","128","128","128","51.4103138166498","51.4103138166498","51.4103138166498","128","128","128","49.68482520623832","49.68482520623832","49.68482520623832","128","128","128","50.00965172446865","50.00965172446865","50.00965172446865","128","128","128","48.4245966043125","48.4245966043125","48.4245966043125","128","128","128","49.33259298176019","49.33259298176019","49.33259298176019","128","128","128","53.50053465868491","53.50053465868491","53.50053465868491","128","128","128","50.05510823905639","50.05510823905639","50.05510823905639"
"219300","129","129","129","51.544132028084576","51.544132028084576","51.544132028084576","129","129","129","53.09678071557496","53.09678071557496","53.09678071557496","129","129","129","55.34240300034178","55.34240300034178","55.34240300034178","129","129","129","51.07290045131388","51.07290045131388","51.07290045131388","129","129","129","50.153636373370894","50.153636373370894","50.153636373370894","129","129","129","49.782645772461166","49.782645772461166","49.782645772461166","129","129","129","47.71966539822078","47.71966539822078","47.71966539822078","129","129","129","49.70635411237916","49.70635411237916","49.70635411237916","129","129","129","52.997885280195604","52.997885280195604","52.997885280195604","129","129","129","50.0119641645072","50.0119641645072","50.0119641645072"
"221000","130","130","130","52.056742307629165","52.056742307629165","52.056742307629165","130","130","130","52.72923437415713","52.72923437415713","52.72923437415713","130","130","130","54.93859249221551","54.93859249221551","54.93859249221551","130","130","130","50.937428039246335","50.937428039246335","50.937428039246335","130","130","130","50.93641892112195","50.93641892112195","50.93641892112195","130","130","130","49.37723163706162","49.37723163706162","49.37723163706162","130","130","130","47.218966960089276","47.218966960089276","47.218966960089276","130","130","130","49.763479196357686","49.763479196357686","49.763479196357686","130","130","130","52.028026584695574","52.028026584695574","52.028026584695574","130","130","130","50.52714196204553","50.52714196204553","50.52714196204553"
"222700","131","131","131","52.361549947852815","52.361549947852815","52.361549947852815","131","131","131","52.35430039157989","52.35430039157989","52.35430039157989","131","131","131","55.55812262088147","55.55812262088147","55.55812262088147","131","131","131","50.72960389984851","50.72960389984851","50.72960389984851","131","131","131","50.938710816545935","50.938710816545935","50.938710816545935","131","131","131","49.27852414531032","49.27852414531032","49.27852414531032","131","131","131","47.14581575558051","47.14581575558051","47.14581575558051","131","131","131","49.59585204046816","49.59585204046816","49.59585204046816","131","131","131","51.470754550676155","51.470754550676155","51.470754550676155","131","131","131","50.63882038697491","50.63882038697491","50.63882038697491"
"224400","132","132","132","51.88627918384991","51.88627918384991","51.88627918384991","132","132","132","52.44119228136444","52.44119228136444","52.44119228136444","132","132","132","55.90532475154234","55.90532475154234","55.90532475154234","132","132","132","50.939200494084105","50.939200494084105","50.939200494084105","132","132","132","51.472262797975255","51.472262797975255","51.472262797975255","132","132","132","48.24870543809334","48.24870543809334","48.24870543809334","132","132","132","47.174932422577406","47.174932422577406","47.174932422577406","132","132","132","49.709957323335075","49.709957323335075","49.709957323335075","132","132","132","51.822837456379546","51.822837456379546","51.822837456379546","132","132","132","50.692253119568186","50.692253119568186","50.692253119568186"
"226100","133","133","133","51.91985970986466","51.91985970986466","51.91985970986466","133","133","133","52.70185552828988","52.70185552828988","52.70185552828988","133","133","133","55.625156611656934","55.625156611656934","55.625156611656934","133","133","133","51.45442713255849","51.45442713255849","51.45442713255849","133","133","133","51.599638150904255","51.599638150904255","51.599638150904255","133","133","133","48.054510683903445","48.054510683903445","48.054510683903445","133","133","133","47.57273365689019","47.57273365689019","47.57273365689019","133","133","133","49.614912051827886","49.614912051827886","49.614912051827886","133","133","133","52.21347582344607","52.21347582344607","52.21347582344607","133","133","133","51.73673463499112","51.73673463499112","51.73673463499112"
"227800","134","134","134","51.60983224950071","51.60983224950071","51.60983224950071","134","134","134","52.54708053799837","52.54708053799837","52.54708053799837","134","134","134","56.19673116812139","56.19673116812139","56.19673116812139","134","134","134","52.11454471282937","52.11454471282937","52.11454471282937","134","134","134","50.945262799478854","50.945262799478854","50.945262799478854","134","134","134","47.54057900390555","47.54057900390555","47.54057900390555","134","134","134","47.705542538283154","47.705542538283154","47.705542538283154","134","134","134","49.74759335978704","49.74759335978704","49.74759335978704","134","134","134","52.705469913827365","52.705469913827365","52.705469913827365","134","134","134","51.47818401189002","51.47818401189002","51.47818401189002"
"229500","135","135","135","51.63825914392468","51.63825914392468","51.63825914392468","135","135","135","51.839232713544796","51.839232713544796","51.839232713544796","135","135","135","55.82897346354454","55.82897346354454","55.82897346354454","135","135","135","52.191170497352076","52.191170497352076","52.191170497352076","135","135","135","51.96555364697172","51.96555364697172","51.96555364697172","135","135","135","47.061020866045475","47.061020866045475","47.061020866045475","135","135","135","48.66485482058676","48.66485482058676","48.66485482058676","135","135","135","49.97669124600953","49.97669124600953","49.97669124600953","135","135","135","52.03287610219597","52.03287610219597","52.03287610219597","135","135","135","51.97231035518942","51.97231035518942","51.97231035518942"
"231200","136","136","136","51.213979269609474","51.213979269609474","51.213979269609474","136","136","136","51.64514656711114","51.64514656711114","51.64514656711114","136","136","136","56.00240121455745","56.00240121455745","56.00240121455745","136","136","136","52.58304133767028","52.58304133767028","52.58304133767028","136","136","136","52.63725458266306","52.63725458266306","52.63725458266306","136","136","136","47.57823304666379","47.57823304666379","47.57823304666379","136","136","136","49.10713569592053","49.10713569592053","49.10713569592053","136","136","136","49.75918308809913","49.75918308809913","49.75918308809913","136","136","136","51.96341010305895","51.96341010305895","51.96341010305895","136","136","136","52.527864815440104","52.527864815440104","52.527864815440104"
"232900","137","137","137","51.32310631855486","51.32310631855486","51.32310631855486","137","137","137","51.79382459651642","51.79382459651642","51.79382459651642","137","137","137","56.049526588239225","56.049526588239225","56.049526588239225","137","137","137","52.85455683070007","52.85455683070007","52.85455683070007","137","137","137","52.790895856810586","52.790895856810586","52.790895856810586","137","137","137","47.35017802953009","47.35017802953009","47.35017802953009","137","137","137","49.319283923187555","49.319283923187555","49.319283923187555","137","137","137","49.67016360162244","49.67016360162244","49.67016360162244","137","137","137","50.7519913928505","50.7519913928505","50.7519913928505","137","137","137","52.53990389498638","52.53990389498638","52.53990389498638"
"234600","138","138","138","51.35579107085801","51.35579107085801","51.35579107085801","138","138","138","51.46204521590503","51.46204521590503","51.46204521590503","138","138","138","55.957577996715784","55.957577996715784","55.957577996715784","138","138","138","53.70457517447429","53.70457517447429","53.70457517447429","138","138","138","53.09015663553855","53.09015663553855","53.09015663553855","138","138","138","47.996214786470865","47.996214786470865","47.996214786470865","138","138","138","49.39313892187165","49.39313892187165","49.39313892187165","138","138","138","50.145429815834056","50.145429815834056","50.145429815834056","138","138","138","50.630038155429475","50.630038155429475","50.630038155429475","138","138","138","52.485547811851376","52.485547811851376","52.485547811851376"
"236300","139","139","139","51.481994616060234","51.481994616060234","51.481994616060234","139","139","139","51.382890475729646","51.382890475729646","51.382890475729646","139","139","139","56.080416571006005","56.080416571006005","56.080416571006005","139","139","139","53.75756916722025","53.75756916722025","53.75756916722025","139","139","139","53.14090897369247","53.14090897369247","53.14090897369247","139","139","139","47.70421663372859","47.70421663372859","47.70421663372859","139","139","139","49.15788654896502","49.15788654896502","49.15788654896502","139","139","139","50.26888608670118","50.26888608670118","50.26888608670118","139","139","139","50.18970889476978","50.18970889476978","50.18970889476978","139","139","139","53.34665559743924","53.34665559743924","53.34665559743924"
"238000","140","140","140","51.59039130326602","51.59039130326602","51.59039130326602","140","140","140","51.39129948150593","51.39129948150593","51.39129948150593","140","140","140","56.25318794758736","56.25318794758736","56.25318794758736","140","140","140","53.78819232309975","53.78819232309975","53.78819232309975","140","140","140","53.07707018001125","53.07707018001125","53.07707018001125","140","140","140","47.90015784089697","47.90015784089697","47.90015784089697","140","140","140","49.457488915791636","49.457488915791636","49.457488915791636","140","140","140","51.022028281032625","51.022028281032625","51.022028281032625","140","140","140","50.616571670137716","50.616571670137716","50.616571670137716","140","140","140","53.147186690195504","53.147186690195504","53.147186690195504"
"239700","141","141","141","52.08758522263125","52.08758522263125","52.08758522263125","141","141","141","50.44854291659137","50.44854291659137","50.44854291659137","141","141","141","56.32595469507671","56.32595469507671","56.32595469507671","141","141","141","53.65403164291612","53.65403164291612","53.65403164291612","141","141","141","52.67568060779767","52.67568060779767","52.67568060779767","141","141","141","47.7690002993956","47.7690002993956","47.7690002993956","141","141","141","49.25789474943388","49.25789474943388","49.25789474943388","141","141","141","51.32993839233129","51.32993839233129","51.32993839233129","141","141","141","50.77908745659313","50.77908745659313","50.77908745659313","141","141","141","52.95020404150299","52.95020404150299","52.95020404150299"
"241400","142","142","142","52.67068816448026","52.67068816448026","52.67068816448026","142","142","142","50.5820444452477","50.5820444452477","50.5820444452477","142","142","142","55.77159551539415","55.77159551539415","55.77159551539415","142","142","142","53.51624135362937","53.51624135362937","53.51624135362937","142","142","142","52.637885178418394","52.637885178418394","52.637885178418394","142","142","142","48.41128415243857","48.41128415243857","48.41128415243857","142","142","142","49.28805613841048","49.28805613841048","49.28805613841048","142","142","142","50.507795168957756","50.507795168957756","50.507795168957756","142","142","142","50.59981305849933","50.59981305849933","50.59981305849933","142","142","142","53.18837287007537","53.18837287007537","53.18837287007537"
"243100","143","143","143","52.403781420744515","52.403781420744515","52.403781420744515","143","143","143","51.1171490639886","51.1171490639886","51.1171490639886","143","143","143","55.97684083149929","55.97684083149929","55.97684083149929","143","143","143","53.15562503438969","53.15562503438969","53.15562503438969","143","143","143","52.68687645900003","52.68687645900003","52.68687645900003","143","143","143","48.36798596822061","48.36798596822061","48.36798596822061","143","143","143","49.32249815343301","49.32249815343301","49.32249815343301","143","143","143","50.61778606745039","50.61778606745039","50.61778606745039","143","143","143","51.198686659938396","51.198686659938396","51.198686659938396","143","143","143","53.12644806967026","53.12644806967026","53.12644806967026"
"244800","144","144","144","52.79884082552332","52.79884082552332","52.79884082552332","144","144","144","51.59168570326101","51.59168570326101","51.59168570326101","144","144","144","55.88187093839256","55.88187093839256","55.88187093839256","144","144","144","53.1863664857318","53.1863664857318","53.1863664857318","144","144","144","52.259515510894445","52.259515510894445","52.259515510894445","144","144","144","48.31501759325094","48.31501759325094","48.31501759325094","144","144","144","49.36304907385326","49.36304907385326","49.36304907385326","144","144","144","50.54846534610256","50.54846534610256","50.54846534610256","144","144","144","52.350560166684566","52.350560166684566","52.350560166684566","144","144","144","53.83668056027608","53.83668056027608","53.83668056027608"
"246500","145","145","145","53.04260039028811","53.04260039028811","53.04260039028811","145","145","145","51.99530997097959","51.99530997097959","51.99530997097959","145","145","145","55.82655959118769","55.82655959118769","55.82655959118769","145","145","145","53.53261848006495","53.53261848006495","53.53261848006495","145","145","145","52.61336654877407","52.61336654877407","52.61336654877407","145","145","145","47.970471083405684","47.970471083405684","47.970471083405684","145","145","145","50.03047796759539","50.03047796759539","50.03047796759539","145","145","145","50.78149495516205","50.78149495516205","50.78149495516205","145","145","145","51.74688416672354","51.74688416672354","51.74688416672354","145","145","145","53.92219405428602","53.92219405428602","53.92219405428602"
"248200","146","146","146","53.236516237222276","53.236516237222276","53.236516237222276","146","146","146","51.74330608437297","51.74330608437297","51.74330608437297","146","146","146","55.84006623896776","55.84006623896776","55.84006623896776","146","146","146","53.18014693737567","53.18014693737567","53.18014693737567","146","146","146","52.672293571850645","52.672293571850645","52.672293571850645","146","146","146","47.64906945626418","47.64906945626418","47.64906945626418","146","146","146","50.110229206931805","50.110229206931805","50.110229206931805","146","146","146","50.90434296066158","50.90434296066158","50.90434296066158","146","146","146","51.009051079424324","51.009051079424324","51.009051079424324","146","146","146","54.26715091374476","54.26715091374476","54.26715091374476"
"249900","147","147","147","53.458257560181636","53.458257560181636","53.458257560181636","147","147","147","51.64912056351951","51.64912056351951","51.64912056351951","147","147","147","56.180007330381926","56.180007330381926","56.180007330381926","147","147","147","53.21213149167697","53.21213149167697","53.21213149167697","147","147","147","53.565291927726975","53.565291927726975","53.565291927726975","147","147","147","48.09178139773162","48.09178139773162","48.09178139773162","147","147","147","50.30055879064217","50.30055879064217","50.30055879064217","147","147","147","50.798931101399496","50.798931101399496","50.798931101399496","147","147","147","50.91898728041467","50.91898728041467","50.91898728041467","147","147","147","54.19876960480224","54.19876960480224","54.19876960480224"
"251600","148","148","148","53.565842806333876","53.565842806333876","53.565842806333876","148","148","148","51.05388473862799","51.05388473862799","51.05388473862799","148","148","148","56.06097390696992","56.06097390696992","56.06097390696992","148","148","148","53.4149619578942","53.4149619578942","53.4149619578942","148","148","148","53.53869864630808","53.53869864630808","53.53869864630808","148","148","148","48.29824976881341","48.29824976881341","48.29824976881341","148","148","148","49.542224553396636","49.542224553396636","49.542224553396636","148","148","148","50.82025910906172","50.82025910906172","50.82025910906172","148","148","148","50.83708265184513","50.83708265184513","50.83708265184513","148","148","148","53.92473128967868","53.92473128967868","53.92473128967868"
"253300","149","149","149","54.28922409684878","54.28922409684878","54.28922409684878","149","149","149","51.04008767160926","51.04008767160926","51.04008767160926","149","149","149","56.08007067326139","56.08007067326139","56.08007067326139","149","149","149","53.33721260755461","53.33721260755461","53.33721260755461","149","149","149","54.7182421536541","54.7182421536541","54.7182421536541","149","149","149","47.874522156402065","47.874522156402065","47.874522156402065","149","149","149","50.271365204733044","50.271365204733044","50.271365204733044","149","149","149","50.87032636111632","50.87032636111632","50.87032636111632","149","149","149","50.28194432296989","50.28194432296989","50.28194432296989","149","149","149","54.421860962449436","54.421860962449436","54.421860962449436"
"255000","150","150","150","53.982118176910525","53.982118176910525","53.982118176910525","150","150","150","50.40842424953741","50.40842424953741","50.40842424953741","150","150","150","55.95078056387385","55.95078056387385","55.95078056387385","150","150","150","52.81141223102339","52.81141223102339","52.81141223102339","150","150","150","54.338881661824836","54.338881661824836","54.338881661824836","150","150","150","48.4829081247475","48.4829081247475","48.4829081247475","150","150","150","50.458130738832836","50.458130738832836","50.458130738832836","150","150","150","50.947750817629164","50.947750817629164","50.947750817629164","150","150","150","49.8607861275728","49.8607861275728","49.8607861275728","150","150","150","53.91751186137097","53.91751186137097","53.91751186137097"
"256700","151","151","151","54.03505117259839","54.03505117259839","54.03505117259839","151","151","151","51.37168380886915","51.37168380886915","51.37168380886915","151","151","151","55.32754060264984","55.32754060264984","55.32754060264984","151","151","151","52.909891567327676","52.909891567327676","52.909891567327676","151","151","151","54.41079168327039","54.41079168327039","54.41079168327039","151","151","151","48.87789061993427","48.87789061993427","48.87789061993427","151","151","151","50.37184523316274","50.37184523316274","50.37184523316274","151","151","151","50.48802920006682","50.48802920006682","50.48802920006682","151","151","151","49.41868238343095","49.41868238343095","49.41868238343095","151","151","151","53.81183068937314","53.81183068937314","53.81183068937314"
"258400","152","152","152","54.38987797829616","54.38987797829616","54.38987797829616","152","152","152","51.22783434917224","51.22783434917224","51.22783434917224","152","152","152","55.14773963291317","55.14773963291317","55.14773963291317","152","152","152","53.0803826277384","53.0803826277384","53.0803826277384","152","152","152","54.762454664019224","54.762454664019224","54.762454664019224","152","152","152","49.021443828269774","49.021443828269774","49.021443828269774","152","152","152","50.52031179884236","50.52031179884236","50.52031179884236","152","152","152","50.74548065611203","50.74548065611203","50.74548065611203","152","152","152","48.78718965817132","48.78718965817132","48.78718965817132","152","152","152","54.24083387885448","54.24083387885448","54.24083387885448"
"260100","153","153","153","54.891081839811875","54.891081839811875","54.891081839811875","153","153","153","51.095189724561415","51.095189724561415","51.095189724561415","153","153","153","55.001589799343684","55.001589799343684","55.001589799343684","153","153","153","53.72839868202328","53.72839868202328","53.72839868202328","153","153","153","54.78155036446491","54.78155036446491","54.78155036446491","153","153","153","49.30300886362241","49.30300886362241","49.30300886362241","153","153","153","50.83845171052875","50.83845171052875","50.83845171052875","153","153","153","50.323919866043106","50.323919866043106","50.323919866043106","153","153","153","48.079638453881316","48.079638453881316","48.079638453881316","153","153","153","54.18801343916013","54.18801343916013","54.18801343916013"
"261800","154","154","154","55.25949222696506","55.25949222696506","55.25949222696506","154","154","154","51.09184515629171","51.09184515629171","51.09184515629171","154","154","154","55.13261255427184","55.13261255427184","55.13261255427184","154","154","154","54.52683433891875","54.52683433891875","54.52683433891875","154","154","154","54.79311158974838","54.79311158974838","54.79311158974838","154","154","154","49.32641426543559","49.32641426543559","49.32641426543559","154","154","154","51.41648772738289","51.41648772738289","51.41648772738289","154","154","154","50.84783228435888","50.84783228435888","50.84783228435888","154","154","154","48.431767103188434","48.431767103188434","48.431767103188434","154","154","154","54.32133961247357","54.32133961247357","54.32133961247357"
"263500","155","155","155","55.19427198869231","55.19427198869231","55.19427198869231","155","155","155","50.96372557530744","50.96372557530744","50.96372557530744","155","155","155","56.04354668570561","56.04354668570561","56.04354668570561","155","155","155","54.85709210433915","54.85709210433915","54.85709210433915","155","155","155","54.98398344861186","54.98398344861186","54.98398344861186","155","155","155","50.14388760658546","50.14388760658546","50.14388760658546","155","155","155","52.14496224343631","52.14496224343631","52.14496224343631","155","155","155","51.38446021939158","51.38446021939158","51.38446021939158","155","155","155","49.30979553690999","49.30979553690999","49.30979553690999","155","155","155","54.024788937659025","54.024788937659025","54.024788937659025"
"265200","156","156","156","54.970196615630876","54.970196615630876","54.970196615630876","156","156","156","51.010938096268774","51.010938096268774","51.010938096268774","156","156","156","55.577767901942586","55.577767901942586","55.577767901942586","156","156","156","54.87703263689267","54.87703263689267","54.87703263689267","156","156","156","55.08049445443166","55.08049445443166","55.08049445443166","156","156","156","50.52161675429202","50.52161675429202","50.52161675429202","156","156","156","52.476749451119716","52.476749451119716","52.476749451119716","156","156","156","51.632677956623304","51.632677956623304","51.632677956623304","156","156","156","49.4872757170596","49.4872757170596","49.4872757170596","156","156","156","53.91083654782207","53.91083654782207","53.91083654782207"
"266900","157","157","157","55.357997141352996","55.357997141352996","55.357997141352996","157","157","157","50.554357375400535","50.554357375400535","50.554357375400535","157","157","157","56.04649928288277","56.04649928288277","56.04649928288277","157","157","157","55.22866551937349","55.22866551937349","55.22866551937349","157","157","157","55.352332970140594","55.352332970140594","55.352332970140594","157","157","157","51.48639022149303","51.48639022149303","51.48639022149303","157","157","157","52.476207482974985","52.476207482974985","52.476207482974985","157","157","157","51.335356927713256","51.335356927713256","51.335356927713256","157","157","157","49.311785275926916","49.311785275926916","49.311785275926916","157","157","157","54.160239026156134","54.160239026156134","54.160239026156134"
"268600","158","158","158","55.06309255412413","55.06309255412413","55.06309255412413","158","158","158","50.42922414625279","50.42922414625279","50.42922414625279","158","158","158","55.76308798927848","55.76308798927848","55.76308798927848","158","158","158","55.55432001039081","55.55432001039081","55.55432001039081","158","158","158","54.6741897226638","54.6741897226638","54.6741897226638","158","158","158","51.33065561980976","51.33065561980976","51.33065561980976","158","158","158","52.54293408955894","52.54293408955894","52.54293408955894","158","158","158","50.968117652874696","50.968117652874696","50.968117652874696","158","158","158","49.17426326076527","49.17426326076527","49.17426326076527","158","158","158","54.00799255461974","54.00799255461974","54.00799255461974"
