"time_steps","peach-sweep-10 - _step","peach-sweep-10 - _step__MIN","peach-sweep-10 - _step__MAX","peach-sweep-10 - episode_waypoints_percent_mean","peach-sweep-10 - episode_waypoints_percent_mean__MIN","peach-sweep-10 - episode_waypoints_percent_mean__MAX","exalted-sweep-9 - _step","exalted-sweep-9 - _step__MIN","exalted-sweep-9 - _step__MAX","exalted-sweep-9 - episode_waypoints_percent_mean","exalted-sweep-9 - episode_waypoints_percent_mean__MIN","exalted-sweep-9 - episode_waypoints_percent_mean__MAX","balmy-sweep-8 - _step","balmy-sweep-8 - _step__MIN","balmy-sweep-8 - _step__MAX","balmy-sweep-8 - episode_waypoints_percent_mean","balmy-sweep-8 - episode_waypoints_percent_mean__MIN","balmy-sweep-8 - episode_waypoints_percent_mean__MAX","still-sweep-7 - _step","still-sweep-7 - _step__MIN","still-sweep-7 - _step__MAX","still-sweep-7 - episode_waypoints_percent_mean","still-sweep-7 - episode_waypoints_percent_mean__MIN","still-sweep-7 - episode_waypoints_percent_mean__MAX","graceful-sweep-6 - _step","graceful-sweep-6 - _step__MIN","graceful-sweep-6 - _step__MAX","graceful-sweep-6 - episode_waypoints_percent_mean","graceful-sweep-6 - episode_waypoints_percent_mean__MIN","graceful-sweep-6 - episode_waypoints_percent_mean__MAX","lively-sweep-5 - _step","lively-sweep-5 - _step__MIN","lively-sweep-5 - _step__MAX","lively-sweep-5 - episode_waypoints_percent_mean","lively-sweep-5 - episode_waypoints_percent_mean__MIN","lively-sweep-5 - episode_waypoints_percent_mean__MAX","astral-sweep-4 - _step","astral-sweep-4 - _step__MIN","astral-sweep-4 - _step__MAX","astral-sweep-4 - episode_waypoints_percent_mean","astral-sweep-4 - episode_waypoints_percent_mean__MIN","astral-sweep-4 - episode_waypoints_percent_mean__MAX","light-sweep-3 - _step","light-sweep-3 - _step__MIN","light-sweep-3 - _step__MAX","light-sweep-3 - episode_waypoints_percent_mean","light-sweep-3 - episode_waypoints_percent_mean__MIN","light-sweep-3 - episode_waypoints_percent_mean__MAX","eternal-sweep-2 - _step","eternal-sweep-2 - _step__MIN","eternal-sweep-2 - _step__MAX","eternal-sweep-2 - episode_waypoints_percent_mean","eternal-sweep-2 - episode_waypoints_percent_mean__MIN","eternal-sweep-2 - episode_waypoints_percent_mean__MAX","hardy-sweep-1 - _step","hardy-sweep-1 - _step__MIN","hardy-sweep-1 - _step__MAX","hardy-sweep-1 - episode_waypoints_percent_mean","hardy-sweep-1 - episode_waypoints_percent_mean__MIN","hardy-sweep-1 - episode_waypoints_percent_mean__MAX"
"236000","11800","11800","11800","0.84","0.84","0.84","11800","11800","11800","0.8836363636363636","0.8836363636363636","0.8836363636363636","11800","11800","11800","0.8290909090909092","0.8290909090909092","0.8290909090909092","11800","11800","11800","0.8472727272727272","0.8472727272727272","0.8472727272727272","11800","11800","11800","0.8581818181818183","0.8581818181818183","0.8581818181818183","11800","11800","11800","0.8581818181818183","0.8581818181818183","0.8581818181818183","11800","11800","11800","0.8181818181818181","0.8181818181818181","0.8181818181818181","11800","11800","11800","0.8509090909090911","0.8509090909090911","0.8509090909090911","11800","11800","11800","0.8254545454545454","0.8254545454545454","0.8254545454545454","11800","11800","11800","0.8072727272727274","0.8072727272727274","0.8072727272727274"
"236500","11825","11825","11825","0.8181818181818182","0.8181818181818182","0.8181818181818182","11825","11825","11825","0.8509090909090908","0.8509090909090908","0.8509090909090908","11825","11825","11825","0.8254545454545454","0.8254545454545454","0.8254545454545454","11825","11825","11825","0.8254545454545454","0.8254545454545454","0.8254545454545454","11825","11825","11825","0.8218181818181819","0.8218181818181819","0.8218181818181819","11825","11825","11825","0.84","0.84","0.84","11825","11825","11825","0.8181818181818182","0.8181818181818182","0.8181818181818182","11825","11825","11825","0.8072727272727274","0.8072727272727274","0.8072727272727274","11825","11825","11825","0.8145454545454546","0.8145454545454546","0.8145454545454546","11825","11825","11825","0.8327272727272728","0.8327272727272728","0.8327272727272728"
"237000","11850","11850","11850","0.7890909090909091","0.7890909090909091","0.7890909090909091","11850","11850","11850","0.8327272727272726","0.8327272727272726","0.8327272727272726","11850","11850","11850","0.8472727272727272","0.8472727272727272","0.8472727272727272","11850","11850","11850","0.8109090909090908","0.8109090909090908","0.8109090909090908","11850","11850","11850","0.84","0.84","0.84","11850","11850","11850","0.8545454545454545","0.8545454545454545","0.8545454545454545","11850","11850","11850","0.8181818181818182","0.8181818181818182","0.8181818181818182","11850","11850","11850","0.7672727272727273","0.7672727272727273","0.7672727272727273","11850","11850","11850","0.8145454545454546","0.8145454545454546","0.8145454545454546","11850","11850","11850","0.8254545454545454","0.8254545454545454","0.8254545454545454"
"237500","11875","11875","11875","0.7854545454545455","0.7854545454545455","0.7854545454545455","11875","11875","11875","0.7963636363636364","0.7963636363636364","0.7963636363636364","11875","11875","11875","0.8545454545454545","0.8545454545454545","0.8545454545454545","11875","11875","11875","0.8436363636363636","0.8436363636363636","0.8436363636363636","11875","11875","11875","0.8290909090909091","0.8290909090909091","0.8290909090909091","11875","11875","11875","0.8254545454545454","0.8254545454545454","0.8254545454545454","11875","11875","11875","0.8181818181818182","0.8181818181818182","0.8181818181818182","11875","11875","11875","0.7963636363636364","0.7963636363636364","0.7963636363636364","11875","11875","11875","0.7963636363636364","0.7963636363636364","0.7963636363636364","11875","11875","11875","0.8327272727272728","0.8327272727272728","0.8327272727272728"
"238000","11900","11900","11900","0.8290909090909092","0.8290909090909092","0.8290909090909092","11900","11900","11900","0.8181818181818182","0.8181818181818182","0.8181818181818182","11900","11900","11900","0.8072727272727274","0.8072727272727274","0.8072727272727274","11900","11900","11900","0.8472727272727272","0.8472727272727272","0.8472727272727272","11900","11900","11900","0.7890909090909092","0.7890909090909092","0.7890909090909092","11900","11900","11900","0.8072727272727274","0.8072727272727274","0.8072727272727274","11900","11900","11900","0.8072727272727274","0.8072727272727274","0.8072727272727274","11900","11900","11900","0.8036363636363637","0.8036363636363637","0.8036363636363637","11900","11900","11900","0.7890909090909091","0.7890909090909091","0.7890909090909091","11900","11900","11900","0.8254545454545454","0.8254545454545454","0.8254545454545454"
"238500","11925","11925","11925","0.8145454545454546","0.8145454545454546","0.8145454545454546","11925","11925","11925","0.8109090909090909","0.8109090909090909","0.8109090909090909","11925","11925","11925","0.7927272727272726","0.7927272727272726","0.7927272727272726","11925","11925","11925","0.8472727272727272","0.8472727272727272","0.8472727272727272","11925","11925","11925","0.8181818181818182","0.8181818181818182","0.8181818181818182","11925","11925","11925","0.8254545454545454","0.8254545454545454","0.8254545454545454","11925","11925","11925","0.8036363636363636","0.8036363636363636","0.8036363636363636","11925","11925","11925","0.8072727272727274","0.8072727272727274","0.8072727272727274","11925","11925","11925","0.8036363636363636","0.8036363636363636","0.8036363636363636","11925","11925","11925","0.8145454545454546","0.8145454545454546","0.8145454545454546"
"239000","11950","11950","11950","0.8181818181818182","0.8181818181818182","0.8181818181818182","11950","11950","11950","0.8290909090909091","0.8290909090909091","0.8290909090909091","11950","11950","11950","0.7999999999999998","0.7999999999999998","0.7999999999999998","11950","11950","11950","0.8363636363636364","0.8363636363636364","0.8363636363636364","11950","11950","11950","0.84","0.84","0.84","11950","11950","11950","0.8109090909090908","0.8109090909090908","0.8109090909090908","11950","11950","11950","0.8145454545454546","0.8145454545454546","0.8145454545454546","11950","11950","11950","0.8145454545454546","0.8145454545454546","0.8145454545454546","11950","11950","11950","0.8254545454545454","0.8254545454545454","0.8254545454545454","11950","11950","11950","0.8327272727272726","0.8327272727272726","0.8327272727272726"
"239500","11975","11975","11975","0.8363636363636364","0.8363636363636364","0.8363636363636364","11975","11975","11975","0.8181818181818182","0.8181818181818182","0.8181818181818182","11975","11975","11975","0.8181818181818182","0.8181818181818182","0.8181818181818182","11975","11975","11975","0.8327272727272728","0.8327272727272728","0.8327272727272728","11975","11975","11975","0.8072727272727274","0.8072727272727274","0.8072727272727274","11975","11975","11975","0.8290909090909091","0.8290909090909091","0.8290909090909091","11975","11975","11975","0.8436363636363634","0.8436363636363634","0.8436363636363634","11975","11975","11975","0.8109090909090909","0.8109090909090909","0.8109090909090909","11975","11975","11975","0.8290909090909092","0.8290909090909092","0.8290909090909092","11975","11975","11975","0.8363636363636364","0.8363636363636364","0.8363636363636364"
"240500","12025","12025","12025","0.850909090909091","0.850909090909091","0.850909090909091","12025","12025","12025","0.8109090909090909","0.8109090909090909","0.8109090909090909","12025","12025","12025","0.7963636363636364","0.7963636363636364","0.7963636363636364","12025","12025","12025","0.8436363636363636","0.8436363636363636","0.8436363636363636","12025","12025","12025","0.8436363636363636","0.8436363636363636","0.8436363636363636","12025","12025","12025","0.8218181818181819","0.8218181818181819","0.8218181818181819","12025","12025","12025","0.850909090909091","0.850909090909091","0.850909090909091","12025","12025","12025","0.8072727272727274","0.8072727272727274","0.8072727272727274","12025","12025","12025","0.8290909090909092","0.8290909090909092","0.8290909090909092","12025","12025","12025","0.8254545454545453","0.8254545454545453","0.8254545454545453"
"241000","12050","12050","12050","0.869090909090909","0.869090909090909","0.869090909090909","12050","12050","12050","0.8036363636363637","0.8036363636363637","0.8036363636363637","12050","12050","12050","0.7999999999999998","0.7999999999999998","0.7999999999999998","12050","12050","12050","0.8472727272727273","0.8472727272727273","0.8472727272727273","12050","12050","12050","0.8436363636363636","0.8436363636363636","0.8436363636363636","12050","12050","12050","0.8145454545454546","0.8145454545454546","0.8145454545454546","12050","12050","12050","0.8618181818181818","0.8618181818181818","0.8618181818181818","12050","12050","12050","0.8036363636363636","0.8036363636363636","0.8036363636363636","12050","12050","12050","0.850909090909091","0.850909090909091","0.850909090909091","12050","12050","12050","0.8036363636363636","0.8036363636363636","0.8036363636363636"
"241500","12075","12075","12075","0.8436363636363636","0.8436363636363636","0.8436363636363636","12075","12075","12075","0.8363636363636364","0.8363636363636364","0.8363636363636364","12075","12075","12075","0.8","0.8","0.8","12075","12075","12075","0.8218181818181818","0.8218181818181818","0.8218181818181818","12075","12075","12075","0.8290909090909092","0.8290909090909092","0.8290909090909092","12075","12075","12075","0.8072727272727274","0.8072727272727274","0.8072727272727274","12075","12075","12075","0.8327272727272726","0.8327272727272726","0.8327272727272726","12075","12075","12075","0.8218181818181819","0.8218181818181819","0.8218181818181819","12075","12075","12075","0.8618181818181817","0.8618181818181817","0.8618181818181817","12075","12075","12075","0.8290909090909091","0.8290909090909091","0.8290909090909091"
"242000","12100","12100","12100","0.8327272727272726","0.8327272727272726","0.8327272727272726","12100","12100","12100","0.8327272727272726","0.8327272727272726","0.8327272727272726","12100","12100","12100","0.8218181818181818","0.8218181818181818","0.8218181818181818","12100","12100","12100","0.8","0.8","0.8","12100","12100","12100","0.850909090909091","0.850909090909091","0.850909090909091","12100","12100","12100","0.8145454545454546","0.8145454545454546","0.8145454545454546","12100","12100","12100","0.8036363636363636","0.8036363636363636","0.8036363636363636","12100","12100","12100","0.8290909090909091","0.8290909090909091","0.8290909090909091","12100","12100","12100","0.8545454545454545","0.8545454545454545","0.8545454545454545","12100","12100","12100","0.84","0.84","0.84"
"242500","12125","12125","12125","0.8290909090909092","0.8290909090909092","0.8290909090909092","12125","12125","12125","0.8254545454545453","0.8254545454545453","0.8254545454545453","12125","12125","12125","0.8254545454545453","0.8254545454545453","0.8254545454545453","12125","12125","12125","0.8218181818181819","0.8218181818181819","0.8218181818181819","12125","12125","12125","0.88","0.88","0.88","12125","12125","12125","0.7927272727272726","0.7927272727272726","0.7927272727272726","12125","12125","12125","0.8218181818181818","0.8218181818181818","0.8218181818181818","12125","12125","12125","0.8290909090909092","0.8290909090909092","0.8290909090909092","12125","12125","12125","0.8472727272727273","0.8472727272727273","0.8472727272727273","12125","12125","12125","0.8218181818181818","0.8218181818181818","0.8218181818181818"
"243000","12150","12150","12150","0.8363636363636364","0.8363636363636364","0.8363636363636364","12150","12150","12150","0.8254545454545454","0.8254545454545454","0.8254545454545454","12150","12150","12150","0.8145454545454546","0.8145454545454546","0.8145454545454546","12150","12150","12150","0.8181818181818182","0.8181818181818182","0.8181818181818182","12150","12150","12150","0.8436363636363636","0.8436363636363636","0.8436363636363636","12150","12150","12150","0.8181818181818181","0.8181818181818181","0.8181818181818181","12150","12150","12150","0.8363636363636364","0.8363636363636364","0.8363636363636364","12150","12150","12150","0.7890909090909092","0.7890909090909092","0.7890909090909092","12150","12150","12150","0.8181818181818182","0.8181818181818182","0.8181818181818182","12150","12150","12150","0.8181818181818182","0.8181818181818182","0.8181818181818182"
"243500","12175","12175","12175","0.8218181818181819","0.8218181818181819","0.8218181818181819","12175","12175","12175","0.8109090909090908","0.8109090909090908","0.8109090909090908","12175","12175","12175","0.8254545454545454","0.8254545454545454","0.8254545454545454","12175","12175","12175","0.8290909090909092","0.8290909090909092","0.8290909090909092","12175","12175","12175","0.8145454545454546","0.8145454545454546","0.8145454545454546","12175","12175","12175","0.8290909090909092","0.8290909090909092","0.8290909090909092","12175","12175","12175","0.8290909090909092","0.8290909090909092","0.8290909090909092","12175","12175","12175","0.7963636363636364","0.7963636363636364","0.7963636363636364","12175","12175","12175","0.8218181818181818","0.8218181818181818","0.8218181818181818","12175","12175","12175","0.8218181818181819","0.8218181818181819","0.8218181818181819"
"244000","12200","12200","12200","0.8072727272727274","0.8072727272727274","0.8072727272727274","12200","12200","12200","0.7927272727272726","0.7927272727272726","0.7927272727272726","12200","12200","12200","0.8436363636363636","0.8436363636363636","0.8436363636363636","12200","12200","12200","0.8290909090909091","0.8290909090909091","0.8290909090909091","12200","12200","12200","0.8036363636363636","0.8036363636363636","0.8036363636363636","12200","12200","12200","0.8145454545454546","0.8145454545454546","0.8145454545454546","12200","12200","12200","0.84","0.84","0.84","12200","12200","12200","0.8654545454545455","0.8654545454545455","0.8654545454545455","12200","12200","12200","0.7963636363636364","0.7963636363636364","0.7963636363636364","12200","12200","12200","0.8472727272727273","0.8472727272727273","0.8472727272727273"
"244500","12225","12225","12225","0.8072727272727274","0.8072727272727274","0.8072727272727274","12225","12225","12225","0.8000000000000002","0.8000000000000002","0.8000000000000002","12225","12225","12225","0.8545454545454545","0.8545454545454545","0.8545454545454545","12225","12225","12225","0.8290909090909092","0.8290909090909092","0.8290909090909092","12225","12225","12225","0.7927272727272726","0.7927272727272726","0.7927272727272726","12225","12225","12225","0.8327272727272726","0.8327272727272726","0.8327272727272726","12225","12225","12225","0.8472727272727272","0.8472727272727272","0.8472727272727272","12225","12225","12225","0.8400000000000002","0.8400000000000002","0.8400000000000002","12225","12225","12225","0.7927272727272726","0.7927272727272726","0.7927272727272726","12225","12225","12225","0.8472727272727273","0.8472727272727273","0.8472727272727273"
"245000","12250","12250","12250","0.8327272727272726","0.8327272727272726","0.8327272727272726","12250","12250","12250","0.8290909090909091","0.8290909090909091","0.8290909090909091","12250","12250","12250","0.8218181818181819","0.8218181818181819","0.8218181818181819","12250","12250","12250","0.8327272727272728","0.8327272727272728","0.8327272727272728","12250","12250","12250","0.7745454545454545","0.7745454545454545","0.7745454545454545","12250","12250","12250","0.8363636363636364","0.8363636363636364","0.8363636363636364","12250","12250","12250","0.789090909090909","0.789090909090909","0.789090909090909","12250","12250","12250","0.8218181818181818","0.8218181818181818","0.8218181818181818","12250","12250","12250","0.8072727272727274","0.8072727272727274","0.8072727272727274","12250","12250","12250","0.8036363636363636","0.8036363636363636","0.8036363636363636"
"245500","12275","12275","12275","0.8181818181818181","0.8181818181818181","0.8181818181818181","12275","12275","12275","0.8290909090909091","0.8290909090909091","0.8290909090909091","12275","12275","12275","0.8436363636363636","0.8436363636363636","0.8436363636363636","12275","12275","12275","0.8145454545454546","0.8145454545454546","0.8145454545454546","12275","12275","12275","0.8000000000000002","0.8000000000000002","0.8000000000000002","12275","12275","12275","0.8436363636363636","0.8436363636363636","0.8436363636363636","12275","12275","12275","0.7890909090909092","0.7890909090909092","0.7890909090909092","12275","12275","12275","0.8181818181818182","0.8181818181818182","0.8181818181818182","12275","12275","12275","0.8399999999999999","0.8399999999999999","0.8399999999999999","12275","12275","12275","0.8254545454545454","0.8254545454545454","0.8254545454545454"
"246000","12300","12300","12300","0.8218181818181818","0.8218181818181818","0.8218181818181818","12300","12300","12300","0.8327272727272726","0.8327272727272726","0.8327272727272726","12300","12300","12300","0.8545454545454545","0.8545454545454545","0.8545454545454545","12300","12300","12300","0.8363636363636364","0.8363636363636364","0.8363636363636364","12300","12300","12300","0.8218181818181819","0.8218181818181819","0.8218181818181819","12300","12300","12300","0.8254545454545454","0.8254545454545454","0.8254545454545454","12300","12300","12300","0.8181818181818181","0.8181818181818181","0.8181818181818181","12300","12300","12300","0.7963636363636364","0.7963636363636364","0.7963636363636364","12300","12300","12300","0.8581818181818182","0.8581818181818182","0.8581818181818182","12300","12300","12300","0.8036363636363636","0.8036363636363636","0.8036363636363636"
"246500","12325","12325","12325","0.8290909090909092","0.8290909090909092","0.8290909090909092","12325","12325","12325","0.84","0.84","0.84","12325","12325","12325","0.8727272727272728","0.8727272727272728","0.8727272727272728","12325","12325","12325","0.84","0.84","0.84","12325","12325","12325","0.8363636363636364","0.8363636363636364","0.8363636363636364","12325","12325","12325","0.8254545454545454","0.8254545454545454","0.8254545454545454","12325","12325","12325","0.8218181818181818","0.8218181818181818","0.8218181818181818","12325","12325","12325","0.7963636363636364","0.7963636363636364","0.7963636363636364","12325","12325","12325","0.8254545454545454","0.8254545454545454","0.8254545454545454","12325","12325","12325","0.8218181818181819","0.8218181818181819","0.8218181818181819"
"247000","12350","12350","12350","0.8545454545454545","0.8545454545454545","0.8545454545454545","12350","12350","12350","0.84","0.84","0.84","12350","12350","12350","0.8290909090909092","0.8290909090909092","0.8290909090909092","12350","12350","12350","0.8327272727272726","0.8327272727272726","0.8327272727272726","12350","12350","12350","0.8436363636363636","0.8436363636363636","0.8436363636363636","12350","12350","12350","0.850909090909091","0.850909090909091","0.850909090909091","12350","12350","12350","0.8436363636363636","0.8436363636363636","0.8436363636363636","12350","12350","12350","0.8290909090909091","0.8290909090909091","0.8290909090909091","12350","12350","12350","0.8","0.8","0.8","12350","12350","12350","0.8327272727272726","0.8327272727272726","0.8327272727272726"
"247500","12375","12375","12375","0.8218181818181818","0.8218181818181818","0.8218181818181818","12375","12375","12375","0.8290909090909092","0.8290909090909092","0.8290909090909092","12375","12375","12375","0.8400000000000002","0.8400000000000002","0.8400000000000002","12375","12375","12375","0.8327272727272726","0.8327272727272726","0.8327272727272726","12375","12375","12375","0.8436363636363636","0.8436363636363636","0.8436363636363636","12375","12375","12375","0.8545454545454545","0.8545454545454545","0.8545454545454545","12375","12375","12375","0.8472727272727272","0.8472727272727272","0.8472727272727272","12375","12375","12375","0.8218181818181818","0.8218181818181818","0.8218181818181818","12375","12375","12375","0.8000000000000002","0.8000000000000002","0.8000000000000002","12375","12375","12375","0.8145454545454546","0.8145454545454546","0.8145454545454546"
"248000","12400","12400","12400","0.8072727272727274","0.8072727272727274","0.8072727272727274","12400","12400","12400","0.8327272727272726","0.8327272727272726","0.8327272727272726","12400","12400","12400","0.8472727272727273","0.8472727272727273","0.8472727272727273","12400","12400","12400","0.8436363636363636","0.8436363636363636","0.8436363636363636","12400","12400","12400","0.8218181818181818","0.8218181818181818","0.8218181818181818","12400","12400","12400","0.8545454545454545","0.8545454545454545","0.8545454545454545","12400","12400","12400","0.8763636363636365","0.8763636363636365","0.8763636363636365","12400","12400","12400","0.8","0.8","0.8","12400","12400","12400","0.8109090909090908","0.8109090909090908","0.8109090909090908","12400","12400","12400","0.8254545454545454","0.8254545454545454","0.8254545454545454"
"248500","12425","12425","12425","0.8109090909090909","0.8109090909090909","0.8109090909090909","12425","12425","12425","0.8290909090909091","0.8290909090909091","0.8290909090909091","12425","12425","12425","0.8254545454545453","0.8254545454545453","0.8254545454545453","12425","12425","12425","0.84","0.84","0.84","12425","12425","12425","0.8363636363636364","0.8363636363636364","0.8363636363636364","12425","12425","12425","0.8472727272727272","0.8472727272727272","0.8472727272727272","12425","12425","12425","0.8581818181818183","0.8581818181818183","0.8581818181818183","12425","12425","12425","0.8","0.8","0.8","12425","12425","12425","0.8181818181818181","0.8181818181818181","0.8181818181818181","12425","12425","12425","0.8254545454545454","0.8254545454545454","0.8254545454545454"
"249000","12450","12450","12450","0.8254545454545454","0.8254545454545454","0.8254545454545454","12450","12450","12450","0.8254545454545454","0.8254545454545454","0.8254545454545454","12450","12450","12450","0.8109090909090909","0.8109090909090909","0.8109090909090909","12450","12450","12450","0.8436363636363636","0.8436363636363636","0.8436363636363636","12450","12450","12450","0.8181818181818182","0.8181818181818182","0.8181818181818182","12450","12450","12450","0.8290909090909092","0.8290909090909092","0.8290909090909092","12450","12450","12450","0.8254545454545454","0.8254545454545454","0.8254545454545454","12450","12450","12450","0.8327272727272726","0.8327272727272726","0.8327272727272726","12450","12450","12450","0.8181818181818182","0.8181818181818182","0.8181818181818182","12450","12450","12450","0.8145454545454546","0.8145454545454546","0.8145454545454546"
"249500","12475","12475","12475","0.8363636363636364","0.8363636363636364","0.8363636363636364","12475","12475","12475","0.7927272727272728","0.7927272727272728","0.7927272727272728","12475","12475","12475","0.850909090909091","0.850909090909091","0.850909090909091","12475","12475","12475","0.8545454545454545","0.8545454545454545","0.8545454545454545","12475","12475","12475","0.8218181818181819","0.8218181818181819","0.8218181818181819","12475","12475","12475","0.8218181818181818","0.8218181818181818","0.8218181818181818","12475","12475","12475","0.8145454545454546","0.8145454545454546","0.8145454545454546","12475","12475","12475","0.8218181818181819","0.8218181818181819","0.8218181818181819","12475","12475","12475","0.7927272727272728","0.7927272727272728","0.7927272727272728","12475","12475","12475","0.8072727272727274","0.8072727272727274","0.8072727272727274"
"250000","12500","12500","12500","0.84","0.84","0.84","12500","12500","12500","0.8218181818181819","0.8218181818181819","0.8218181818181819","12500","12500","12500","0.8763636363636365","0.8763636363636365","0.8763636363636365","12500","12500","12500","0.8254545454545454","0.8254545454545454","0.8254545454545454","12500","12500","12500","0.8436363636363636","0.8436363636363636","0.8436363636363636","12500","12500","12500","0.8181818181818181","0.8181818181818181","0.8181818181818181","12500","12500","12500","0.8254545454545454","0.8254545454545454","0.8254545454545454","12500","12500","12500","0.8472727272727272","0.8472727272727272","0.8472727272727272","12500","12500","12500","0.8109090909090909","0.8109090909090909","0.8109090909090909","12500","12500","12500","0.7963636363636364","0.7963636363636364","0.7963636363636364"
"250500","12525","12525","12525","0.8290909090909092","0.8290909090909092","0.8290909090909092","12525","12525","12525","0.8472727272727273","0.8472727272727273","0.8472727272727273","12525","12525","12525","0.8545454545454545","0.8545454545454545","0.8545454545454545","12525","12525","12525","0.8618181818181818","0.8618181818181818","0.8618181818181818","12525","12525","12525","0.850909090909091","0.850909090909091","0.850909090909091","12525","12525","12525","0.8363636363636364","0.8363636363636364","0.8363636363636364","12525","12525","12525","0.84","0.84","0.84","12525","12525","12525","0.8254545454545454","0.8254545454545454","0.8254545454545454","12525","12525","12525","0.8254545454545453","0.8254545454545453","0.8254545454545453","12525","12525","12525","0.8072727272727274","0.8072727272727274","0.8072727272727274"
"251000","12550","12550","12550","0.8109090909090909","0.8109090909090909","0.8109090909090909","12550","12550","12550","0.8690909090909092","0.8690909090909092","0.8690909090909092","12550","12550","12550","0.8327272727272726","0.8327272727272726","0.8327272727272726","12550","12550","12550","0.850909090909091","0.850909090909091","0.850909090909091","12550","12550","12550","0.8472727272727273","0.8472727272727273","0.8472727272727273","12550","12550","12550","0.8436363636363637","0.8436363636363637","0.8436363636363637","12550","12550","12550","0.8545454545454545","0.8545454545454545","0.8545454545454545","12550","12550","12550","0.84","0.84","0.84","12550","12550","12550","0.8072727272727274","0.8072727272727274","0.8072727272727274","12550","12550","12550","0.7927272727272726","0.7927272727272726","0.7927272727272726"
"251500","12575","12575","12575","0.8290909090909091","0.8290909090909091","0.8290909090909091","12575","12575","12575","0.8363636363636364","0.8363636363636364","0.8363636363636364","12575","12575","12575","0.84","0.84","0.84","12575","12575","12575","0.8581818181818183","0.8581818181818183","0.8581818181818183","12575","12575","12575","0.8218181818181818","0.8218181818181818","0.8218181818181818","12575","12575","12575","0.8472727272727273","0.8472727272727273","0.8472727272727273","12575","12575","12575","0.8436363636363636","0.8436363636363636","0.8436363636363636","12575","12575","12575","0.8363636363636364","0.8363636363636364","0.8363636363636364","12575","12575","12575","0.8218181818181818","0.8218181818181818","0.8218181818181818","12575","12575","12575","0.7927272727272726","0.7927272727272726","0.7927272727272726"
"252000","12600","12600","12600","0.8327272727272726","0.8327272727272726","0.8327272727272726","12600","12600","12600","0.8254545454545454","0.8254545454545454","0.8254545454545454","12600","12600","12600","0.8363636363636364","0.8363636363636364","0.8363636363636364","12600","12600","12600","0.8363636363636364","0.8363636363636364","0.8363636363636364","12600","12600","12600","0.8","0.8","0.8","12600","12600","12600","0.8545454545454545","0.8545454545454545","0.8545454545454545","12600","12600","12600","0.8327272727272726","0.8327272727272726","0.8327272727272726","12600","12600","12600","0.7963636363636363","0.7963636363636363","0.7963636363636363","12600","12600","12600","0.8327272727272726","0.8327272727272726","0.8327272727272726","12600","12600","12600","0.8290909090909091","0.8290909090909091","0.8290909090909091"
"252500","12625","12625","12625","0.8218181818181818","0.8218181818181818","0.8218181818181818","12625","12625","12625","0.8290909090909092","0.8290909090909092","0.8290909090909092","12625","12625","12625","0.8472727272727273","0.8472727272727273","0.8472727272727273","12625","12625","12625","0.8509090909090908","0.8509090909090908","0.8509090909090908","12625","12625","12625","0.8290909090909092","0.8290909090909092","0.8290909090909092","12625","12625","12625","0.7854545454545455","0.7854545454545455","0.7854545454545455","12625","12625","12625","0.8290909090909091","0.8290909090909091","0.8290909090909091","12625","12625","12625","0.770909090909091","0.770909090909091","0.770909090909091","12625","12625","12625","0.8254545454545454","0.8254545454545454","0.8254545454545454","12625","12625","12625","0.850909090909091","0.850909090909091","0.850909090909091"
"253000","12650","12650","12650","0.8254545454545454","0.8254545454545454","0.8254545454545454","12650","12650","12650","0.8181818181818182","0.8181818181818182","0.8181818181818182","12650","12650","12650","0.8472727272727273","0.8472727272727273","0.8472727272727273","12650","12650","12650","0.8618181818181818","0.8618181818181818","0.8618181818181818","12650","12650","12650","0.8472727272727273","0.8472727272727273","0.8472727272727273","12650","12650","12650","0.770909090909091","0.770909090909091","0.770909090909091","12650","12650","12650","0.8327272727272726","0.8327272727272726","0.8327272727272726","12650","12650","12650","0.8","0.8","0.8","12650","12650","12650","0.8254545454545454","0.8254545454545454","0.8254545454545454","12650","12650","12650","0.8363636363636364","0.8363636363636364","0.8363636363636364"
"253500","12675","12675","12675","0.8145454545454546","0.8145454545454546","0.8145454545454546","12675","12675","12675","0.8327272727272726","0.8327272727272726","0.8327272727272726","12675","12675","12675","0.8400000000000002","0.8400000000000002","0.8400000000000002","12675","12675","12675","0.8327272727272726","0.8327272727272726","0.8327272727272726","12675","12675","12675","0.8327272727272728","0.8327272727272728","0.8327272727272728","12675","12675","12675","0.7890909090909091","0.7890909090909091","0.7890909090909091","12675","12675","12675","0.8327272727272726","0.8327272727272726","0.8327272727272726","12675","12675","12675","0.8181818181818182","0.8181818181818182","0.8181818181818182","12675","12675","12675","0.8472727272727273","0.8472727272727273","0.8472727272727273","12675","12675","12675","0.8145454545454546","0.8145454545454546","0.8145454545454546"
