"time_steps","snowy-sweep-2 - _step","snowy-sweep-2 - _step__MIN","snowy-sweep-2 - _step__MAX","snowy-sweep-2 - expert_eval_episode_waypoints_percent_mean","snowy-sweep-2 - expert_eval_episode_waypoints_percent_mean__MIN","snowy-sweep-2 - expert_eval_episode_waypoints_percent_mean__MAX","sweet-sweep-9 - _step","sweet-sweep-9 - _step__MIN","sweet-sweep-9 - _step__MAX","sweet-sweep-9 - expert_eval_episode_waypoints_percent_mean","sweet-sweep-9 - expert_eval_episode_waypoints_percent_mean__MIN","sweet-sweep-9 - expert_eval_episode_waypoints_percent_mean__MAX","pleasant-sweep-8 - _step","pleasant-sweep-8 - _step__MIN","pleasant-sweep-8 - _step__MAX","pleasant-sweep-8 - expert_eval_episode_waypoints_percent_mean","pleasant-sweep-8 - expert_eval_episode_waypoints_percent_mean__MIN","pleasant-sweep-8 - expert_eval_episode_waypoints_percent_mean__MAX","apricot-sweep-7 - _step","apricot-sweep-7 - _step__MIN","apricot-sweep-7 - _step__MAX","apricot-sweep-7 - expert_eval_episode_waypoints_percent_mean","apricot-sweep-7 - expert_eval_episode_waypoints_percent_mean__MIN","apricot-sweep-7 - expert_eval_episode_waypoints_percent_mean__MAX","fanciful-sweep-6 - _step","fanciful-sweep-6 - _step__MIN","fanciful-sweep-6 - _step__MAX","fanciful-sweep-6 - expert_eval_episode_waypoints_percent_mean","fanciful-sweep-6 - expert_eval_episode_waypoints_percent_mean__MIN","fanciful-sweep-6 - expert_eval_episode_waypoints_percent_mean__MAX","polished-sweep-5 - _step","polished-sweep-5 - _step__MIN","polished-sweep-5 - _step__MAX","polished-sweep-5 - expert_eval_episode_waypoints_percent_mean","polished-sweep-5 - expert_eval_episode_waypoints_percent_mean__MIN","polished-sweep-5 - expert_eval_episode_waypoints_percent_mean__MAX","sunny-sweep-4 - _step","sunny-sweep-4 - _step__MIN","sunny-sweep-4 - _step__MAX","sunny-sweep-4 - expert_eval_episode_waypoints_percent_mean","sunny-sweep-4 - expert_eval_episode_waypoints_percent_mean__MIN","sunny-sweep-4 - expert_eval_episode_waypoints_percent_mean__MAX","earthy-sweep-3 - _step","earthy-sweep-3 - _step__MIN","earthy-sweep-3 - _step__MAX","earthy-sweep-3 - expert_eval_episode_waypoints_percent_mean","earthy-sweep-3 - expert_eval_episode_waypoints_percent_mean__MIN","earthy-sweep-3 - expert_eval_episode_waypoints_percent_mean__MAX","pious-sweep-2 - _step","pious-sweep-2 - _step__MIN","pious-sweep-2 - _step__MAX","pious-sweep-2 - expert_eval_episode_waypoints_percent_mean","pious-sweep-2 - expert_eval_episode_waypoints_percent_mean__MIN","pious-sweep-2 - expert_eval_episode_waypoints_percent_mean__MAX","rich-sweep-1 - _step","rich-sweep-1 - _step__MIN","rich-sweep-1 - _step__MAX","rich-sweep-1 - expert_eval_episode_waypoints_percent_mean","rich-sweep-1 - expert_eval_episode_waypoints_percent_mean__MIN","rich-sweep-1 - expert_eval_episode_waypoints_percent_mean__MAX"
"196800","246","246","246","0.9090909090909091","0.9090909090909091","0.9090909090909091","246","246","246","0.9090909090909091","0.9090909090909091","0.9090909090909091","246","246","246","0.9090909090909091","0.9090909090909091","0.9090909090909091","246","246","246","0.9090909090909091","0.9090909090909091","0.9090909090909091","246","246","246","0.9090909090909091","0.9090909090909091","0.9090909090909091","246","246","246","0.9090909090909091","0.9090909090909091","0.9090909090909091","246","246","246","0.9090909090909091","0.9090909090909091","0.9090909090909091","246","246","246","0.9090909090909091","0.9090909090909091","0.9090909090909091","246","246","246","0.9090909090909091","0.9090909090909091","0.9090909090909091","246","246","246","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"198400","248","248","248","0.9090909090909091","0.9090909090909091","0.9090909090909091","248","248","248","0.9090909090909091","0.9090909090909091","0.9090909090909091","248","248","248","0.9090909090909091","0.9090909090909091","0.9090909090909091","248","248","248","0.9090909090909091","0.9090909090909091","0.9090909090909091","248","248","248","0.9090909090909091","0.9090909090909091","0.9090909090909091","248","248","248","0.9090909090909091","0.9090909090909091","0.9090909090909091","248","248","248","0.9090909090909091","0.9090909090909091","0.9090909090909091","248","248","248","0.9090909090909091","0.9090909090909091","0.9090909090909091","248","248","248","0.9090909090909091","0.9090909090909091","0.9090909090909091","248","248","248","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"200000","250","250","250","0.9090909090909091","0.9090909090909091","0.9090909090909091","250","250","250","0.9090909090909091","0.9090909090909091","0.9090909090909091","250","250","250","0.9090909090909091","0.9090909090909091","0.9090909090909091","250","250","250","0.9090909090909091","0.9090909090909091","0.9090909090909091","250","250","250","0.9090909090909091","0.9090909090909091","0.9090909090909091","250","250","250","0.9090909090909091","0.9090909090909091","0.9090909090909091","250","250","250","0.9090909090909091","0.9090909090909091","0.9090909090909091","250","250","250","0.9090909090909091","0.9090909090909091","0.9090909090909091","250","250","250","0.9090909090909091","0.9090909090909091","0.9090909090909091","250","250","250","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"201600","252","252","252","0.9090909090909091","0.9090909090909091","0.9090909090909091","252","252","252","0.9090909090909091","0.9090909090909091","0.9090909090909091","252","252","252","0.9090909090909091","0.9090909090909091","0.9090909090909091","252","252","252","0.9090909090909091","0.9090909090909091","0.9090909090909091","252","252","252","0.9090909090909091","0.9090909090909091","0.9090909090909091","252","252","252","0.9090909090909091","0.9090909090909091","0.9090909090909091","252","252","252","0.9090909090909091","0.9090909090909091","0.9090909090909091","252","252","252","0.9090909090909091","0.9090909090909091","0.9090909090909091","252","252","252","0.9090909090909091","0.9090909090909091","0.9090909090909091","252","252","252","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"203200","254","254","254","0.9090909090909091","0.9090909090909091","0.9090909090909091","254","254","254","0.9090909090909091","0.9090909090909091","0.9090909090909091","254","254","254","0.9090909090909091","0.9090909090909091","0.9090909090909091","254","254","254","0.9090909090909091","0.9090909090909091","0.9090909090909091","254","254","254","0.9090909090909091","0.9090909090909091","0.9090909090909091","254","254","254","0.9090909090909091","0.9090909090909091","0.9090909090909091","254","254","254","0.9090909090909091","0.9090909090909091","0.9090909090909091","254","254","254","0.9090909090909091","0.9090909090909091","0.9090909090909091","254","254","254","0.9090909090909091","0.9090909090909091","0.9090909090909091","254","254","254","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"204800","256","256","256","0.9090909090909091","0.9090909090909091","0.9090909090909091","256","256","256","0.9090909090909091","0.9090909090909091","0.9090909090909091","256","256","256","0.9090909090909091","0.9090909090909091","0.9090909090909091","256","256","256","0.9090909090909091","0.9090909090909091","0.9090909090909091","256","256","256","0.9090909090909091","0.9090909090909091","0.9090909090909091","256","256","256","0.8181818181818182","0.8181818181818182","0.8181818181818182","256","256","256","0.9090909090909091","0.9090909090909091","0.9090909090909091","256","256","256","0.9090909090909091","0.9090909090909091","0.9090909090909091","256","256","256","0.9090909090909091","0.9090909090909091","0.9090909090909091","256","256","256","0.7575757575757575","0.7575757575757575","0.7575757575757575"
"206400","258","258","258","0.9090909090909091","0.9090909090909091","0.9090909090909091","258","258","258","0.9090909090909091","0.9090909090909091","0.9090909090909091","258","258","258","0.9090909090909091","0.9090909090909091","0.9090909090909091","258","258","258","0.9090909090909091","0.9090909090909091","0.9090909090909091","258","258","258","0.9090909090909091","0.9090909090909091","0.9090909090909091","258","258","258","0.9090909090909091","0.9090909090909091","0.9090909090909091","258","258","258","0.7272727272727272","0.7272727272727272","0.7272727272727272","258","258","258","0.8181818181818182","0.8181818181818182","0.8181818181818182","258","258","258","0.9090909090909091","0.9090909090909091","0.9090909090909091","258","258","258","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"208000","260","260","260","0.9090909090909091","0.9090909090909091","0.9090909090909091","260","260","260","0.9090909090909091","0.9090909090909091","0.9090909090909091","260","260","260","0.9090909090909091","0.9090909090909091","0.9090909090909091","260","260","260","0.9090909090909091","0.9090909090909091","0.9090909090909091","260","260","260","0.9090909090909091","0.9090909090909091","0.9090909090909091","260","260","260","0.9090909090909091","0.9090909090909091","0.9090909090909091","260","260","260","0.9090909090909091","0.9090909090909091","0.9090909090909091","260","260","260","0.9090909090909091","0.9090909090909091","0.9090909090909091","260","260","260","0.8181818181818182","0.8181818181818182","0.8181818181818182","260","260","260","0.7272727272727272","0.7272727272727272","0.7272727272727272"
"209600","262","262","262","0.9090909090909091","0.9090909090909091","0.9090909090909091","262","262","262","0.9090909090909091","0.9090909090909091","0.9090909090909091","262","262","262","0.9090909090909091","0.9090909090909091","0.9090909090909091","262","262","262","0.8787878787878788","0.8787878787878788","0.8787878787878788","262","262","262","0.9090909090909091","0.9090909090909091","0.9090909090909091","262","262","262","0.9090909090909091","0.9090909090909091","0.9090909090909091","262","262","262","0.9090909090909091","0.9090909090909091","0.9090909090909091","262","262","262","0.9090909090909091","0.9090909090909091","0.9090909090909091","262","262","262","0.9090909090909091","0.9090909090909091","0.9090909090909091","262","262","262","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"211200","264","264","264","0.9090909090909091","0.9090909090909091","0.9090909090909091","264","264","264","0.9090909090909091","0.9090909090909091","0.9090909090909091","264","264","264","0.9090909090909091","0.9090909090909091","0.9090909090909091","264","264","264","0.9090909090909091","0.9090909090909091","0.9090909090909091","264","264","264","0.9090909090909091","0.9090909090909091","0.9090909090909091","264","264","264","0.9090909090909091","0.9090909090909091","0.9090909090909091","264","264","264","0.9090909090909091","0.9090909090909091","0.9090909090909091","264","264","264","0.9090909090909091","0.9090909090909091","0.9090909090909091","264","264","264","0.9090909090909091","0.9090909090909091","0.9090909090909091","264","264","264","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"212800","266","266","266","0.9090909090909091","0.9090909090909091","0.9090909090909091","266","266","266","0.9090909090909091","0.9090909090909091","0.9090909090909091","266","266","266","0.9090909090909091","0.9090909090909091","0.9090909090909091","266","266","266","0.9090909090909091","0.9090909090909091","0.9090909090909091","266","266","266","0.9090909090909091","0.9090909090909091","0.9090909090909091","266","266","266","0.9090909090909091","0.9090909090909091","0.9090909090909091","266","266","266","0.9090909090909091","0.9090909090909091","0.9090909090909091","266","266","266","0.9090909090909091","0.9090909090909091","0.9090909090909091","266","266","266","0.9090909090909091","0.9090909090909091","0.9090909090909091","266","266","266","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"214400","268","268","268","0.9090909090909091","0.9090909090909091","0.9090909090909091","268","268","268","0.9090909090909091","0.9090909090909091","0.9090909090909091","268","268","268","0.9090909090909091","0.9090909090909091","0.9090909090909091","268","268","268","0.9090909090909091","0.9090909090909091","0.9090909090909091","268","268","268","0.9393939393939394","0.9393939393939394","0.9393939393939394","268","268","268","0.8181818181818182","0.8181818181818182","0.8181818181818182","268","268","268","0.9090909090909091","0.9090909090909091","0.9090909090909091","268","268","268","0.9090909090909091","0.9090909090909091","0.9090909090909091","268","268","268","0.9090909090909091","0.9090909090909091","0.9090909090909091","268","268","268","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"216000","270","270","270","0.9090909090909091","0.9090909090909091","0.9090909090909091","270","270","270","0.9090909090909091","0.9090909090909091","0.9090909090909091","270","270","270","0.9090909090909091","0.9090909090909091","0.9090909090909091","270","270","270","0.9090909090909091","0.9090909090909091","0.9090909090909091","270","270","270","0.9090909090909091","0.9090909090909091","0.9090909090909091","270","270","270","0.9090909090909091","0.9090909090909091","0.9090909090909091","270","270","270","0.9090909090909091","0.9090909090909091","0.9090909090909091","270","270","270","0.9090909090909091","0.9090909090909091","0.9090909090909091","270","270","270","0.9090909090909091","0.9090909090909091","0.9090909090909091","270","270","270","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"217600","272","272","272","0.9090909090909091","0.9090909090909091","0.9090909090909091","272","272","272","0.9090909090909091","0.9090909090909091","0.9090909090909091","272","272","272","0.9090909090909091","0.9090909090909091","0.9090909090909091","272","272","272","0.9090909090909091","0.9090909090909091","0.9090909090909091","272","272","272","0.9090909090909091","0.9090909090909091","0.9090909090909091","272","272","272","0.9090909090909091","0.9090909090909091","0.9090909090909091","272","272","272","0.9090909090909091","0.9090909090909091","0.9090909090909091","272","272","272","0.9090909090909091","0.9090909090909091","0.9090909090909091","272","272","272","0.8181818181818182","0.8181818181818182","0.8181818181818182","272","272","272","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"219200","274","274","274","0.9090909090909091","0.9090909090909091","0.9090909090909091","274","274","274","0.9090909090909091","0.9090909090909091","0.9090909090909091","274","274","274","0.9090909090909091","0.9090909090909091","0.9090909090909091","274","274","274","0.9090909090909091","0.9090909090909091","0.9090909090909091","274","274","274","0.8181818181818182","0.8181818181818182","0.8181818181818182","274","274","274","0.9090909090909091","0.9090909090909091","0.9090909090909091","274","274","274","0.9090909090909091","0.9090909090909091","0.9090909090909091","274","274","274","0.9090909090909091","0.9090909090909091","0.9090909090909091","274","274","274","0.9090909090909091","0.9090909090909091","0.9090909090909091","274","274","274","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"220800","276","276","276","0.9090909090909091","0.9090909090909091","0.9090909090909091","276","276","276","0.9090909090909091","0.9090909090909091","0.9090909090909091","276","276","276","0.9090909090909091","0.9090909090909091","0.9090909090909091","276","276","276","0.9090909090909091","0.9090909090909091","0.9090909090909091","276","276","276","0.9090909090909091","0.9090909090909091","0.9090909090909091","276","276","276","0.9090909090909091","0.9090909090909091","0.9090909090909091","276","276","276","0.8181818181818182","0.8181818181818182","0.8181818181818182","276","276","276","0.9090909090909091","0.9090909090909091","0.9090909090909091","276","276","276","0.9090909090909091","0.9090909090909091","0.9090909090909091","276","276","276","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"222400","278","278","278","0.9090909090909091","0.9090909090909091","0.9090909090909091","278","278","278","0.9090909090909091","0.9090909090909091","0.9090909090909091","278","278","278","0.9090909090909091","0.9090909090909091","0.9090909090909091","278","278","278","0.9090909090909091","0.9090909090909091","0.9090909090909091","278","278","278","0.9090909090909091","0.9090909090909091","0.9090909090909091","278","278","278","0.9090909090909091","0.9090909090909091","0.9090909090909091","278","278","278","0.9090909090909091","0.9090909090909091","0.9090909090909091","278","278","278","0.9090909090909091","0.9090909090909091","0.9090909090909091","278","278","278","0.9090909090909091","0.9090909090909091","0.9090909090909091","278","278","278","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"224000","280","280","280","0.9090909090909091","0.9090909090909091","0.9090909090909091","280","280","280","0.9090909090909091","0.9090909090909091","0.9090909090909091","280","280","280","0.9090909090909091","0.9090909090909091","0.9090909090909091","280","280","280","0.9090909090909091","0.9090909090909091","0.9090909090909091","280","280","280","0.9090909090909091","0.9090909090909091","0.9090909090909091","280","280","280","0.8181818181818182","0.8181818181818182","0.8181818181818182","280","280","280","0.9090909090909091","0.9090909090909091","0.9090909090909091","280","280","280","0.9090909090909091","0.9090909090909091","0.9090909090909091","280","280","280","0.9090909090909091","0.9090909090909091","0.9090909090909091","280","280","280","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"225600","282","282","282","0.9090909090909091","0.9090909090909091","0.9090909090909091","282","282","282","0.9090909090909091","0.9090909090909091","0.9090909090909091","282","282","282","0.9090909090909091","0.9090909090909091","0.9090909090909091","282","282","282","0.9090909090909091","0.9090909090909091","0.9090909090909091","282","282","282","0.9090909090909091","0.9090909090909091","0.9090909090909091","282","282","282","0.9090909090909091","0.9090909090909091","0.9090909090909091","282","282","282","0.9090909090909091","0.9090909090909091","0.9090909090909091","282","282","282","0.9090909090909091","0.9090909090909091","0.9090909090909091","282","282","282","0.9090909090909091","0.9090909090909091","0.9090909090909091","282","282","282","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"227200","284","284","284","0.9090909090909091","0.9090909090909091","0.9090909090909091","284","284","284","0.9090909090909091","0.9090909090909091","0.9090909090909091","284","284","284","0.9090909090909091","0.9090909090909091","0.9090909090909091","284","284","284","0.9090909090909091","0.9090909090909091","0.9090909090909091","284","284","284","0.9090909090909091","0.9090909090909091","0.9090909090909091","284","284","284","0.9090909090909091","0.9090909090909091","0.9090909090909091","284","284","284","0.9090909090909091","0.9090909090909091","0.9090909090909091","284","284","284","0.9090909090909091","0.9090909090909091","0.9090909090909091","284","284","284","0.9090909090909091","0.9090909090909091","0.9090909090909091","284","284","284","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"228800","286","286","286","0.8181818181818182","0.8181818181818182","0.8181818181818182","286","286","286","0.9090909090909091","0.9090909090909091","0.9090909090909091","286","286","286","0.9090909090909091","0.9090909090909091","0.9090909090909091","286","286","286","0.9090909090909091","0.9090909090909091","0.9090909090909091","286","286","286","0.9090909090909091","0.9090909090909091","0.9090909090909091","286","286","286","0.9090909090909091","0.9090909090909091","0.9090909090909091","286","286","286","0.9090909090909091","0.9090909090909091","0.9090909090909091","286","286","286","0.9090909090909091","0.9090909090909091","0.9090909090909091","286","286","286","0.9090909090909091","0.9090909090909091","0.9090909090909091","286","286","286","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"230400","288","288","288","0.9090909090909091","0.9090909090909091","0.9090909090909091","288","288","288","0.9090909090909091","0.9090909090909091","0.9090909090909091","288","288","288","0.9090909090909091","0.9090909090909091","0.9090909090909091","288","288","288","0.9090909090909091","0.9090909090909091","0.9090909090909091","288","288","288","0.9090909090909091","0.9090909090909091","0.9090909090909091","288","288","288","0.9090909090909091","0.9090909090909091","0.9090909090909091","288","288","288","0.9090909090909091","0.9090909090909091","0.9090909090909091","288","288","288","0.9090909090909091","0.9090909090909091","0.9090909090909091","288","288","288","0.8181818181818182","0.8181818181818182","0.8181818181818182","288","288","288","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"232000","290","290","290","0.9090909090909091","0.9090909090909091","0.9090909090909091","290","290","290","0.9090909090909091","0.9090909090909091","0.9090909090909091","290","290","290","0.9090909090909091","0.9090909090909091","0.9090909090909091","290","290","290","0.9090909090909091","0.9090909090909091","0.9090909090909091","290","290","290","0.9090909090909091","0.9090909090909091","0.9090909090909091","290","290","290","0.9090909090909091","0.9090909090909091","0.9090909090909091","290","290","290","0.9090909090909091","0.9090909090909091","0.9090909090909091","290","290","290","0.9090909090909091","0.9090909090909091","0.9090909090909091","290","290","290","0.9090909090909091","0.9090909090909091","0.9090909090909091","290","290","290","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"233600","292","292","292","0.9090909090909091","0.9090909090909091","0.9090909090909091","292","292","292","0.9090909090909091","0.9090909090909091","0.9090909090909091","292","292","292","0.7272727272727272","0.7272727272727272","0.7272727272727272","292","292","292","0.9090909090909091","0.9090909090909091","0.9090909090909091","292","292","292","0.9090909090909091","0.9090909090909091","0.9090909090909091","292","292","292","0.9090909090909091","0.9090909090909091","0.9090909090909091","292","292","292","0.9090909090909091","0.9090909090909091","0.9090909090909091","292","292","292","0.9090909090909091","0.9090909090909091","0.9090909090909091","292","292","292","0.9090909090909091","0.9090909090909091","0.9090909090909091","292","292","292","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"235200","294","294","294","0.9090909090909091","0.9090909090909091","0.9090909090909091","294","294","294","0.9090909090909091","0.9090909090909091","0.9090909090909091","294","294","294","0.9090909090909091","0.9090909090909091","0.9090909090909091","294","294","294","0.9090909090909091","0.9090909090909091","0.9090909090909091","294","294","294","0.9090909090909091","0.9090909090909091","0.9090909090909091","294","294","294","0.9090909090909091","0.9090909090909091","0.9090909090909091","294","294","294","0.9090909090909091","0.9090909090909091","0.9090909090909091","294","294","294","0.9090909090909091","0.9090909090909091","0.9090909090909091","294","294","294","0.9090909090909091","0.9090909090909091","0.9090909090909091","294","294","294","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"236800","296","296","296","0.9090909090909091","0.9090909090909091","0.9090909090909091","296","296","296","0.9090909090909091","0.9090909090909091","0.9090909090909091","296","296","296","0.9090909090909091","0.9090909090909091","0.9090909090909091","296","296","296","0.9090909090909091","0.9090909090909091","0.9090909090909091","296","296","296","0.6969696969696969","0.6969696969696969","0.6969696969696969","296","296","296","0.9090909090909091","0.9090909090909091","0.9090909090909091","296","296","296","0.9090909090909091","0.9090909090909091","0.9090909090909091","296","296","296","0.9090909090909091","0.9090909090909091","0.9090909090909091","296","296","296","0.9090909090909091","0.9090909090909091","0.9090909090909091","296","296","296","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"238400","298","298","298","0.9090909090909091","0.9090909090909091","0.9090909090909091","298","298","298","0.9090909090909091","0.9090909090909091","0.9090909090909091","298","298","298","0.9090909090909091","0.9090909090909091","0.9090909090909091","298","298","298","0.9090909090909091","0.9090909090909091","0.9090909090909091","298","298","298","0.9090909090909091","0.9090909090909091","0.9090909090909091","298","298","298","0.9090909090909091","0.9090909090909091","0.9090909090909091","298","298","298","0.9090909090909091","0.9090909090909091","0.9090909090909091","298","298","298","0.9090909090909091","0.9090909090909091","0.9090909090909091","298","298","298","0.9090909090909091","0.9090909090909091","0.9090909090909091","298","298","298","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"240000","300","300","300","0.9090909090909091","0.9090909090909091","0.9090909090909091","300","300","300","0.9090909090909091","0.9090909090909091","0.9090909090909091","300","300","300","0.9090909090909091","0.9090909090909091","0.9090909090909091","300","300","300","0.9090909090909091","0.9090909090909091","0.9090909090909091","300","300","300","0.9090909090909091","0.9090909090909091","0.9090909090909091","300","300","300","0.9090909090909091","0.9090909090909091","0.9090909090909091","300","300","300","0.9090909090909091","0.9090909090909091","0.9090909090909091","300","300","300","0.9090909090909091","0.9090909090909091","0.9090909090909091","300","300","300","0.9090909090909091","0.9090909090909091","0.9090909090909091","300","300","300","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"241600","302","302","302","0.9090909090909091","0.9090909090909091","0.9090909090909091","302","302","302","0.9090909090909091","0.9090909090909091","0.9090909090909091","302","302","302","0.9090909090909091","0.9090909090909091","0.9090909090909091","302","302","302","0.9090909090909091","0.9090909090909091","0.9090909090909091","302","302","302","0.9090909090909091","0.9090909090909091","0.9090909090909091","302","302","302","0.9090909090909091","0.9090909090909091","0.9090909090909091","302","302","302","0.9090909090909091","0.9090909090909091","0.9090909090909091","302","302","302","0.9090909090909091","0.9090909090909091","0.9090909090909091","302","302","302","0.9393939393939394","0.9393939393939394","0.9393939393939394","302","302","302","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"243200","304","304","304","0.9090909090909091","0.9090909090909091","0.9090909090909091","304","304","304","0.9090909090909091","0.9090909090909091","0.9090909090909091","304","304","304","0.9090909090909091","0.9090909090909091","0.9090909090909091","304","304","304","0.9090909090909091","0.9090909090909091","0.9090909090909091","304","304","304","0.9090909090909091","0.9090909090909091","0.9090909090909091","304","304","304","0.9090909090909091","0.9090909090909091","0.9090909090909091","304","304","304","0.9090909090909091","0.9090909090909091","0.9090909090909091","304","304","304","0.9090909090909091","0.9090909090909091","0.9090909090909091","304","304","304","0.9393939393939394","0.9393939393939394","0.9393939393939394","304","304","304","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"244800","306","306","306","0.9090909090909091","0.9090909090909091","0.9090909090909091","306","306","306","0.9090909090909091","0.9090909090909091","0.9090909090909091","306","306","306","0.9090909090909091","0.9090909090909091","0.9090909090909091","306","306","306","0.9090909090909091","0.9090909090909091","0.9090909090909091","306","306","306","0.9090909090909091","0.9090909090909091","0.9090909090909091","306","306","306","0.9090909090909091","0.9090909090909091","0.9090909090909091","306","306","306","0.9090909090909091","0.9090909090909091","0.9090909090909091","306","306","306","0.9090909090909091","0.9090909090909091","0.9090909090909091","306","306","306","0.9090909090909091","0.9090909090909091","0.9090909090909091","306","306","306","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"246400","308","308","308","0.9090909090909091","0.9090909090909091","0.9090909090909091","308","308","308","0.9090909090909091","0.9090909090909091","0.9090909090909091","308","308","308","0.9090909090909091","0.9090909090909091","0.9090909090909091","308","308","308","0.9090909090909091","0.9090909090909091","0.9090909090909091","308","308","308","0.9090909090909091","0.9090909090909091","0.9090909090909091","308","308","308","0.9090909090909091","0.9090909090909091","0.9090909090909091","308","308","308","0.9090909090909091","0.9090909090909091","0.9090909090909091","308","308","308","0.9090909090909091","0.9090909090909091","0.9090909090909091","308","308","308","0.9090909090909091","0.9090909090909091","0.9090909090909091","308","308","308","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"248000","310","310","310","0.9090909090909091","0.9090909090909091","0.9090909090909091","310","310","310","0.9090909090909091","0.9090909090909091","0.9090909090909091","310","310","310","0.9090909090909091","0.9090909090909091","0.9090909090909091","310","310","310","0.9090909090909091","0.9090909090909091","0.9090909090909091","310","310","310","0.9090909090909091","0.9090909090909091","0.9090909090909091","310","310","310","0.9090909090909091","0.9090909090909091","0.9090909090909091","310","310","310","0.9090909090909091","0.9090909090909091","0.9090909090909091","310","310","310","0.9090909090909091","0.9090909090909091","0.9090909090909091","310","310","310","0.9090909090909091","0.9090909090909091","0.9090909090909091","310","310","310","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"249600","312","312","312","0.9090909090909091","0.9090909090909091","0.9090909090909091","312","312","312","0.9090909090909091","0.9090909090909091","0.9090909090909091","312","312","312","0.9090909090909091","0.9090909090909091","0.9090909090909091","312","312","312","0.9090909090909091","0.9090909090909091","0.9090909090909091","312","312","312","0.9090909090909091","0.9090909090909091","0.9090909090909091","312","312","312","0.9090909090909091","0.9090909090909091","0.9090909090909091","312","312","312","0.9090909090909091","0.9090909090909091","0.9090909090909091","312","312","312","0.9090909090909091","0.9090909090909091","0.9090909090909091","312","312","312","0.9090909090909091","0.9090909090909091","0.9090909090909091","312","312","312","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"251200","314","314","314","0.9090909090909091","0.9090909090909091","0.9090909090909091","314","314","314","0.9090909090909091","0.9090909090909091","0.9090909090909091","314","314","314","0.9090909090909091","0.9090909090909091","0.9090909090909091","314","314","314","0.9090909090909091","0.9090909090909091","0.9090909090909091","314","314","314","0.9090909090909091","0.9090909090909091","0.9090909090909091","314","314","314","0.9090909090909091","0.9090909090909091","0.9090909090909091","314","314","314","0.8181818181818182","0.8181818181818182","0.8181818181818182","314","314","314","0.9090909090909091","0.9090909090909091","0.9090909090909091","314","314","314","0.9090909090909091","0.9090909090909091","0.9090909090909091","314","314","314","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"252800","316","316","316","0.9090909090909091","0.9090909090909091","0.9090909090909091","316","316","316","0.9090909090909091","0.9090909090909091","0.9090909090909091","316","316","316","0.9090909090909091","0.9090909090909091","0.9090909090909091","316","316","316","0.9090909090909091","0.9090909090909091","0.9090909090909091","316","316","316","0.9090909090909091","0.9090909090909091","0.9090909090909091","316","316","316","0.9090909090909091","0.9090909090909091","0.9090909090909091","316","316","316","0.8181818181818182","0.8181818181818182","0.8181818181818182","316","316","316","0.9090909090909091","0.9090909090909091","0.9090909090909091","316","316","316","0.9090909090909091","0.9090909090909091","0.9090909090909091","316","316","316","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"254400","318","318","318","0.9090909090909091","0.9090909090909091","0.9090909090909091","318","318","318","0.9090909090909091","0.9090909090909091","0.9090909090909091","318","318","318","0.9090909090909091","0.9090909090909091","0.9090909090909091","318","318","318","0.9090909090909091","0.9090909090909091","0.9090909090909091","318","318","318","0.9090909090909091","0.9090909090909091","0.9090909090909091","318","318","318","0.9090909090909091","0.9090909090909091","0.9090909090909091","318","318","318","0.9090909090909091","0.9090909090909091","0.9090909090909091","318","318","318","0.9090909090909091","0.9090909090909091","0.9090909090909091","318","318","318","0.9090909090909091","0.9090909090909091","0.9090909090909091","318","318","318","0.9090909090909091","0.9090909090909091","0.9090909090909091"
