"time_steps","wandering-sweep-4 - _step","wandering-sweep-4 - _step__MIN","wandering-sweep-4 - _step__MAX","wandering-sweep-4 - agent_avg_eval_r_mean","wandering-sweep-4 - agent_avg_eval_r_mean__MIN","wandering-sweep-4 - agent_avg_eval_r_mean__MAX","sweet-sweep-3 - _step","sweet-sweep-3 - _step__MIN","sweet-sweep-3 - _step__MAX","sweet-sweep-3 - agent_avg_eval_r_mean","sweet-sweep-3 - agent_avg_eval_r_mean__MIN","sweet-sweep-3 - agent_avg_eval_r_mean__MAX","lucky-sweep-2 - _step","lucky-sweep-2 - _step__MIN","lucky-sweep-2 - _step__MAX","lucky-sweep-2 - agent_avg_eval_r_mean","lucky-sweep-2 - agent_avg_eval_r_mean__MIN","lucky-sweep-2 - agent_avg_eval_r_mean__MAX","clear-sweep-1 - _step","clear-sweep-1 - _step__MIN","clear-sweep-1 - _step__MAX","clear-sweep-1 - agent_avg_eval_r_mean","clear-sweep-1 - agent_avg_eval_r_mean__MIN","clear-sweep-1 - agent_avg_eval_r_mean__MAX","playful-sweep-10 - _step","playful-sweep-10 - _step__MIN","playful-sweep-10 - _step__MAX","playful-sweep-10 - agent_avg_eval_r_mean","playful-sweep-10 - agent_avg_eval_r_mean__MIN","playful-sweep-10 - agent_avg_eval_r_mean__MAX","fresh-sweep-8 - _step","fresh-sweep-8 - _step__MIN","fresh-sweep-8 - _step__MAX","fresh-sweep-8 - agent_avg_eval_r_mean","fresh-sweep-8 - agent_avg_eval_r_mean__MIN","fresh-sweep-8 - agent_avg_eval_r_mean__MAX","jumping-sweep-5 - _step","jumping-sweep-5 - _step__MIN","jumping-sweep-5 - _step__MAX","jumping-sweep-5 - agent_avg_eval_r_mean","jumping-sweep-5 - agent_avg_eval_r_mean__MIN","jumping-sweep-5 - agent_avg_eval_r_mean__MAX","good-sweep-4 - _step","good-sweep-4 - _step__MIN","good-sweep-4 - _step__MAX","good-sweep-4 - agent_avg_eval_r_mean","good-sweep-4 - agent_avg_eval_r_mean__MIN","good-sweep-4 - agent_avg_eval_r_mean__MAX","sandy-sweep-3 - _step","sandy-sweep-3 - _step__MIN","sandy-sweep-3 - _step__MAX","sandy-sweep-3 - agent_avg_eval_r_mean","sandy-sweep-3 - agent_avg_eval_r_mean__MIN","sandy-sweep-3 - agent_avg_eval_r_mean__MAX","youthful-sweep-1 - _step","youthful-sweep-1 - _step__MIN","youthful-sweep-1 - _step__MAX","youthful-sweep-1 - agent_avg_eval_r_mean","youthful-sweep-1 - agent_avg_eval_r_mean__MIN","youthful-sweep-1 - agent_avg_eval_r_mean__MAX"
"208500","695","695","695","28.39086860735082","28.39086860735082","28.39086860735082","695","695","695","26.455784530816636","26.455784530816636","26.455784530816636","695","695","695","25.34359105249793","25.34359105249793","25.34359105249793","695","695","695","27.415642961963428","27.415642961963428","27.415642961963428","695","695","695","28.048306135112206","28.048306135112206","28.048306135112206","695","695","695","27.02320798318035","27.02320798318035","27.02320798318035","695","695","695","30.814546943318263","30.814546943318263","30.814546943318263","695","695","695","29.392751119981686","29.392751119981686","29.392751119981686","695","695","695","31.25061003872742","31.25061003872742","31.25061003872742","695","695","695","26.9295808785467","26.9295808785467","26.9295808785467"
"210000","700","700","700","28.62983695192867","28.62983695192867","28.62983695192867","700","700","700","25.612442818398936","25.612442818398936","25.612442818398936","700","700","700","25.40885473056913","25.40885473056913","25.40885473056913","700","700","700","27.408827751282587","27.408827751282587","27.408827751282587","700","700","700","27.948720298872644","27.948720298872644","27.948720298872644","700","700","700","27.885988274957093","27.885988274957093","27.885988274957093","700","700","700","30.24130229087057","30.24130229087057","30.24130229087057","700","700","700","29.55317623316395","29.55317623316395","29.55317623316395","700","700","700","31.459278517164773","31.459278517164773","31.459278517164773","700","700","700","26.765313041665813","26.765313041665813","26.765313041665813"
"211500","705","705","705","28.892607082183062","28.892607082183062","28.892607082183062","705","705","705","25.57838576163524","25.57838576163524","25.57838576163524","705","705","705","25.453649054746403","25.453649054746403","25.453649054746403","705","705","705","27.03191560328308","27.03191560328308","27.03191560328308","705","705","705","28.85842344341712","28.85842344341712","28.85842344341712","705","705","705","27.961004807199462","27.961004807199462","27.961004807199462","705","705","705","30.183498414015","30.183498414015","30.183498414015","705","705","705","29.239427394308205","29.239427394308205","29.239427394308205","705","705","705","31.863757025507454","31.863757025507454","31.863757025507454","705","705","705","26.051011291079334","26.051011291079334","26.051011291079334"
"213000","710","710","710","28.61910703479414","28.61910703479414","28.61910703479414","710","710","710","25.309720542689753","25.309720542689753","25.309720542689753","710","710","710","25.769146895097748","25.769146895097748","25.769146895097748","710","710","710","27.00607853654263","27.00607853654263","27.00607853654263","710","710","710","28.90838068243259","28.90838068243259","28.90838068243259","710","710","710","27.79222633168495","27.79222633168495","27.79222633168495","710","710","710","30.422132757452697","30.422132757452697","30.422132757452697","710","710","710","29.55971010039458","29.55971010039458","29.55971010039458","710","710","710","31.862743507410816","31.862743507410816","31.862743507410816","710","710","710","26.54489112385909","26.54489112385909","26.54489112385909"
"214500","715","715","715","28.625207324286606","28.625207324286606","28.625207324286606","715","715","715","25.10176569585527","25.10176569585527","25.10176569585527","715","715","715","26.2067243259995","26.2067243259995","26.2067243259995","715","715","715","27.262261458895445","27.262261458895445","27.262261458895445","715","715","715","29.037707207475172","29.037707207475172","29.037707207475172","715","715","715","27.82123573221291","27.82123573221291","27.82123573221291","715","715","715","30.33713235192456","30.33713235192456","30.33713235192456","715","715","715","29.910013797957575","29.910013797957575","29.910013797957575","715","715","715","31.96175182624336","31.96175182624336","31.96175182624336","715","715","715","27.01153781936458","27.01153781936458","27.01153781936458"
"216000","720","720","720","28.725568666784447","28.725568666784447","28.725568666784447","720","720","720","24.978982049826723","24.978982049826723","24.978982049826723","720","720","720","26.26792655201869","26.26792655201869","26.26792655201869","720","720","720","27.43321958328474","27.43321958328474","27.43321958328474","720","720","720","29.44442089858342","29.44442089858342","29.44442089858342","720","720","720","28.413804211560837","28.413804211560837","28.413804211560837","720","720","720","30.940334664321067","30.940334664321067","30.940334664321067","720","720","720","29.93882865025091","29.93882865025091","29.93882865025091","720","720","720","32.14687632516913","32.14687632516913","32.14687632516913","720","720","720","26.872652981797106","26.872652981797106","26.872652981797106"
"217500","725","725","725","28.971958523064867","28.971958523064867","28.971958523064867","725","725","725","24.995044069196368","24.995044069196368","24.995044069196368","725","725","725","25.93716569938864","25.93716569938864","25.93716569938864","725","725","725","27.41813892180606","27.41813892180606","27.41813892180606","725","725","725","29.806307001038178","29.806307001038178","29.806307001038178","725","725","725","29.128775388629535","29.128775388629535","29.128775388629535","725","725","725","30.75675323169654","30.75675323169654","30.75675323169654","725","725","725","30.16404705867908","30.16404705867908","30.16404705867908","725","725","725","32.41421133458291","32.41421133458291","32.41421133458291","725","725","725","26.373030305942034","26.373030305942034","26.373030305942034"
"219000","730","730","730","29.022153238800442","29.022153238800442","29.022153238800442","730","730","730","24.995628758740686","24.995628758740686","24.995628758740686","730","730","730","26.20941531720841","26.20941531720841","26.20941531720841","730","730","730","27.284588742142887","27.284588742142887","27.284588742142887","730","730","730","29.364156583183668","29.364156583183668","29.364156583183668","730","730","730","29.473400505207795","29.473400505207795","29.473400505207795","730","730","730","30.963576806713025","30.963576806713025","30.963576806713025","730","730","730","30.499957927130563","30.499957927130563","30.499957927130563","730","730","730","32.40854089341465","32.40854089341465","32.40854089341465","730","730","730","26.604363061810332","26.604363061810332","26.604363061810332"
"220500","735","735","735","28.993945340906222","28.993945340906222","28.993945340906222","735","735","735","24.767393380588697","24.767393380588697","24.767393380588697","735","735","735","26.84372269173296","26.84372269173296","26.84372269173296","735","735","735","27.658474181182147","27.658474181182147","27.658474181182147","735","735","735","29.22589166299463","29.22589166299463","29.22589166299463","735","735","735","28.986988975624296","28.986988975624296","28.986988975624296","735","735","735","30.95283290666562","30.95283290666562","30.95283290666562","735","735","735","30.743592897970565","30.743592897970565","30.743592897970565","735","735","735","32.41490022486787","32.41490022486787","32.41490022486787","735","735","735","26.82259122884312","26.82259122884312","26.82259122884312"
"222000","740","740","740","28.749380717616983","28.749380717616983","28.749380717616983","740","740","740","24.778502782515325","24.778502782515325","24.778502782515325","740","740","740","27.193474485485964","27.193474485485964","27.193474485485964","740","740","740","27.530938834253902","27.530938834253902","27.530938834253902","740","740","740","28.584176321931345","28.584176321931345","28.584176321931345","740","740","740","28.347940347141062","28.347940347141062","28.347940347141062","740","740","740","30.799576038036484","30.799576038036484","30.799576038036484","740","740","740","31.149903681182582","31.149903681182582","31.149903681182582","740","740","740","32.21209031042936","32.21209031042936","32.21209031042936","740","740","740","27.508406944600694","27.508406944600694","27.508406944600694"
"223500","745","745","745","28.33022638715153","28.33022638715153","28.33022638715153","745","745","745","25.01025068617751","25.01025068617751","25.01025068617751","745","745","745","27.358961973916518","27.358961973916518","27.358961973916518","745","745","745","28.263501912250764","28.263501912250764","28.263501912250764","745","745","745","29.822274576934596","29.822274576934596","29.822274576934596","745","745","745","28.970618046218554","28.970618046218554","28.970618046218554","745","745","745","30.74203237310563","30.74203237310563","30.74203237310563","745","745","745","31.037163483875556","31.037163483875556","31.037163483875556","745","745","745","31.52402293292037","31.52402293292037","31.52402293292037","745","745","745","28.033738896802788","28.033738896802788","28.033738896802788"
"225000","750","750","750","28.159478733034238","28.159478733034238","28.159478733034238","750","750","750","24.72509593783338","24.72509593783338","24.72509593783338","750","750","750","27.251373101211367","27.251373101211367","27.251373101211367","750","750","750","27.902943740238985","27.902943740238985","27.902943740238985","750","750","750","29.964041924902894","29.964041924902894","29.964041924902894","750","750","750","28.568156816458753","28.568156816458753","28.568156816458753","750","750","750","30.799820099714697","30.799820099714697","30.799820099714697","750","750","750","31.554769077813916","31.554769077813916","31.554769077813916","750","750","750","31.32476507357869","31.32476507357869","31.32476507357869","750","750","750","28.322345521229426","28.322345521229426","28.322345521229426"
"226500","755","755","755","28.70047278534925","28.70047278534925","28.70047278534925","755","755","755","25.161232126659048","25.161232126659048","25.161232126659048","755","755","755","26.752663308312197","26.752663308312197","26.752663308312197","755","755","755","27.434082594250693","27.434082594250693","27.434082594250693","755","755","755","30.24839937648116","30.24839937648116","30.24839937648116","755","755","755","28.52061826676494","28.52061826676494","28.52061826676494","755","755","755","31.362590078245624","31.362590078245624","31.362590078245624","755","755","755","31.071249174568596","31.071249174568596","31.071249174568596","755","755","755","31.361214112523932","31.361214112523932","31.361214112523932","755","755","755","28.10321656521559","28.10321656521559","28.10321656521559"
"228000","760","760","760","28.846589300686627","28.846589300686627","28.846589300686627","760","760","760","25.23762746630463","25.23762746630463","25.23762746630463","760","760","760","26.18186593679374","26.18186593679374","26.18186593679374","760","760","760","27.709293945758272","27.709293945758272","27.709293945758272","760","760","760","30.357258756072707","30.357258756072707","30.357258756072707","760","760","760","28.351180747305758","28.351180747305758","28.351180747305758","760","760","760","31.068939650745687","31.068939650745687","31.068939650745687","760","760","760","31.461159005818512","31.461159005818512","31.461159005818512","760","760","760","31.15565998976608","31.15565998976608","31.15565998976608","760","760","760","27.846794537091824","27.846794537091824","27.846794537091824"
"229500","765","765","765","28.46952761726603","28.46952761726603","28.46952761726603","765","765","765","26.17871132469063","26.17871132469063","26.17871132469063","765","765","765","26.36662937307439","26.36662937307439","26.36662937307439","765","765","765","27.206132615111216","27.206132615111216","27.206132615111216","765","765","765","30.872157552444346","30.872157552444346","30.872157552444346","765","765","765","27.595078040126726","27.595078040126726","27.595078040126726","765","765","765","31.096331596989454","31.096331596989454","31.096331596989454","765","765","765","31.890223691816296","31.890223691816296","31.890223691816296","765","765","765","31.028159933650976","31.028159933650976","31.028159933650976","765","765","765","28.656498186923333","28.656498186923333","28.656498186923333"
"231000","770","770","770","29.321597308378422","29.321597308378422","29.321597308378422","770","770","770","26.628089274610613","26.628089274610613","26.628089274610613","770","770","770","26.156160918368116","26.156160918368116","26.156160918368116","770","770","770","26.9960261719496","26.9960261719496","26.9960261719496","770","770","770","30.85720533454295","30.85720533454295","30.85720533454295","770","770","770","27.694623929641406","27.694623929641406","27.694623929641406","770","770","770","31.18247989697691","31.18247989697691","31.18247989697691","770","770","770","31.84060421517612","31.84060421517612","31.84060421517612","770","770","770","30.198041748080723","30.198041748080723","30.198041748080723","770","770","770","28.335716506608915","28.335716506608915","28.335716506608915"
"232500","775","775","775","29.877148756994742","29.877148756994742","29.877148756994742","775","775","775","27.687677993694304","27.687677993694304","27.687677993694304","775","775","775","26.932127969270137","26.932127969270137","26.932127969270137","775","775","775","26.526530823085007","26.526530823085007","26.526530823085007","775","775","775","30.953084145252642","30.953084145252642","30.953084145252642","775","775","775","27.73172389172997","27.73172389172997","27.73172389172997","775","775","775","30.969116338726526","30.969116338726526","30.969116338726526","775","775","775","31.364392403225448","31.364392403225448","31.364392403225448","775","775","775","30.69708862957723","30.69708862957723","30.69708862957723","775","775","775","28.15189006449732","28.15189006449732","28.15189006449732"
"234000","780","780","780","29.998299215806384","29.998299215806384","29.998299215806384","780","780","780","27.99145350603837","27.99145350603837","27.99145350603837","780","780","780","27.019050118662257","27.019050118662257","27.019050118662257","780","780","780","26.470682614503325","26.470682614503325","26.470682614503325","780","780","780","31.166728342218157","31.166728342218157","31.166728342218157","780","780","780","27.454574964726493","27.454574964726493","27.454574964726493","780","780","780","30.4925376780893","30.4925376780893","30.4925376780893","780","780","780","30.783637607436546","30.783637607436546","30.783637607436546","780","780","780","31.355048821379047","31.355048821379047","31.355048821379047","780","780","780","27.86717963147707","27.86717963147707","27.86717963147707"
"235500","785","785","785","29.639364425069875","29.639364425069875","29.639364425069875","785","785","785","28.194662801695713","28.194662801695713","28.194662801695713","785","785","785","27.48274898353759","27.48274898353759","27.48274898353759","785","785","785","25.59151363643823","25.59151363643823","25.59151363643823","785","785","785","31.37713374475279","31.37713374475279","31.37713374475279","785","785","785","28.52556658196114","28.52556658196114","28.52556658196114","785","785","785","30.82256143945603","30.82256143945603","30.82256143945603","785","785","785","31.013674487029867","31.013674487029867","31.013674487029867","785","785","785","31.39766954072573","31.39766954072573","31.39766954072573","785","785","785","27.839364226749257","27.839364226749257","27.839364226749257"
"237000","790","790","790","29.826336519623705","29.826336519623705","29.826336519623705","790","790","790","28.480564212123774","28.480564212123774","28.480564212123774","790","790","790","27.68676403226633","27.68676403226633","27.68676403226633","790","790","790","26.474495527387816","26.474495527387816","26.474495527387816","790","790","790","30.904091805055476","30.904091805055476","30.904091805055476","790","790","790","29.100070401904212","29.100070401904212","29.100070401904212","790","790","790","30.59692945476905","30.59692945476905","30.59692945476905","790","790","790","30.98527398312007","30.98527398312007","30.98527398312007","790","790","790","32.051054201010835","32.051054201010835","32.051054201010835","790","790","790","27.94066432446396","27.94066432446396","27.94066432446396"
"238500","795","795","795","29.292266484763104","29.292266484763104","29.292266484763104","795","795","795","28.803696314056225","28.803696314056225","28.803696314056225","795","795","795","27.425220846689026","27.425220846689026","27.425220846689026","795","795","795","26.62415596250082","26.62415596250082","26.62415596250082","795","795","795","31.40999200589338","31.40999200589338","31.40999200589338","795","795","795","30.091673200230595","30.091673200230595","30.091673200230595","795","795","795","31.121471110986146","31.121471110986146","31.121471110986146","795","795","795","31.57107244408371","31.57107244408371","31.57107244408371","795","795","795","31.159330304264234","31.159330304264234","31.159330304264234","795","795","795","28.03102473227256","28.03102473227256","28.03102473227256"
"240000","800","800","800","29.173418796304954","29.173418796304954","29.173418796304954","800","800","800","28.95924856623172","28.95924856623172","28.95924856623172","800","800","800","26.911415024198746","26.911415024198746","26.911415024198746","800","800","800","26.55600463683131","26.55600463683131","26.55600463683131","800","800","800","31.458414601803725","31.458414601803725","31.458414601803725","800","800","800","29.872851624177407","29.872851624177407","29.872851624177407","800","800","800","30.89694015721173","30.89694015721173","30.89694015721173","800","800","800","31.7049945465162","31.7049945465162","31.7049945465162","800","800","800","31.135270717244325","31.135270717244325","31.135270717244325","800","800","800","28.9934659566757","28.9934659566757","28.9934659566757"
"241500","805","805","805","29.263476344712284","29.263476344712284","29.263476344712284","805","805","805","29.300690782393225","29.300690782393225","29.300690782393225","805","805","805","26.523646150676914","26.523646150676914","26.523646150676914","805","805","805","26.637425711514314","26.637425711514314","26.637425711514314","805","805","805","31.60449134940659","31.60449134940659","31.60449134940659","805","805","805","29.74872664279977","29.74872664279977","29.74872664279977","805","805","805","30.87482329301948","30.87482329301948","30.87482329301948","805","805","805","32.05204237225013","32.05204237225013","32.05204237225013","805","805","805","30.828608678961192","30.828608678961192","30.828608678961192","805","805","805","29.158445455102477","29.158445455102477","29.158445455102477"
"243000","810","810","810","29.36598054286752","29.36598054286752","29.36598054286752","810","810","810","29.248887052751915","29.248887052751915","29.248887052751915","810","810","810","26.38747918112001","26.38747918112001","26.38747918112001","810","810","810","26.78827710597826","26.78827710597826","26.78827710597826","810","810","810","31.030272742210308","31.030272742210308","31.030272742210308","810","810","810","29.798384662561446","29.798384662561446","29.798384662561446","810","810","810","30.40483263938349","30.40483263938349","30.40483263938349","810","810","810","32.13860599843667","32.13860599843667","32.13860599843667","810","810","810","30.629278623986696","30.629278623986696","30.629278623986696","810","810","810","28.942800475221294","28.942800475221294","28.942800475221294"
"244500","815","815","815","29.73614035803481","29.73614035803481","29.73614035803481","815","815","815","29.54792972345582","29.54792972345582","29.54792972345582","815","815","815","27.073249221614475","27.073249221614475","27.073249221614475","815","815","815","27.516364253208103","27.516364253208103","27.516364253208103","815","815","815","30.99654944740445","30.99654944740445","30.99654944740445","815","815","815","29.37691059658797","29.37691059658797","29.37691059658797","815","815","815","30.646130631415172","30.646130631415172","30.646130631415172","815","815","815","32.310335035839906","32.310335035839906","32.310335035839906","815","815","815","30.41312920414189","30.41312920414189","30.41312920414189","815","815","815","29.36530749297586","29.36530749297586","29.36530749297586"
"246000","820","820","820","29.20177106057486","29.20177106057486","29.20177106057486","820","820","820","29.75956611205695","29.75956611205695","29.75956611205695","820","820","820","27.77390424803554","27.77390424803554","27.77390424803554","820","820","820","27.82929206467967","27.82929206467967","27.82929206467967","820","820","820","30.73640566700184","30.73640566700184","30.73640566700184","820","820","820","28.851198737026397","28.851198737026397","28.851198737026397","820","820","820","30.253695729237943","30.253695729237943","30.253695729237943","820","820","820","32.09677010754427","32.09677010754427","32.09677010754427","820","820","820","29.41645223418694","29.41645223418694","29.41645223418694","820","820","820","29.914259255192114","29.914259255192114","29.914259255192114"
"247500","825","825","825","28.95283535657635","28.95283535657635","28.95283535657635","825","825","825","30.311630550191634","30.311630550191634","30.311630550191634","825","825","825","27.460205556674854","27.460205556674854","27.460205556674854","825","825","825","27.986298620220328","27.986298620220328","27.986298620220328","825","825","825","30.216176053828217","30.216176053828217","30.216176053828217","825","825","825","28.081747347925113","28.081747347925113","28.081747347925113","825","825","825","30.317376764662896","30.317376764662896","30.317376764662896","825","825","825","32.48630539272596","32.48630539272596","32.48630539272596","825","825","825","29.15303341269305","29.15303341269305","29.15303341269305","825","825","825","30.22397435492436","30.22397435492436","30.22397435492436"
"249000","830","830","830","28.935910020441078","28.935910020441078","28.935910020441078","830","830","830","29.971371953710673","29.971371953710673","29.971371953710673","830","830","830","27.596913711626225","27.596913711626225","27.596913711626225","830","830","830","28.415931516352966","28.415931516352966","28.415931516352966","830","830","830","29.498499350415788","29.498499350415788","29.498499350415788","830","830","830","28.390821212908953","28.390821212908953","28.390821212908953","830","830","830","30.053201694890745","30.053201694890745","30.053201694890745","830","830","830","32.12524819973572","32.12524819973572","32.12524819973572","830","830","830","29.51681692326403","29.51681692326403","29.51681692326403","830","830","830","30.03708817137827","30.03708817137827","30.03708817137827"
"250500","835","835","835","29.17114183844136","29.17114183844136","29.17114183844136","835","835","835","30.249694842226905","30.249694842226905","30.249694842226905","835","835","835","27.39967034873664","27.39967034873664","27.39967034873664","835","835","835","28.63906238700654","28.63906238700654","28.63906238700654","835","835","835","29.640874621008173","29.640874621008173","29.640874621008173","835","835","835","28.487545001934585","28.487545001934585","28.487545001934585","835","835","835","30.027955736569176","30.027955736569176","30.027955736569176","835","835","835","31.66347346987698","31.66347346987698","31.66347346987698","835","835","835","30.155423756024913","30.155423756024913","30.155423756024913","835","835","835","30.11503306858827","30.11503306858827","30.11503306858827"
"252000","840","840","840","29.071551469650537","29.071551469650537","29.071551469650537","840","840","840","30.445264729325885","30.445264729325885","30.445264729325885","840","840","840","27.50254246195571","27.50254246195571","27.50254246195571","840","840","840","28.781905596554843","28.781905596554843","28.781905596554843","840","840","840","29.52515248383339","29.52515248383339","29.52515248383339","840","840","840","29.057929664275886","29.057929664275886","29.057929664275886","840","840","840","29.94574563487869","29.94574563487869","29.94574563487869","840","840","840","31.440005283238637","31.440005283238637","31.440005283238637","840","840","840","30.281547354535395","30.281547354535395","30.281547354535395","840","840","840","29.823954559721606","29.823954559721606","29.823954559721606"
"253500","845","845","845","29.555275409114685","29.555275409114685","29.555275409114685","845","845","845","30.32708620815617","30.32708620815617","30.32708620815617","845","845","845","28.170052093355284","28.170052093355284","28.170052093355284","845","845","845","29.351010452414275","29.351010452414275","29.351010452414275","845","845","845","29.83673275819146","29.83673275819146","29.83673275819146","845","845","845","28.966919471570435","28.966919471570435","28.966919471570435","845","845","845","30.26533725667489","30.26533725667489","30.26533725667489","845","845","845","31.262269808959378","31.262269808959378","31.262269808959378","845","845","845","30.038112068286946","30.038112068286946","30.038112068286946","845","845","845","30.22614556917141","30.22614556917141","30.22614556917141"
"255000","850","850","850","29.572047368077236","29.572047368077236","29.572047368077236","850","850","850","29.997731285976446","29.997731285976446","29.997731285976446","850","850","850","28.887820132487324","28.887820132487324","28.887820132487324","850","850","850","29.430427954127172","29.430427954127172","29.430427954127172","850","850","850","29.15647939798376","29.15647939798376","29.15647939798376","850","850","850","29.34145692759609","29.34145692759609","29.34145692759609","850","850","850","30.186379843446456","30.186379843446456","30.186379843446456","850","850","850","30.784016264657595","30.784016264657595","30.784016264657595","850","850","850","30.414545085171138","30.414545085171138","30.414545085171138","850","850","850","30.536345977523816","30.536345977523816","30.536345977523816"
"256500","855","855","855","29.513151279399764","29.513151279399764","29.513151279399764","855","855","855","29.662830612723006","29.662830612723006","29.662830612723006","855","855","855","29.43615954259641","29.43615954259641","29.43615954259641","855","855","855","29.434465814993132","29.434465814993132","29.434465814993132","855","855","855","29.43140503548672","29.43140503548672","29.43140503548672","855","855","855","29.41543698364496","29.41543698364496","29.41543698364496","855","855","855","30.162872064356044","30.162872064356044","30.162872064356044","855","855","855","30.903599091188212","30.903599091188212","30.903599091188212","855","855","855","30.535744560217218","30.535744560217218","30.535744560217218","855","855","855","30.22153159155766","30.22153159155766","30.22153159155766"
"258000","860","860","860","29.89126570560601","29.89126570560601","29.89126570560601","860","860","860","29.91643975217232","29.91643975217232","29.91643975217232","860","860","860","29.240242250801742","29.240242250801742","29.240242250801742","860","860","860","29.131832413370134","29.131832413370134","29.131832413370134","860","860","860","29.50076733968771","29.50076733968771","29.50076733968771","860","860","860","30.065395449820688","30.065395449820688","30.065395449820688","860","860","860","29.869445025186096","29.869445025186096","29.869445025186096","860","860","860","30.793233747981677","30.793233747981677","30.793233747981677","860","860","860","30.97349394185161","30.97349394185161","30.97349394185161","860","860","860","30.154598419921527","30.154598419921527","30.154598419921527"
"259500","865","865","865","29.844899038982575","29.844899038982575","29.844899038982575","865","865","865","30.146596309656772","30.146596309656772","30.146596309656772","865","865","865","29.21674449186708","29.21674449186708","29.21674449186708","865","865","865","29.491263804927527","29.491263804927527","29.491263804927527","865","865","865","29.723926721648773","29.723926721648773","29.723926721648773","865","865","865","30.560794225072","30.560794225072","30.560794225072","865","865","865","30.178569992691173","30.178569992691173","30.178569992691173","865","865","865","30.78865873251961","30.78865873251961","30.78865873251961","865","865","865","31.152390328503262","31.152390328503262","31.152390328503262","865","865","865","29.444423009881753","29.444423009881753","29.444423009881753"
"261000","870","870","870","29.816999134105163","29.816999134105163","29.816999134105163","870","870","870","30.287479753187664","30.287479753187664","30.287479753187664","870","870","870","29.501052747895642","29.501052747895642","29.501052747895642","870","870","870","28.96529007964822","28.96529007964822","28.96529007964822","870","870","870","28.62009151925692","28.62009151925692","28.62009151925692","870","870","870","30.707249811232774","30.707249811232774","30.707249811232774","870","870","870","30.477792263043593","30.477792263043593","30.477792263043593","870","870","870","31.136046896603393","31.136046896603393","31.136046896603393","870","870","870","31.737098800765423","31.737098800765423","31.737098800765423","870","870","870","29.19284464702905","29.19284464702905","29.19284464702905"
"262500","875","875","875","30.126444343974903","30.126444343974903","30.126444343974903","875","875","875","30.230088731629507","30.230088731629507","30.230088731629507","875","875","875","29.520641187428666","29.520641187428666","29.520641187428666","875","875","875","29.338838513835288","29.338838513835288","29.338838513835288","875","875","875","28.770948432989535","28.770948432989535","28.770948432989535","875","875","875","30.950425715289708","30.950425715289708","30.950425715289708","875","875","875","30.731698762283578","30.731698762283578","30.731698762283578","875","875","875","30.405621608423207","30.405621608423207","30.405621608423207","875","875","875","32.146113697625985","32.146113697625985","32.146113697625985","875","875","875","28.930361315411346","28.930361315411346","28.930361315411346"
"264000","880","880","880","29.773075880369483","29.773075880369483","29.773075880369483","880","880","880","30.385125180769247","30.385125180769247","30.385125180769247","880","880","880","29.894891192858907","29.894891192858907","29.894891192858907","880","880","880","29.784379301304774","29.784379301304774","29.784379301304774","880","880","880","28.57447781829002","28.57447781829002","28.57447781829002","880","880","880","31.515019089695755","31.515019089695755","31.515019089695755","880","880","880","30.565348036347928","30.565348036347928","30.565348036347928","880","880","880","30.80385556965819","30.80385556965819","30.80385556965819","880","880","880","32.4370811305294","32.4370811305294","32.4370811305294","880","880","880","28.863189467701087","28.863189467701087","28.863189467701087"
"265500","885","885","885","29.763539642967302","29.763539642967302","29.763539642967302","885","885","885","30.235806860434604","30.235806860434604","30.235806860434604","885","885","885","30.252275989665286","30.252275989665286","30.252275989665286","885","885","885","29.348492345969767","29.348492345969767","29.348492345969767","885","885","885","29.10908839375447","29.10908839375447","29.10908839375447","885","885","885","31.761949322886586","31.761949322886586","31.761949322886586","885","885","885","30.8774999766242","30.8774999766242","30.8774999766242","885","885","885","31.04101718091103","31.04101718091103","31.04101718091103","885","885","885","32.62976441532568","32.62976441532568","32.62976441532568","885","885","885","29.176677143696548","29.176677143696548","29.176677143696548"
"267000","890","890","890","29.83774092960407","29.83774092960407","29.83774092960407","890","890","890","29.272439827544595","29.272439827544595","29.272439827544595","890","890","890","30.16987711051403","30.16987711051403","30.16987711051403","890","890","890","29.640324913769035","29.640324913769035","29.640324913769035","890","890","890","29.090884674461986","29.090884674461986","29.090884674461986","890","890","890","31.925669172497347","31.925669172497347","31.925669172497347","890","890","890","30.314080609914825","30.314080609914825","30.314080609914825","890","890","890","31.14087075940207","31.14087075940207","31.14087075940207","890","890","890","32.79137057041191","32.79137057041191","32.79137057041191","890","890","890","28.949424124652914","28.949424124652914","28.949424124652914"
"268500","895","895","895","29.176843635714867","29.176843635714867","29.176843635714867","895","895","895","29.212135518155684","29.212135518155684","29.212135518155684","895","895","895","30.35757096189609","30.35757096189609","30.35757096189609","895","895","895","30.24099357985236","30.24099357985236","30.24099357985236","895","895","895","29.498294771712445","29.498294771712445","29.498294771712445","895","895","895","32.14550671492607","32.14550671492607","32.14550671492607","895","895","895","30.66789430350094","30.66789430350094","30.66789430350094","895","895","895","30.91802170928582","30.91802170928582","30.91802170928582","895","895","895","33.450356772301554","33.450356772301554","33.450356772301554","895","895","895","29.667499385265067","29.667499385265067","29.667499385265067"
