"time_steps","wandering-sweep-4 - _step","wandering-sweep-4 - _step__MIN","wandering-sweep-4 - _step__MAX","wandering-sweep-4 - agent_eval_collision_end_mean","wandering-sweep-4 - agent_eval_collision_end_mean__MIN","wandering-sweep-4 - agent_eval_collision_end_mean__MAX","sweet-sweep-3 - _step","sweet-sweep-3 - _step__MIN","sweet-sweep-3 - _step__MAX","sweet-sweep-3 - agent_eval_collision_end_mean","sweet-sweep-3 - agent_eval_collision_end_mean__MIN","sweet-sweep-3 - agent_eval_collision_end_mean__MAX","lucky-sweep-2 - _step","lucky-sweep-2 - _step__MIN","lucky-sweep-2 - _step__MAX","lucky-sweep-2 - agent_eval_collision_end_mean","lucky-sweep-2 - agent_eval_collision_end_mean__MIN","lucky-sweep-2 - agent_eval_collision_end_mean__MAX","clear-sweep-1 - _step","clear-sweep-1 - _step__MIN","clear-sweep-1 - _step__MAX","clear-sweep-1 - agent_eval_collision_end_mean","clear-sweep-1 - agent_eval_collision_end_mean__MIN","clear-sweep-1 - agent_eval_collision_end_mean__MAX","playful-sweep-10 - _step","playful-sweep-10 - _step__MIN","playful-sweep-10 - _step__MAX","playful-sweep-10 - agent_eval_collision_end_mean","playful-sweep-10 - agent_eval_collision_end_mean__MIN","playful-sweep-10 - agent_eval_collision_end_mean__MAX","fresh-sweep-8 - _step","fresh-sweep-8 - _step__MIN","fresh-sweep-8 - _step__MAX","fresh-sweep-8 - agent_eval_collision_end_mean","fresh-sweep-8 - agent_eval_collision_end_mean__MIN","fresh-sweep-8 - agent_eval_collision_end_mean__MAX","jumping-sweep-5 - _step","jumping-sweep-5 - _step__MIN","jumping-sweep-5 - _step__MAX","jumping-sweep-5 - agent_eval_collision_end_mean","jumping-sweep-5 - agent_eval_collision_end_mean__MIN","jumping-sweep-5 - agent_eval_collision_end_mean__MAX","good-sweep-4 - _step","good-sweep-4 - _step__MIN","good-sweep-4 - _step__MAX","good-sweep-4 - agent_eval_collision_end_mean","good-sweep-4 - agent_eval_collision_end_mean__MIN","good-sweep-4 - agent_eval_collision_end_mean__MAX","sandy-sweep-3 - _step","sandy-sweep-3 - _step__MIN","sandy-sweep-3 - _step__MAX","sandy-sweep-3 - agent_eval_collision_end_mean","sandy-sweep-3 - agent_eval_collision_end_mean__MIN","sandy-sweep-3 - agent_eval_collision_end_mean__MAX","youthful-sweep-1 - _step","youthful-sweep-1 - _step__MIN","youthful-sweep-1 - _step__MAX","youthful-sweep-1 - agent_eval_collision_end_mean","youthful-sweep-1 - agent_eval_collision_end_mean__MIN","youthful-sweep-1 - agent_eval_collision_end_mean__MAX"
"193500","645","645","645","0.3333333333333333","0.3333333333333333","0.3333333333333333","645","645","645","0.3333333333333333","0.3333333333333333","0.3333333333333333","645","645","645","0.6666666666666666","0.6666666666666666","0.6666666666666666","645","645","645","0","0","0","645","645","645","0","0","0","645","645","645","0.6666666666666666","0.6666666666666666","0.6666666666666666","645","645","645","0","0","0","645","645","645","0.3333333333333333","0.3333333333333333","0.3333333333333333","645","645","645","0","0","0","645","645","645","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"195000","650","650","650","0.3333333333333333","0.3333333333333333","0.3333333333333333","650","650","650","0","0","0","650","650","650","0","0","0","650","650","650","0.6666666666666666","0.6666666666666666","0.6666666666666666","650","650","650","0","0","0","650","650","650","0.3333333333333333","0.3333333333333333","0.3333333333333333","650","650","650","0.3333333333333333","0.3333333333333333","0.3333333333333333","650","650","650","0","0","0","650","650","650","0","0","0","650","650","650","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"196500","655","655","655","0.3333333333333333","0.3333333333333333","0.3333333333333333","655","655","655","0.6666666666666666","0.6666666666666666","0.6666666666666666","655","655","655","0.6666666666666666","0.6666666666666666","0.6666666666666666","655","655","655","0.3333333333333333","0.3333333333333333","0.3333333333333333","655","655","655","0","0","0","655","655","655","0.3333333333333333","0.3333333333333333","0.3333333333333333","655","655","655","0","0","0","655","655","655","0.3333333333333333","0.3333333333333333","0.3333333333333333","655","655","655","0.3333333333333333","0.3333333333333333","0.3333333333333333","655","655","655","0","0","0"
"198000","660","660","660","0","0","0","660","660","660","0.3333333333333333","0.3333333333333333","0.3333333333333333","660","660","660","0","0","0","660","660","660","0","0","0","660","660","660","0.3333333333333333","0.3333333333333333","0.3333333333333333","660","660","660","0","0","0","660","660","660","0.3333333333333333","0.3333333333333333","0.3333333333333333","660","660","660","0","0","0","660","660","660","0","0","0","660","660","660","0","0","0"
"199500","665","665","665","0","0","0","665","665","665","0","0","0","665","665","665","0.3333333333333333","0.3333333333333333","0.3333333333333333","665","665","665","0","0","0","665","665","665","0","0","0","665","665","665","0","0","0","665","665","665","0.3333333333333333","0.3333333333333333","0.3333333333333333","665","665","665","0.3333333333333333","0.3333333333333333","0.3333333333333333","665","665","665","0","0","0","665","665","665","0","0","0"
"201000","670","670","670","0.3333333333333333","0.3333333333333333","0.3333333333333333","670","670","670","0","0","0","670","670","670","0.3333333333333333","0.3333333333333333","0.3333333333333333","670","670","670","0.3333333333333333","0.3333333333333333","0.3333333333333333","670","670","670","0","0","0","670","670","670","0.3333333333333333","0.3333333333333333","0.3333333333333333","670","670","670","0.6666666666666666","0.6666666666666666","0.6666666666666666","670","670","670","0.3333333333333333","0.3333333333333333","0.3333333333333333","670","670","670","0.3333333333333333","0.3333333333333333","0.3333333333333333","670","670","670","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"202500","675","675","675","0","0","0","675","675","675","0","0","0","675","675","675","0","0","0","675","675","675","0","0","0","675","675","675","0.3333333333333333","0.3333333333333333","0.3333333333333333","675","675","675","0.3333333333333333","0.3333333333333333","0.3333333333333333","675","675","675","0.6666666666666666","0.6666666666666666","0.6666666666666666","675","675","675","0.3333333333333333","0.3333333333333333","0.3333333333333333","675","675","675","0.6666666666666666","0.6666666666666666","0.6666666666666666","675","675","675","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"204000","680","680","680","0.6666666666666666","0.6666666666666666","0.6666666666666666","680","680","680","0","0","0","680","680","680","0.3333333333333333","0.3333333333333333","0.3333333333333333","680","680","680","0.3333333333333333","0.3333333333333333","0.3333333333333333","680","680","680","0.6666666666666666","0.6666666666666666","0.6666666666666666","680","680","680","0","0","0","680","680","680","0.6666666666666666","0.6666666666666666","0.6666666666666666","680","680","680","0","0","0","680","680","680","0","0","0","680","680","680","0","0","0"
"205500","685","685","685","0","0","0","685","685","685","0","0","0","685","685","685","0","0","0","685","685","685","0","0","0","685","685","685","0","0","0","685","685","685","0.6666666666666666","0.6666666666666666","0.6666666666666666","685","685","685","0","0","0","685","685","685","0.3333333333333333","0.3333333333333333","0.3333333333333333","685","685","685","0.3333333333333333","0.3333333333333333","0.3333333333333333","685","685","685","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"207000","690","690","690","0.3333333333333333","0.3333333333333333","0.3333333333333333","690","690","690","0.3333333333333333","0.3333333333333333","0.3333333333333333","690","690","690","0","0","0","690","690","690","0","0","0","690","690","690","0.3333333333333333","0.3333333333333333","0.3333333333333333","690","690","690","0.3333333333333333","0.3333333333333333","0.3333333333333333","690","690","690","0.6666666666666666","0.6666666666666666","0.6666666666666666","690","690","690","0.3333333333333333","0.3333333333333333","0.3333333333333333","690","690","690","0","0","0","690","690","690","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"208500","695","695","695","0","0","0","695","695","695","0.3333333333333333","0.3333333333333333","0.3333333333333333","695","695","695","0","0","0","695","695","695","0","0","0","695","695","695","0","0","0","695","695","695","0","0","0","695","695","695","0.3333333333333333","0.3333333333333333","0.3333333333333333","695","695","695","0.3333333333333333","0.3333333333333333","0.3333333333333333","695","695","695","0","0","0","695","695","695","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"210000","700","700","700","0","0","0","700","700","700","0.6666666666666666","0.6666666666666666","0.6666666666666666","700","700","700","0","0","0","700","700","700","0","0","0","700","700","700","0.6666666666666666","0.6666666666666666","0.6666666666666666","700","700","700","0","0","0","700","700","700","0.6666666666666666","0.6666666666666666","0.6666666666666666","700","700","700","0","0","0","700","700","700","0.6666666666666666","0.6666666666666666","0.6666666666666666","700","700","700","0","0","0"
"211500","705","705","705","0","0","0","705","705","705","0.3333333333333333","0.3333333333333333","0.3333333333333333","705","705","705","0.6666666666666666","0.6666666666666666","0.6666666666666666","705","705","705","0","0","0","705","705","705","0","0","0","705","705","705","0","0","0","705","705","705","0","0","0","705","705","705","0.3333333333333333","0.3333333333333333","0.3333333333333333","705","705","705","0.6666666666666666","0.6666666666666666","0.6666666666666666","705","705","705","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"213000","710","710","710","0","0","0","710","710","710","0","0","0","710","710","710","0","0","0","710","710","710","0","0","0","710","710","710","0.3333333333333333","0.3333333333333333","0.3333333333333333","710","710","710","0","0","0","710","710","710","0.3333333333333333","0.3333333333333333","0.3333333333333333","710","710","710","0","0","0","710","710","710","0.3333333333333333","0.3333333333333333","0.3333333333333333","710","710","710","0","0","0"
"214500","715","715","715","0.3333333333333333","0.3333333333333333","0.3333333333333333","715","715","715","0","0","0","715","715","715","0","0","0","715","715","715","0.3333333333333333","0.3333333333333333","0.3333333333333333","715","715","715","0.3333333333333333","0.3333333333333333","0.3333333333333333","715","715","715","0.3333333333333333","0.3333333333333333","0.3333333333333333","715","715","715","0.3333333333333333","0.3333333333333333","0.3333333333333333","715","715","715","0.3333333333333333","0.3333333333333333","0.3333333333333333","715","715","715","0.3333333333333333","0.3333333333333333","0.3333333333333333","715","715","715","0","0","0"
"216000","720","720","720","0.6666666666666666","0.6666666666666666","0.6666666666666666","720","720","720","0.3333333333333333","0.3333333333333333","0.3333333333333333","720","720","720","0.6666666666666666","0.6666666666666666","0.6666666666666666","720","720","720","0.6666666666666666","0.6666666666666666","0.6666666666666666","720","720","720","0","0","0","720","720","720","0","0","0","720","720","720","0.6666666666666666","0.6666666666666666","0.6666666666666666","720","720","720","0","0","0","720","720","720","0.6666666666666666","0.6666666666666666","0.6666666666666666","720","720","720","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"217500","725","725","725","0","0","0","725","725","725","0.3333333333333333","0.3333333333333333","0.3333333333333333","725","725","725","0","0","0","725","725","725","0","0","0","725","725","725","0","0","0","725","725","725","0","0","0","725","725","725","0.3333333333333333","0.3333333333333333","0.3333333333333333","725","725","725","0.3333333333333333","0.3333333333333333","0.3333333333333333","725","725","725","0","0","0","725","725","725","0","0","0"
"219000","730","730","730","0.6666666666666666","0.6666666666666666","0.6666666666666666","730","730","730","0.3333333333333333","0.3333333333333333","0.3333333333333333","730","730","730","0.6666666666666666","0.6666666666666666","0.6666666666666666","730","730","730","0.3333333333333333","0.3333333333333333","0.3333333333333333","730","730","730","0.3333333333333333","0.3333333333333333","0.3333333333333333","730","730","730","0.3333333333333333","0.3333333333333333","0.3333333333333333","730","730","730","0","0","0","730","730","730","0.3333333333333333","0.3333333333333333","0.3333333333333333","730","730","730","0.3333333333333333","0.3333333333333333","0.3333333333333333","730","730","730","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"220500","735","735","735","0.6666666666666666","0.6666666666666666","0.6666666666666666","735","735","735","0","0","0","735","735","735","0","0","0","735","735","735","0.3333333333333333","0.3333333333333333","0.3333333333333333","735","735","735","0","0","0","735","735","735","0","0","0","735","735","735","0","0","0","735","735","735","0.6666666666666666","0.6666666666666666","0.6666666666666666","735","735","735","0.3333333333333333","0.3333333333333333","0.3333333333333333","735","735","735","1","1","1"
"222000","740","740","740","0.3333333333333333","0.3333333333333333","0.3333333333333333","740","740","740","0","0","0","740","740","740","0.6666666666666666","0.6666666666666666","0.6666666666666666","740","740","740","0","0","0","740","740","740","0.3333333333333333","0.3333333333333333","0.3333333333333333","740","740","740","0","0","0","740","740","740","0.3333333333333333","0.3333333333333333","0.3333333333333333","740","740","740","0.3333333333333333","0.3333333333333333","0.3333333333333333","740","740","740","0","0","0","740","740","740","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"223500","745","745","745","0.3333333333333333","0.3333333333333333","0.3333333333333333","745","745","745","0","0","0","745","745","745","0","0","0","745","745","745","0","0","0","745","745","745","0","0","0","745","745","745","0","0","0","745","745","745","0.3333333333333333","0.3333333333333333","0.3333333333333333","745","745","745","0.3333333333333333","0.3333333333333333","0.3333333333333333","745","745","745","0","0","0","745","745","745","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"225000","750","750","750","0","0","0","750","750","750","0","0","0","750","750","750","0","0","0","750","750","750","0.6666666666666666","0.6666666666666666","0.6666666666666666","750","750","750","0.3333333333333333","0.3333333333333333","0.3333333333333333","750","750","750","0.6666666666666666","0.6666666666666666","0.6666666666666666","750","750","750","1","1","1","750","750","750","0.3333333333333333","0.3333333333333333","0.3333333333333333","750","750","750","0","0","0","750","750","750","0","0","0"
"226500","755","755","755","0","0","0","755","755","755","0","0","0","755","755","755","0.3333333333333333","0.3333333333333333","0.3333333333333333","755","755","755","0.3333333333333333","0.3333333333333333","0.3333333333333333","755","755","755","0","0","0","755","755","755","0","0","0","755","755","755","0","0","0","755","755","755","0","0","0","755","755","755","0.3333333333333333","0.3333333333333333","0.3333333333333333","755","755","755","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"228000","760","760","760","0.6666666666666666","0.6666666666666666","0.6666666666666666","760","760","760","0.6666666666666666","0.6666666666666666","0.6666666666666666","760","760","760","0","0","0","760","760","760","0","0","0","760","760","760","0.3333333333333333","0.3333333333333333","0.3333333333333333","760","760","760","0.3333333333333333","0.3333333333333333","0.3333333333333333","760","760","760","0.3333333333333333","0.3333333333333333","0.3333333333333333","760","760","760","0.3333333333333333","0.3333333333333333","0.3333333333333333","760","760","760","0.6666666666666666","0.6666666666666666","0.6666666666666666","760","760","760","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"229500","765","765","765","0","0","0","765","765","765","0","0","0","765","765","765","0.6666666666666666","0.6666666666666666","0.6666666666666666","765","765","765","0.3333333333333333","0.3333333333333333","0.3333333333333333","765","765","765","0","0","0","765","765","765","0","0","0","765","765","765","0.3333333333333333","0.3333333333333333","0.3333333333333333","765","765","765","0.3333333333333333","0.3333333333333333","0.3333333333333333","765","765","765","0","0","0","765","765","765","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"231000","770","770","770","0","0","0","770","770","770","0.6666666666666666","0.6666666666666666","0.6666666666666666","770","770","770","0","0","0","770","770","770","0","0","0","770","770","770","0","0","0","770","770","770","0.3333333333333333","0.3333333333333333","0.3333333333333333","770","770","770","0.3333333333333333","0.3333333333333333","0.3333333333333333","770","770","770","0.3333333333333333","0.3333333333333333","0.3333333333333333","770","770","770","0","0","0","770","770","770","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"232500","775","775","775","0.6666666666666666","0.6666666666666666","0.6666666666666666","775","775","775","0.3333333333333333","0.3333333333333333","0.3333333333333333","775","775","775","0","0","0","775","775","775","0","0","0","775","775","775","0.3333333333333333","0.3333333333333333","0.3333333333333333","775","775","775","0.3333333333333333","0.3333333333333333","0.3333333333333333","775","775","775","0.3333333333333333","0.3333333333333333","0.3333333333333333","775","775","775","0.3333333333333333","0.3333333333333333","0.3333333333333333","775","775","775","0","0","0","775","775","775","1","1","1"
"234000","780","780","780","0.6666666666666666","0.6666666666666666","0.6666666666666666","780","780","780","0.3333333333333333","0.3333333333333333","0.3333333333333333","780","780","780","0","0","0","780","780","780","0","0","0","780","780","780","0.6666666666666666","0.6666666666666666","0.6666666666666666","780","780","780","0","0","0","780","780","780","0","0","0","780","780","780","0.3333333333333333","0.3333333333333333","0.3333333333333333","780","780","780","0","0","0","780","780","780","0","0","0"
"235500","785","785","785","1","1","1","785","785","785","0.6666666666666666","0.6666666666666666","0.6666666666666666","785","785","785","0.3333333333333333","0.3333333333333333","0.3333333333333333","785","785","785","0","0","0","785","785","785","0.3333333333333333","0.3333333333333333","0.3333333333333333","785","785","785","0","0","0","785","785","785","0.6666666666666666","0.6666666666666666","0.6666666666666666","785","785","785","0","0","0","785","785","785","0","0","0","785","785","785","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"237000","790","790","790","0","0","0","790","790","790","0","0","0","790","790","790","0.6666666666666666","0.6666666666666666","0.6666666666666666","790","790","790","0","0","0","790","790","790","0","0","0","790","790","790","0","0","0","790","790","790","0","0","0","790","790","790","0.3333333333333333","0.3333333333333333","0.3333333333333333","790","790","790","0.3333333333333333","0.3333333333333333","0.3333333333333333","790","790","790","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"238500","795","795","795","0.6666666666666666","0.6666666666666666","0.6666666666666666","795","795","795","0.3333333333333333","0.3333333333333333","0.3333333333333333","795","795","795","0","0","0","795","795","795","0","0","0","795","795","795","0.3333333333333333","0.3333333333333333","0.3333333333333333","795","795","795","0","0","0","795","795","795","0","0","0","795","795","795","0","0","0","795","795","795","0","0","0","795","795","795","0","0","0"
"240000","800","800","800","0.6666666666666666","0.6666666666666666","0.6666666666666666","800","800","800","0.6666666666666666","0.6666666666666666","0.6666666666666666","800","800","800","0.6666666666666666","0.6666666666666666","0.6666666666666666","800","800","800","0.3333333333333333","0.3333333333333333","0.3333333333333333","800","800","800","0","0","0","800","800","800","0","0","0","800","800","800","0","0","0","800","800","800","0.6666666666666666","0.6666666666666666","0.6666666666666666","800","800","800","0","0","0","800","800","800","0","0","0"
"241500","805","805","805","0.3333333333333333","0.3333333333333333","0.3333333333333333","805","805","805","0","0","0","805","805","805","0.3333333333333333","0.3333333333333333","0.3333333333333333","805","805","805","0.3333333333333333","0.3333333333333333","0.3333333333333333","805","805","805","0","0","0","805","805","805","0.3333333333333333","0.3333333333333333","0.3333333333333333","805","805","805","0.6666666666666666","0.6666666666666666","0.6666666666666666","805","805","805","0","0","0","805","805","805","0.3333333333333333","0.3333333333333333","0.3333333333333333","805","805","805","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"243000","810","810","810","0.3333333333333333","0.3333333333333333","0.3333333333333333","810","810","810","0","0","0","810","810","810","0.3333333333333333","0.3333333333333333","0.3333333333333333","810","810","810","0","0","0","810","810","810","0.3333333333333333","0.3333333333333333","0.3333333333333333","810","810","810","0.6666666666666666","0.6666666666666666","0.6666666666666666","810","810","810","0","0","0","810","810","810","0.3333333333333333","0.3333333333333333","0.3333333333333333","810","810","810","0.3333333333333333","0.3333333333333333","0.3333333333333333","810","810","810","0","0","0"
"244500","815","815","815","0","0","0","815","815","815","0.3333333333333333","0.3333333333333333","0.3333333333333333","815","815","815","0.3333333333333333","0.3333333333333333","0.3333333333333333","815","815","815","0.3333333333333333","0.3333333333333333","0.3333333333333333","815","815","815","0.3333333333333333","0.3333333333333333","0.3333333333333333","815","815","815","0.3333333333333333","0.3333333333333333","0.3333333333333333","815","815","815","0.3333333333333333","0.3333333333333333","0.3333333333333333","815","815","815","0","0","0","815","815","815","0","0","0","815","815","815","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"246000","820","820","820","0","0","0","820","820","820","0","0","0","820","820","820","0.6666666666666666","0.6666666666666666","0.6666666666666666","820","820","820","0","0","0","820","820","820","0.6666666666666666","0.6666666666666666","0.6666666666666666","820","820","820","0.3333333333333333","0.3333333333333333","0.3333333333333333","820","820","820","0","0","0","820","820","820","0.3333333333333333","0.3333333333333333","0.3333333333333333","820","820","820","0.6666666666666666","0.6666666666666666","0.6666666666666666","820","820","820","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"247500","825","825","825","0","0","0","825","825","825","0","0","0","825","825","825","0","0","0","825","825","825","0.3333333333333333","0.3333333333333333","0.3333333333333333","825","825","825","0","0","0","825","825","825","0.3333333333333333","0.3333333333333333","0.3333333333333333","825","825","825","0.3333333333333333","0.3333333333333333","0.3333333333333333","825","825","825","0.3333333333333333","0.3333333333333333","0.3333333333333333","825","825","825","0.3333333333333333","0.3333333333333333","0.3333333333333333","825","825","825","0","0","0"
"249000","830","830","830","0","0","0","830","830","830","0","0","0","830","830","830","0.6666666666666666","0.6666666666666666","0.6666666666666666","830","830","830","0.3333333333333333","0.3333333333333333","0.3333333333333333","830","830","830","0","0","0","830","830","830","0.3333333333333333","0.3333333333333333","0.3333333333333333","830","830","830","0.3333333333333333","0.3333333333333333","0.3333333333333333","830","830","830","0.6666666666666666","0.6666666666666666","0.6666666666666666","830","830","830","0","0","0","830","830","830","0","0","0"
"250500","835","835","835","0.3333333333333333","0.3333333333333333","0.3333333333333333","835","835","835","0.3333333333333333","0.3333333333333333","0.3333333333333333","835","835","835","0.3333333333333333","0.3333333333333333","0.3333333333333333","835","835","835","0.6666666666666666","0.6666666666666666","0.6666666666666666","835","835","835","0","0","0","835","835","835","0","0","0","835","835","835","0.6666666666666666","0.6666666666666666","0.6666666666666666","835","835","835","0.6666666666666666","0.6666666666666666","0.6666666666666666","835","835","835","0.3333333333333333","0.3333333333333333","0.3333333333333333","835","835","835","0","0","0"
"252000","840","840","840","0.6666666666666666","0.6666666666666666","0.6666666666666666","840","840","840","0.6666666666666666","0.6666666666666666","0.6666666666666666","840","840","840","0.3333333333333333","0.3333333333333333","0.3333333333333333","840","840","840","0","0","0","840","840","840","0","0","0","840","840","840","0","0","0","840","840","840","0.6666666666666666","0.6666666666666666","0.6666666666666666","840","840","840","0","0","0","840","840","840","0.6666666666666666","0.6666666666666666","0.6666666666666666","840","840","840","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"253500","845","845","845","0.3333333333333333","0.3333333333333333","0.3333333333333333","845","845","845","0.3333333333333333","0.3333333333333333","0.3333333333333333","845","845","845","0","0","0","845","845","845","0.3333333333333333","0.3333333333333333","0.3333333333333333","845","845","845","0.3333333333333333","0.3333333333333333","0.3333333333333333","845","845","845","0.3333333333333333","0.3333333333333333","0.3333333333333333","845","845","845","0.3333333333333333","0.3333333333333333","0.3333333333333333","845","845","845","0","0","0","845","845","845","0.6666666666666666","0.6666666666666666","0.6666666666666666","845","845","845","0","0","0"
"255000","850","850","850","0.6666666666666666","0.6666666666666666","0.6666666666666666","850","850","850","0","0","0","850","850","850","0","0","0","850","850","850","0.6666666666666666","0.6666666666666666","0.6666666666666666","850","850","850","0","0","0","850","850","850","0.3333333333333333","0.3333333333333333","0.3333333333333333","850","850","850","0.3333333333333333","0.3333333333333333","0.3333333333333333","850","850","850","0","0","0","850","850","850","0.6666666666666666","0.6666666666666666","0.6666666666666666","850","850","850","0","0","0"
"256500","855","855","855","0.6666666666666666","0.6666666666666666","0.6666666666666666","855","855","855","0","0","0","855","855","855","0","0","0","855","855","855","1","1","1","855","855","855","0","0","0","855","855","855","0","0","0","855","855","855","0","0","0","855","855","855","0.6666666666666666","0.6666666666666666","0.6666666666666666","855","855","855","0","0","0","855","855","855","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"258000","860","860","860","0","0","0","860","860","860","0.3333333333333333","0.3333333333333333","0.3333333333333333","860","860","860","1","1","1","860","860","860","0","0","0","860","860","860","0.3333333333333333","0.3333333333333333","0.3333333333333333","860","860","860","0","0","0","860","860","860","0","0","0","860","860","860","0.6666666666666666","0.6666666666666666","0.6666666666666666","860","860","860","0.6666666666666666","0.6666666666666666","0.6666666666666666","860","860","860","0","0","0"
"259500","865","865","865","0.6666666666666666","0.6666666666666666","0.6666666666666666","865","865","865","0.6666666666666666","0.6666666666666666","0.6666666666666666","865","865","865","0.3333333333333333","0.3333333333333333","0.3333333333333333","865","865","865","0","0","0","865","865","865","0.3333333333333333","0.3333333333333333","0.3333333333333333","865","865","865","0","0","0","865","865","865","0.3333333333333333","0.3333333333333333","0.3333333333333333","865","865","865","0.3333333333333333","0.3333333333333333","0.3333333333333333","865","865","865","0","0","0","865","865","865","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"261000","870","870","870","0","0","0","870","870","870","0.3333333333333333","0.3333333333333333","0.3333333333333333","870","870","870","0.3333333333333333","0.3333333333333333","0.3333333333333333","870","870","870","0.3333333333333333","0.3333333333333333","0.3333333333333333","870","870","870","0.3333333333333333","0.3333333333333333","0.3333333333333333","870","870","870","0.3333333333333333","0.3333333333333333","0.3333333333333333","870","870","870","0.3333333333333333","0.3333333333333333","0.3333333333333333","870","870","870","0.6666666666666666","0.6666666666666666","0.6666666666666666","870","870","870","0.3333333333333333","0.3333333333333333","0.3333333333333333","870","870","870","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"262500","875","875","875","0.3333333333333333","0.3333333333333333","0.3333333333333333","875","875","875","1","1","1","875","875","875","0.3333333333333333","0.3333333333333333","0.3333333333333333","875","875","875","0.6666666666666666","0.6666666666666666","0.6666666666666666","875","875","875","0.6666666666666666","0.6666666666666666","0.6666666666666666","875","875","875","0.6666666666666666","0.6666666666666666","0.6666666666666666","875","875","875","0","0","0","875","875","875","0.3333333333333333","0.3333333333333333","0.3333333333333333","875","875","875","0.3333333333333333","0.3333333333333333","0.3333333333333333","875","875","875","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"264000","880","880","880","0.3333333333333333","0.3333333333333333","0.3333333333333333","880","880","880","0.6666666666666666","0.6666666666666666","0.6666666666666666","880","880","880","0.3333333333333333","0.3333333333333333","0.3333333333333333","880","880","880","0.6666666666666666","0.6666666666666666","0.6666666666666666","880","880","880","0.3333333333333333","0.3333333333333333","0.3333333333333333","880","880","880","0","0","0","880","880","880","0","0","0","880","880","880","1","1","1","880","880","880","0.6666666666666666","0.6666666666666666","0.6666666666666666","880","880","880","0","0","0"
"265500","885","885","885","0.3333333333333333","0.3333333333333333","0.3333333333333333","885","885","885","0.3333333333333333","0.3333333333333333","0.3333333333333333","885","885","885","0","0","0","885","885","885","0.3333333333333333","0.3333333333333333","0.3333333333333333","885","885","885","0","0","0","885","885","885","0.3333333333333333","0.3333333333333333","0.3333333333333333","885","885","885","0","0","0","885","885","885","0.3333333333333333","0.3333333333333333","0.3333333333333333","885","885","885","0.6666666666666666","0.6666666666666666","0.6666666666666666","885","885","885","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"267000","890","890","890","0.3333333333333333","0.3333333333333333","0.3333333333333333","890","890","890","0.6666666666666666","0.6666666666666666","0.6666666666666666","890","890","890","0.3333333333333333","0.3333333333333333","0.3333333333333333","890","890","890","0.6666666666666666","0.6666666666666666","0.6666666666666666","890","890","890","0.6666666666666666","0.6666666666666666","0.6666666666666666","890","890","890","0","0","0","890","890","890","0.6666666666666666","0.6666666666666666","0.6666666666666666","890","890","890","0.3333333333333333","0.3333333333333333","0.3333333333333333","890","890","890","0.3333333333333333","0.3333333333333333","0.3333333333333333","890","890","890","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"268500","895","895","895","0.3333333333333333","0.3333333333333333","0.3333333333333333","895","895","895","0.6666666666666666","0.6666666666666666","0.6666666666666666","895","895","895","0.3333333333333333","0.3333333333333333","0.3333333333333333","895","895","895","0","0","0","895","895","895","0","0","0","895","895","895","0.3333333333333333","0.3333333333333333","0.3333333333333333","895","895","895","0","0","0","895","895","895","0","0","0","895","895","895","0.6666666666666666","0.6666666666666666","0.6666666666666666","895","895","895","0","0","0"
"270000","900","900","900","0","0","0","900","900","900","0.3333333333333333","0.3333333333333333","0.3333333333333333","900","900","900","0.6666666666666666","0.6666666666666666","0.6666666666666666","900","900","900","0.6666666666666666","0.6666666666666666","0.6666666666666666","900","900","900","0","0","0","900","900","900","0","0","0","900","900","900","0.6666666666666666","0.6666666666666666","0.6666666666666666","900","900","900","0","0","0","900","900","900","0.3333333333333333","0.3333333333333333","0.3333333333333333","900","900","900","0.3333333333333333","0.3333333333333333","0.3333333333333333"
