"time_steps","wandering-sweep-4 - _step","wandering-sweep-4 - _step__MIN","wandering-sweep-4 - _step__MAX","wandering-sweep-4 - agent_eval_episode_waypoints_percent_mean","wandering-sweep-4 - agent_eval_episode_waypoints_percent_mean__MIN","wandering-sweep-4 - agent_eval_episode_waypoints_percent_mean__MAX","sweet-sweep-3 - _step","sweet-sweep-3 - _step__MIN","sweet-sweep-3 - _step__MAX","sweet-sweep-3 - agent_eval_episode_waypoints_percent_mean","sweet-sweep-3 - agent_eval_episode_waypoints_percent_mean__MIN","sweet-sweep-3 - agent_eval_episode_waypoints_percent_mean__MAX","lucky-sweep-2 - _step","lucky-sweep-2 - _step__MIN","lucky-sweep-2 - _step__MAX","lucky-sweep-2 - agent_eval_episode_waypoints_percent_mean","lucky-sweep-2 - agent_eval_episode_waypoints_percent_mean__MIN","lucky-sweep-2 - agent_eval_episode_waypoints_percent_mean__MAX","clear-sweep-1 - _step","clear-sweep-1 - _step__MIN","clear-sweep-1 - _step__MAX","clear-sweep-1 - agent_eval_episode_waypoints_percent_mean","clear-sweep-1 - agent_eval_episode_waypoints_percent_mean__MIN","clear-sweep-1 - agent_eval_episode_waypoints_percent_mean__MAX","playful-sweep-10 - _step","playful-sweep-10 - _step__MIN","playful-sweep-10 - _step__MAX","playful-sweep-10 - agent_eval_episode_waypoints_percent_mean","playful-sweep-10 - agent_eval_episode_waypoints_percent_mean__MIN","playful-sweep-10 - agent_eval_episode_waypoints_percent_mean__MAX","fresh-sweep-8 - _step","fresh-sweep-8 - _step__MIN","fresh-sweep-8 - _step__MAX","fresh-sweep-8 - agent_eval_episode_waypoints_percent_mean","fresh-sweep-8 - agent_eval_episode_waypoints_percent_mean__MIN","fresh-sweep-8 - agent_eval_episode_waypoints_percent_mean__MAX","jumping-sweep-5 - _step","jumping-sweep-5 - _step__MIN","jumping-sweep-5 - _step__MAX","jumping-sweep-5 - agent_eval_episode_waypoints_percent_mean","jumping-sweep-5 - agent_eval_episode_waypoints_percent_mean__MIN","jumping-sweep-5 - agent_eval_episode_waypoints_percent_mean__MAX","good-sweep-4 - _step","good-sweep-4 - _step__MIN","good-sweep-4 - _step__MAX","good-sweep-4 - agent_eval_episode_waypoints_percent_mean","good-sweep-4 - agent_eval_episode_waypoints_percent_mean__MIN","good-sweep-4 - agent_eval_episode_waypoints_percent_mean__MAX","sandy-sweep-3 - _step","sandy-sweep-3 - _step__MIN","sandy-sweep-3 - _step__MAX","sandy-sweep-3 - agent_eval_episode_waypoints_percent_mean","sandy-sweep-3 - agent_eval_episode_waypoints_percent_mean__MIN","sandy-sweep-3 - agent_eval_episode_waypoints_percent_mean__MAX","youthful-sweep-1 - _step","youthful-sweep-1 - _step__MIN","youthful-sweep-1 - _step__MAX","youthful-sweep-1 - agent_eval_episode_waypoints_percent_mean","youthful-sweep-1 - agent_eval_episode_waypoints_percent_mean__MIN","youthful-sweep-1 - agent_eval_episode_waypoints_percent_mean__MAX"
"193500","645","645","645","0.5151515151515151","0.5151515151515151","0.5151515151515151","645","645","645","0.5757575757575758","0.5757575757575758","0.5757575757575758","645","645","645","0.7878787878787877","0.7878787878787877","0.7878787878787877","645","645","645","0.5454545454545454","0.5454545454545454","0.5454545454545454","645","645","645","0.30303030303030304","0.30303030303030304","0.30303030303030304","645","645","645","0.5151515151515151","0.5151515151515151","0.5151515151515151","645","645","645","0.6969696969696969","0.6969696969696969","0.6969696969696969","645","645","645","0.6969696969696969","0.6969696969696969","0.6969696969696969","645","645","645","0.7575757575757575","0.7575757575757575","0.7575757575757575","645","645","645","0.7575757575757575","0.7575757575757575","0.7575757575757575"
"195000","650","650","650","0.45454545454545453","0.45454545454545453","0.45454545454545453","650","650","650","0.2727272727272727","0.2727272727272727","0.2727272727272727","650","650","650","0.30303030303030304","0.30303030303030304","0.30303030303030304","650","650","650","0.7878787878787877","0.7878787878787877","0.7878787878787877","650","650","650","0.5454545454545454","0.5454545454545454","0.5454545454545454","650","650","650","0.606060606060606","0.606060606060606","0.606060606060606","650","650","650","0.8181818181818182","0.8181818181818182","0.8181818181818182","650","650","650","0.6666666666666666","0.6666666666666666","0.6666666666666666","650","650","650","0.2727272727272727","0.2727272727272727","0.2727272727272727","650","650","650","0.787878787878788","0.787878787878788","0.787878787878788"
"196500","655","655","655","0.5454545454545454","0.5454545454545454","0.5454545454545454","655","655","655","0.7272727272727272","0.7272727272727272","0.7272727272727272","655","655","655","0.6060606060606061","0.6060606060606061","0.6060606060606061","655","655","655","0.6363636363636364","0.6363636363636364","0.6363636363636364","655","655","655","0.6363636363636364","0.6363636363636364","0.6363636363636364","655","655","655","0.5757575757575757","0.5757575757575757","0.5757575757575757","655","655","655","0.9090909090909091","0.9090909090909091","0.9090909090909091","655","655","655","0.8181818181818182","0.8181818181818182","0.8181818181818182","655","655","655","0.6969696969696969","0.6969696969696969","0.6969696969696969","655","655","655","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"198000","660","660","660","0.8181818181818182","0.8181818181818182","0.8181818181818182","660","660","660","0.3636363636363636","0.3636363636363636","0.3636363636363636","660","660","660","0.42424242424242425","0.42424242424242425","0.42424242424242425","660","660","660","0.9090909090909091","0.9090909090909091","0.9090909090909091","660","660","660","0.5454545454545454","0.5454545454545454","0.5454545454545454","660","660","660","0.42424242424242425","0.42424242424242425","0.42424242424242425","660","660","660","0.5757575757575758","0.5757575757575758","0.5757575757575758","660","660","660","0.6060606060606061","0.6060606060606061","0.6060606060606061","660","660","660","0.6969696969696969","0.6969696969696969","0.6969696969696969","660","660","660","0.42424242424242425","0.42424242424242425","0.42424242424242425"
"199500","665","665","665","0.6060606060606061","0.6060606060606061","0.6060606060606061","665","665","665","0.5151515151515151","0.5151515151515151","0.5151515151515151","665","665","665","0.3636363636363636","0.3636363636363636","0.3636363636363636","665","665","665","0.24242424242424243","0.24242424242424243","0.24242424242424243","665","665","665","0.5151515151515151","0.5151515151515151","0.5151515151515151","665","665","665","0.4545454545454546","0.4545454545454546","0.4545454545454546","665","665","665","0.8181818181818182","0.8181818181818182","0.8181818181818182","665","665","665","0.8181818181818182","0.8181818181818182","0.8181818181818182","665","665","665","0.39393939393939387","0.39393939393939387","0.39393939393939387","665","665","665","0.6363636363636364","0.6363636363636364","0.6363636363636364"
"201000","670","670","670","0.8787878787878788","0.8787878787878788","0.8787878787878788","670","670","670","0.45454545454545453","0.45454545454545453","0.45454545454545453","670","670","670","0.7272727272727272","0.7272727272727272","0.7272727272727272","670","670","670","0.6060606060606061","0.6060606060606061","0.6060606060606061","670","670","670","0.6363636363636364","0.6363636363636364","0.6363636363636364","670","670","670","0.42424242424242425","0.42424242424242425","0.42424242424242425","670","670","670","0.606060606060606","0.606060606060606","0.606060606060606","670","670","670","0.6666666666666666","0.6666666666666666","0.6666666666666666","670","670","670","0.8484848484848485","0.8484848484848485","0.8484848484848485","670","670","670","0.7272727272727274","0.7272727272727274","0.7272727272727274"
"202500","675","675","675","0.5454545454545454","0.5454545454545454","0.5454545454545454","675","675","675","0.45454545454545453","0.45454545454545453","0.45454545454545453","675","675","675","0.7575757575757575","0.7575757575757575","0.7575757575757575","675","675","675","0.45454545454545453","0.45454545454545453","0.45454545454545453","675","675","675","0.787878787878788","0.787878787878788","0.787878787878788","675","675","675","0.6060606060606061","0.6060606060606061","0.6060606060606061","675","675","675","0.6060606060606061","0.6060606060606061","0.6060606060606061","675","675","675","0.7272727272727272","0.7272727272727272","0.7272727272727272","675","675","675","0.7272727272727272","0.7272727272727272","0.7272727272727272","675","675","675","0.42424242424242425","0.42424242424242425","0.42424242424242425"
"204000","680","680","680","0.7272727272727272","0.7272727272727272","0.7272727272727272","680","680","680","0.3636363636363636","0.3636363636363636","0.3636363636363636","680","680","680","0.6666666666666666","0.6666666666666666","0.6666666666666666","680","680","680","0.5151515151515151","0.5151515151515151","0.5151515151515151","680","680","680","0.7272727272727272","0.7272727272727272","0.7272727272727272","680","680","680","0.7272727272727272","0.7272727272727272","0.7272727272727272","680","680","680","0.6363636363636364","0.6363636363636364","0.6363636363636364","680","680","680","0.8484848484848485","0.8484848484848485","0.8484848484848485","680","680","680","0.8181818181818182","0.8181818181818182","0.8181818181818182","680","680","680","0.6060606060606061","0.6060606060606061","0.6060606060606061"
"205500","685","685","685","0.5757575757575757","0.5757575757575757","0.5757575757575757","685","685","685","0.393939393939394","0.393939393939394","0.393939393939394","685","685","685","0.6969696969696969","0.6969696969696969","0.6969696969696969","685","685","685","0.393939393939394","0.393939393939394","0.393939393939394","685","685","685","0.7272727272727272","0.7272727272727272","0.7272727272727272","685","685","685","0.606060606060606","0.606060606060606","0.606060606060606","685","685","685","0.8181818181818182","0.8181818181818182","0.8181818181818182","685","685","685","0.606060606060606","0.606060606060606","0.606060606060606","685","685","685","0.6969696969696969","0.6969696969696969","0.6969696969696969","685","685","685","0.787878787878788","0.787878787878788","0.787878787878788"
"207000","690","690","690","0.6363636363636364","0.6363636363636364","0.6363636363636364","690","690","690","0.6060606060606061","0.6060606060606061","0.6060606060606061","690","690","690","0.42424242424242425","0.42424242424242425","0.42424242424242425","690","690","690","0.48484848484848486","0.48484848484848486","0.48484848484848486","690","690","690","0.5757575757575757","0.5757575757575757","0.5757575757575757","690","690","690","0.6969696969696969","0.6969696969696969","0.6969696969696969","690","690","690","0.5757575757575757","0.5757575757575757","0.5757575757575757","690","690","690","0.6060606060606061","0.6060606060606061","0.6060606060606061","690","690","690","0.7575757575757577","0.7575757575757577","0.7575757575757577","690","690","690","0.4545454545454546","0.4545454545454546","0.4545454545454546"
"208500","695","695","695","0.787878787878788","0.787878787878788","0.787878787878788","695","695","695","0.7272727272727272","0.7272727272727272","0.7272727272727272","695","695","695","0.3333333333333333","0.3333333333333333","0.3333333333333333","695","695","695","0.4545454545454546","0.4545454545454546","0.4545454545454546","695","695","695","0.6060606060606061","0.6060606060606061","0.6060606060606061","695","695","695","0.7272727272727272","0.7272727272727272","0.7272727272727272","695","695","695","0.787878787878788","0.787878787878788","0.787878787878788","695","695","695","0.7272727272727272","0.7272727272727272","0.7272727272727272","695","695","695","0.9090909090909091","0.9090909090909091","0.9090909090909091","695","695","695","0.42424242424242425","0.42424242424242425","0.42424242424242425"
"210000","700","700","700","0.6666666666666666","0.6666666666666666","0.6666666666666666","700","700","700","0.5454545454545455","0.5454545454545455","0.5454545454545455","700","700","700","0.5151515151515151","0.5151515151515151","0.5151515151515151","700","700","700","0.6363636363636364","0.6363636363636364","0.6363636363636364","700","700","700","0.7272727272727272","0.7272727272727272","0.7272727272727272","700","700","700","0.8484848484848485","0.8484848484848485","0.8484848484848485","700","700","700","0.5454545454545454","0.5454545454545454","0.5454545454545454","700","700","700","0.4545454545454546","0.4545454545454546","0.4545454545454546","700","700","700","0.7272727272727272","0.7272727272727272","0.7272727272727272","700","700","700","0.393939393939394","0.393939393939394","0.393939393939394"
"211500","705","705","705","0.7575757575757575","0.7575757575757575","0.7575757575757575","705","705","705","0.6666666666666666","0.6666666666666666","0.6666666666666666","705","705","705","0.5454545454545454","0.5454545454545454","0.5454545454545454","705","705","705","0.48484848484848486","0.48484848484848486","0.48484848484848486","705","705","705","0.787878787878788","0.787878787878788","0.787878787878788","705","705","705","0.48484848484848486","0.48484848484848486","0.48484848484848486","705","705","705","0.6363636363636364","0.6363636363636364","0.6363636363636364","705","705","705","0.6666666666666666","0.6666666666666666","0.6666666666666666","705","705","705","0.7272727272727272","0.7272727272727272","0.7272727272727272","705","705","705","0.4545454545454546","0.4545454545454546","0.4545454545454546"
"213000","710","710","710","0.21212121212121213","0.21212121212121213","0.21212121212121213","710","710","710","0.48484848484848486","0.48484848484848486","0.48484848484848486","710","710","710","0.5757575757575757","0.5757575757575757","0.5757575757575757","710","710","710","0.6060606060606061","0.6060606060606061","0.6060606060606061","710","710","710","0.5151515151515151","0.5151515151515151","0.5151515151515151","710","710","710","0.6060606060606061","0.6060606060606061","0.6060606060606061","710","710","710","0.6969696969696969","0.6969696969696969","0.6969696969696969","710","710","710","0.6969696969696969","0.6969696969696969","0.6969696969696969","710","710","710","0.5757575757575757","0.5757575757575757","0.5757575757575757","710","710","710","0.7878787878787877","0.7878787878787877","0.7878787878787877"
"214500","715","715","715","0.5454545454545454","0.5454545454545454","0.5454545454545454","715","715","715","0.3636363636363636","0.3636363636363636","0.3636363636363636","715","715","715","0.5454545454545454","0.5454545454545454","0.5454545454545454","715","715","715","0.6666666666666666","0.6666666666666666","0.6666666666666666","715","715","715","0.6363636363636364","0.6363636363636364","0.6363636363636364","715","715","715","0.6969696969696969","0.6969696969696969","0.6969696969696969","715","715","715","0.6060606060606061","0.6060606060606061","0.6060606060606061","715","715","715","0.6363636363636364","0.6363636363636364","0.6363636363636364","715","715","715","0.6060606060606061","0.6060606060606061","0.6060606060606061","715","715","715","0.6969696969696969","0.6969696969696969","0.6969696969696969"
"216000","720","720","720","0.6363636363636364","0.6363636363636364","0.6363636363636364","720","720","720","0.5757575757575758","0.5757575757575758","0.5757575757575758","720","720","720","0.6060606060606061","0.6060606060606061","0.6060606060606061","720","720","720","0.606060606060606","0.606060606060606","0.606060606060606","720","720","720","0.7272727272727272","0.7272727272727272","0.7272727272727272","720","720","720","0.7272727272727272","0.7272727272727272","0.7272727272727272","720","720","720","0.7272727272727272","0.7272727272727272","0.7272727272727272","720","720","720","0.5757575757575758","0.5757575757575758","0.5757575757575758","720","720","720","0.7575757575757575","0.7575757575757575","0.7575757575757575","720","720","720","0.6060606060606061","0.6060606060606061","0.6060606060606061"
"217500","725","725","725","0.6363636363636364","0.6363636363636364","0.6363636363636364","725","725","725","0.6363636363636364","0.6363636363636364","0.6363636363636364","725","725","725","0.3333333333333333","0.3333333333333333","0.3333333333333333","725","725","725","0.5757575757575757","0.5757575757575757","0.5757575757575757","725","725","725","0.787878787878788","0.787878787878788","0.787878787878788","725","725","725","0.6363636363636364","0.6363636363636364","0.6363636363636364","725","725","725","0.5454545454545454","0.5454545454545454","0.5454545454545454","725","725","725","0.8181818181818182","0.8181818181818182","0.8181818181818182","725","725","725","0.606060606060606","0.606060606060606","0.606060606060606","725","725","725","0.42424242424242425","0.42424242424242425","0.42424242424242425"
"219000","730","730","730","0.7575757575757575","0.7575757575757575","0.7575757575757575","730","730","730","0.6666666666666666","0.6666666666666666","0.6666666666666666","730","730","730","0.6969696969696969","0.6969696969696969","0.6969696969696969","730","730","730","0.6060606060606061","0.6060606060606061","0.6060606060606061","730","730","730","0.5757575757575757","0.5757575757575757","0.5757575757575757","730","730","730","0.6969696969696969","0.6969696969696969","0.6969696969696969","730","730","730","0.9090909090909091","0.9090909090909091","0.9090909090909091","730","730","730","0.6363636363636364","0.6363636363636364","0.6363636363636364","730","730","730","0.7272727272727272","0.7272727272727272","0.7272727272727272","730","730","730","0.787878787878788","0.787878787878788","0.787878787878788"
"220500","735","735","735","0.5454545454545455","0.5454545454545455","0.5454545454545455","735","735","735","0.45454545454545453","0.45454545454545453","0.45454545454545453","735","735","735","0.6363636363636364","0.6363636363636364","0.6363636363636364","735","735","735","0.8181818181818182","0.8181818181818182","0.8181818181818182","735","735","735","0.5757575757575758","0.5757575757575758","0.5757575757575758","735","735","735","0.42424242424242425","0.42424242424242425","0.42424242424242425","735","735","735","0.45454545454545453","0.45454545454545453","0.45454545454545453","735","735","735","0.7272727272727272","0.7272727272727272","0.7272727272727272","735","735","735","0.5454545454545454","0.5454545454545454","0.5454545454545454","735","735","735","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"222000","740","740","740","0.6060606060606061","0.6060606060606061","0.6060606060606061","740","740","740","0.5151515151515151","0.5151515151515151","0.5151515151515151","740","740","740","0.7575757575757575","0.7575757575757575","0.7575757575757575","740","740","740","0.39393939393939387","0.39393939393939387","0.39393939393939387","740","740","740","0.45454545454545453","0.45454545454545453","0.45454545454545453","740","740","740","0.21212121212121213","0.21212121212121213","0.21212121212121213","740","740","740","0.48484848484848486","0.48484848484848486","0.48484848484848486","740","740","740","0.6363636363636364","0.6363636363636364","0.6363636363636364","740","740","740","0.5151515151515151","0.5151515151515151","0.5151515151515151","740","740","740","0.8181818181818182","0.8181818181818182","0.8181818181818182"
"223500","745","745","745","0.4545454545454546","0.4545454545454546","0.4545454545454546","745","745","745","0.6060606060606061","0.6060606060606061","0.6060606060606061","745","745","745","0.5151515151515151","0.5151515151515151","0.5151515151515151","745","745","745","0.7272727272727272","0.7272727272727272","0.7272727272727272","745","745","745","0.9090909090909091","0.9090909090909091","0.9090909090909091","745","745","745","0.7272727272727272","0.7272727272727272","0.7272727272727272","745","745","745","0.5151515151515151","0.5151515151515151","0.5151515151515151","745","745","745","0.5757575757575758","0.5757575757575758","0.5757575757575758","745","745","745","0.27272727272727276","0.27272727272727276","0.27272727272727276","745","745","745","0.606060606060606","0.606060606060606","0.606060606060606"
"225000","750","750","750","0.3333333333333333","0.3333333333333333","0.3333333333333333","750","750","750","0.5757575757575757","0.5757575757575757","0.5757575757575757","750","750","750","0.3636363636363636","0.3636363636363636","0.3636363636363636","750","750","750","0.6060606060606061","0.6060606060606061","0.6060606060606061","750","750","750","0.393939393939394","0.393939393939394","0.393939393939394","750","750","750","0.5454545454545454","0.5454545454545454","0.5454545454545454","750","750","750","0.6363636363636364","0.6363636363636364","0.6363636363636364","750","750","750","0.8181818181818182","0.8181818181818182","0.8181818181818182","750","750","750","0.5454545454545454","0.5454545454545454","0.5454545454545454","750","750","750","0.7272727272727272","0.7272727272727272","0.7272727272727272"
"226500","755","755","755","0.8181818181818182","0.8181818181818182","0.8181818181818182","755","755","755","0.6363636363636364","0.6363636363636364","0.6363636363636364","755","755","755","0.5454545454545454","0.5454545454545454","0.5454545454545454","755","755","755","0.42424242424242414","0.42424242424242414","0.42424242424242414","755","755","755","0.5454545454545454","0.5454545454545454","0.5454545454545454","755","755","755","0.39393939393939387","0.39393939393939387","0.39393939393939387","755","755","755","0.6363636363636364","0.6363636363636364","0.6363636363636364","755","755","755","0.3333333333333333","0.3333333333333333","0.3333333333333333","755","755","755","0.6666666666666666","0.6666666666666666","0.6666666666666666","755","755","755","0.7272727272727272","0.7272727272727272","0.7272727272727272"
"228000","760","760","760","0.7272727272727272","0.7272727272727272","0.7272727272727272","760","760","760","0.7272727272727272","0.7272727272727272","0.7272727272727272","760","760","760","0.42424242424242425","0.42424242424242425","0.42424242424242425","760","760","760","0.7272727272727272","0.7272727272727272","0.7272727272727272","760","760","760","0.6969696969696969","0.6969696969696969","0.6969696969696969","760","760","760","0.3636363636363636","0.3636363636363636","0.3636363636363636","760","760","760","0.5757575757575757","0.5757575757575757","0.5757575757575757","760","760","760","0.8181818181818182","0.8181818181818182","0.8181818181818182","760","760","760","0.45454545454545453","0.45454545454545453","0.45454545454545453","760","760","760","0.42424242424242425","0.42424242424242425","0.42424242424242425"
"229500","765","765","765","0.3636363636363636","0.3636363636363636","0.3636363636363636","765","765","765","0.9090909090909091","0.9090909090909091","0.9090909090909091","765","765","765","0.7575757575757575","0.7575757575757575","0.7575757575757575","765","765","765","0.5757575757575758","0.5757575757575758","0.5757575757575758","765","765","765","0.5151515151515151","0.5151515151515151","0.5151515151515151","765","765","765","0.15151515151515152","0.15151515151515152","0.15151515151515152","765","765","765","0.8181818181818182","0.8181818181818182","0.8181818181818182","765","765","765","0.8181818181818182","0.8181818181818182","0.8181818181818182","765","765","765","0.5454545454545454","0.5454545454545454","0.5454545454545454","765","765","765","0.8181818181818182","0.8181818181818182","0.8181818181818182"
"231000","770","770","770","0.9090909090909091","0.9090909090909091","0.9090909090909091","770","770","770","0.7575757575757575","0.7575757575757575","0.7575757575757575","770","770","770","0.6060606060606061","0.6060606060606061","0.6060606060606061","770","770","770","0.5151515151515151","0.5151515151515151","0.5151515151515151","770","770","770","0.24242424242424243","0.24242424242424243","0.24242424242424243","770","770","770","0.6363636363636364","0.6363636363636364","0.6363636363636364","770","770","770","0.8181818181818182","0.8181818181818182","0.8181818181818182","770","770","770","0.6363636363636364","0.6363636363636364","0.6363636363636364","770","770","770","0.30303030303030304","0.30303030303030304","0.30303030303030304","770","770","770","0.5454545454545454","0.5454545454545454","0.5454545454545454"
"232500","775","775","775","0.787878787878788","0.787878787878788","0.787878787878788","775","775","775","0.8181818181818182","0.8181818181818182","0.8181818181818182","775","775","775","0.7878787878787877","0.7878787878787877","0.7878787878787877","775","775","775","0.4545454545454546","0.4545454545454546","0.4545454545454546","775","775","775","0.5757575757575758","0.5757575757575758","0.5757575757575758","775","775","775","0.6363636363636364","0.6363636363636364","0.6363636363636364","775","775","775","0.606060606060606","0.606060606060606","0.606060606060606","775","775","775","0.48484848484848486","0.48484848484848486","0.48484848484848486","775","775","775","0.5757575757575758","0.5757575757575758","0.5757575757575758","775","775","775","0.6363636363636364","0.6363636363636364","0.6363636363636364"
"234000","780","780","780","0.6363636363636364","0.6363636363636364","0.6363636363636364","780","780","780","0.8181818181818182","0.8181818181818182","0.8181818181818182","780","780","780","0.6060606060606061","0.6060606060606061","0.6060606060606061","780","780","780","0.45454545454545453","0.45454545454545453","0.45454545454545453","780","780","780","0.7272727272727272","0.7272727272727272","0.7272727272727272","780","780","780","0.48484848484848486","0.48484848484848486","0.48484848484848486","780","780","780","0.6060606060606061","0.6060606060606061","0.6060606060606061","780","780","780","0.6060606060606061","0.6060606060606061","0.6060606060606061","780","780","780","0.9090909090909091","0.9090909090909091","0.9090909090909091","780","780","780","0.5454545454545454","0.5454545454545454","0.5454545454545454"
"235500","785","785","785","0.7272727272727272","0.7272727272727272","0.7272727272727272","785","785","785","0.5151515151515151","0.5151515151515151","0.5151515151515151","785","785","785","0.7272727272727272","0.7272727272727272","0.7272727272727272","785","785","785","0.45454545454545453","0.45454545454545453","0.45454545454545453","785","785","785","0.7272727272727272","0.7272727272727272","0.7272727272727272","785","785","785","0.9090909090909091","0.9090909090909091","0.9090909090909091","785","785","785","0.8484848484848485","0.8484848484848485","0.8484848484848485","785","785","785","0.6969696969696969","0.6969696969696969","0.6969696969696969","785","785","785","0.6969696969696969","0.6969696969696969","0.6969696969696969","785","785","785","0.4545454545454546","0.4545454545454546","0.4545454545454546"
"237000","790","790","790","0.6666666666666666","0.6666666666666666","0.6666666666666666","790","790","790","0.6666666666666666","0.6666666666666666","0.6666666666666666","790","790","790","0.5454545454545454","0.5454545454545454","0.5454545454545454","790","790","790","0.8484848484848485","0.8484848484848485","0.8484848484848485","790","790","790","0.21212121212121213","0.21212121212121213","0.21212121212121213","790","790","790","0.7272727272727272","0.7272727272727272","0.7272727272727272","790","790","790","0.6666666666666666","0.6666666666666666","0.6666666666666666","790","790","790","0.8181818181818182","0.8181818181818182","0.8181818181818182","790","790","790","0.787878787878788","0.787878787878788","0.787878787878788","790","790","790","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"238500","795","795","795","0.5151515151515151","0.5151515151515151","0.5151515151515151","795","795","795","0.6363636363636364","0.6363636363636364","0.6363636363636364","795","795","795","0.48484848484848486","0.48484848484848486","0.48484848484848486","795","795","795","0.6060606060606061","0.6060606060606061","0.6060606060606061","795","795","795","0.8181818181818182","0.8181818181818182","0.8181818181818182","795","795","795","0.9090909090909091","0.9090909090909091","0.9090909090909091","795","795","795","0.8787878787878788","0.8787878787878788","0.8787878787878788","795","795","795","0.9090909090909091","0.9090909090909091","0.9090909090909091","795","795","795","0.3636363636363636","0.3636363636363636","0.3636363636363636","795","795","795","0.5454545454545454","0.5454545454545454","0.5454545454545454"
"240000","800","800","800","0.6363636363636364","0.6363636363636364","0.6363636363636364","800","800","800","0.5757575757575757","0.5757575757575757","0.5757575757575757","800","800","800","0.5757575757575757","0.5757575757575757","0.5757575757575757","800","800","800","0.4545454545454546","0.4545454545454546","0.4545454545454546","800","800","800","0.6969696969696969","0.6969696969696969","0.6969696969696969","800","800","800","0.3636363636363636","0.3636363636363636","0.3636363636363636","800","800","800","0.42424242424242425","0.42424242424242425","0.42424242424242425","800","800","800","0.8181818181818182","0.8181818181818182","0.8181818181818182","800","800","800","0.7575757575757577","0.7575757575757577","0.7575757575757577","800","800","800","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"241500","805","805","805","0.7878787878787877","0.7878787878787877","0.7878787878787877","805","805","805","0.5151515151515151","0.5151515151515151","0.5151515151515151","805","805","805","0.45454545454545453","0.45454545454545453","0.45454545454545453","805","805","805","0.5757575757575758","0.5757575757575758","0.5757575757575758","805","805","805","0.7878787878787877","0.7878787878787877","0.7878787878787877","805","805","805","0.7575757575757575","0.7575757575757575","0.7575757575757575","805","805","805","0.6363636363636364","0.6363636363636364","0.6363636363636364","805","805","805","0.9090909090909091","0.9090909090909091","0.9090909090909091","805","805","805","0.6363636363636364","0.6363636363636364","0.6363636363636364","805","805","805","0.6969696969696969","0.6969696969696969","0.6969696969696969"
"243000","810","810","810","0.6969696969696969","0.6969696969696969","0.6969696969696969","810","810","810","0.3636363636363636","0.3636363636363636","0.3636363636363636","810","810","810","0.6363636363636364","0.6363636363636364","0.6363636363636364","810","810","810","0.5454545454545454","0.5454545454545454","0.5454545454545454","810","810","810","0.5757575757575757","0.5757575757575757","0.5757575757575757","810","810","810","0.6363636363636364","0.6363636363636364","0.6363636363636364","810","810","810","0.5151515151515151","0.5151515151515151","0.5151515151515151","810","810","810","0.6363636363636364","0.6363636363636364","0.6363636363636364","810","810","810","0.6363636363636364","0.6363636363636364","0.6363636363636364","810","810","810","0.6363636363636364","0.6363636363636364","0.6363636363636364"
"244500","815","815","815","0.9090909090909091","0.9090909090909091","0.9090909090909091","815","815","815","0.6363636363636364","0.6363636363636364","0.6363636363636364","815","815","815","0.8181818181818182","0.8181818181818182","0.8181818181818182","815","815","815","0.8181818181818182","0.8181818181818182","0.8181818181818182","815","815","815","0.606060606060606","0.606060606060606","0.606060606060606","815","815","815","0.5151515151515151","0.5151515151515151","0.5151515151515151","815","815","815","0.7272727272727272","0.7272727272727272","0.7272727272727272","815","815","815","0.6666666666666666","0.6666666666666666","0.6666666666666666","815","815","815","0.6666666666666666","0.6666666666666666","0.6666666666666666","815","815","815","0.6060606060606061","0.6060606060606061","0.6060606060606061"
"246000","820","820","820","0.5151515151515151","0.5151515151515151","0.5151515151515151","820","820","820","0.7272727272727272","0.7272727272727272","0.7272727272727272","820","820","820","0.7272727272727272","0.7272727272727272","0.7272727272727272","820","820","820","0.5151515151515151","0.5151515151515151","0.5151515151515151","820","820","820","0.5454545454545454","0.5454545454545454","0.5454545454545454","820","820","820","0.5151515151515151","0.5151515151515151","0.5151515151515151","820","820","820","0.5757575757575757","0.5757575757575757","0.5757575757575757","820","820","820","0.5757575757575757","0.5757575757575757","0.5757575757575757","820","820","820","0.6060606060606061","0.6060606060606061","0.6060606060606061","820","820","820","0.6969696969696969","0.6969696969696969","0.6969696969696969"
"247500","825","825","825","0.48484848484848486","0.48484848484848486","0.48484848484848486","825","825","825","0.7575757575757575","0.7575757575757575","0.7575757575757575","825","825","825","0.30303030303030304","0.30303030303030304","0.30303030303030304","825","825","825","0.6969696969696969","0.6969696969696969","0.6969696969696969","825","825","825","0.39393939393939387","0.39393939393939387","0.39393939393939387","825","825","825","0.4545454545454546","0.4545454545454546","0.4545454545454546","825","825","825","0.6060606060606061","0.6060606060606061","0.6060606060606061","825","825","825","0.6969696969696969","0.6969696969696969","0.6969696969696969","825","825","825","0.5454545454545454","0.5454545454545454","0.5454545454545454","825","825","825","0.5454545454545454","0.5454545454545454","0.5454545454545454"
