"time_steps","silvery-sweep-6 - _step","silvery-sweep-6 - _step__MIN","silvery-sweep-6 - _step__MAX","silvery-sweep-6 - episode_waypoints_percent_mean","silvery-sweep-6 - episode_waypoints_percent_mean__MIN","silvery-sweep-6 - episode_waypoints_percent_mean__MAX","jumping-sweep-5 - _step","jumping-sweep-5 - _step__MIN","jumping-sweep-5 - _step__MAX","jumping-sweep-5 - episode_waypoints_percent_mean","jumping-sweep-5 - episode_waypoints_percent_mean__MIN","jumping-sweep-5 - episode_waypoints_percent_mean__MAX","zany-sweep-4 - _step","zany-sweep-4 - _step__MIN","zany-sweep-4 - _step__MAX","zany-sweep-4 - episode_waypoints_percent_mean","zany-sweep-4 - episode_waypoints_percent_mean__MIN","zany-sweep-4 - episode_waypoints_percent_mean__MAX","visionary-sweep-3 - _step","visionary-sweep-3 - _step__MIN","visionary-sweep-3 - _step__MAX","visionary-sweep-3 - episode_waypoints_percent_mean","visionary-sweep-3 - episode_waypoints_percent_mean__MIN","visionary-sweep-3 - episode_waypoints_percent_mean__MAX","wandering-sweep-2 - _step","wandering-sweep-2 - _step__MIN","wandering-sweep-2 - _step__MAX","wandering-sweep-2 - episode_waypoints_percent_mean","wandering-sweep-2 - episode_waypoints_percent_mean__MIN","wandering-sweep-2 - episode_waypoints_percent_mean__MAX","eager-sweep-5 - _step","eager-sweep-5 - _step__MIN","eager-sweep-5 - _step__MAX","eager-sweep-5 - episode_waypoints_percent_mean","eager-sweep-5 - episode_waypoints_percent_mean__MIN","eager-sweep-5 - episode_waypoints_percent_mean__MAX","wild-sweep-3 - _step","wild-sweep-3 - _step__MIN","wild-sweep-3 - _step__MAX","wild-sweep-3 - episode_waypoints_percent_mean","wild-sweep-3 - episode_waypoints_percent_mean__MIN","wild-sweep-3 - episode_waypoints_percent_mean__MAX","blooming-sweep-4 - _step","blooming-sweep-4 - _step__MIN","blooming-sweep-4 - _step__MAX","blooming-sweep-4 - episode_waypoints_percent_mean","blooming-sweep-4 - episode_waypoints_percent_mean__MIN","blooming-sweep-4 - episode_waypoints_percent_mean__MAX","worldly-sweep-2 - _step","worldly-sweep-2 - _step__MIN","worldly-sweep-2 - _step__MAX","worldly-sweep-2 - episode_waypoints_percent_mean","worldly-sweep-2 - episode_waypoints_percent_mean__MIN","worldly-sweep-2 - episode_waypoints_percent_mean__MAX","eager-sweep-1 - _step","eager-sweep-1 - _step__MIN","eager-sweep-1 - _step__MAX","eager-sweep-1 - episode_waypoints_percent_mean","eager-sweep-1 - episode_waypoints_percent_mean__MIN","eager-sweep-1 - episode_waypoints_percent_mean__MAX"
"161500","8050","8050","8050","0.9090909090909091","0.9090909090909091","0.9090909090909091","8050","8050","8050","0.9090909090909091","0.9090909090909091","0.9090909090909091","8050","8050","8050","0.9090909090909091","0.9090909090909091","0.9090909090909091","8050","8050","8050","0.9090909090909091","0.9090909090909091","0.9090909090909091","8050","8050","8050","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"162000","8075","8075","8075","0.9090909090909091","0.9090909090909091","0.9090909090909091","8075","8075","8075","0.9090909090909091","0.9090909090909091","0.9090909090909091","8075","8075","8075","0.9090909090909091","0.9090909090909091","0.9090909090909091","8075","8075","8075","0.9090909090909091","0.9090909090909091","0.9090909090909091","8075","8075","8075","0.9090909090909091","0.9090909090909091","0.9090909090909091","2675","2675","2675","0.8981818181818183","0.8981818181818183","0.8981818181818183","2675","2675","2675","0.9090909090909091","0.9090909090909091","0.9090909090909091","2675","2675","2675","0.9090909090909091","0.9090909090909091","0.9090909090909091","2675","2675","2675","0.9090909090909091","0.9090909090909091","0.9090909090909091","2675","2675","2675","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"162500","8100","8100","8100","0.9090909090909091","0.9090909090909091","0.9090909090909091","8100","8100","8100","0.9090909090909091","0.9090909090909091","0.9090909090909091","8100","8100","8100","0.9090909090909091","0.9090909090909091","0.9090909090909091","8100","8100","8100","0.9090909090909091","0.9090909090909091","0.9090909090909091","8100","8100","8100","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"163000","8125","8125","8125","0.9090909090909091","0.9090909090909091","0.9090909090909091","8125","8125","8125","0.9090909090909091","0.9090909090909091","0.9090909090909091","8125","8125","8125","0.9090909090909091","0.9090909090909091","0.9090909090909091","8125","8125","8125","0.9090909090909091","0.9090909090909091","0.9090909090909091","8125","8125","8125","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"163500","8150","8150","8150","0.9090909090909091","0.9090909090909091","0.9090909090909091","8150","8150","8150","0.9090909090909091","0.9090909090909091","0.9090909090909091","8150","8150","8150","0.9090909090909091","0.9090909090909091","0.9090909090909091","8150","8150","8150","0.9090909090909091","0.9090909090909091","0.9090909090909091","8150","8150","8150","0.9090909090909091","0.9090909090909091","0.9090909090909091","2700","2700","2700","0.9090909090909091","0.9090909090909091","0.9090909090909091","2700","2700","2700","0.9090909090909091","0.9090909090909091","0.9090909090909091","2700","2700","2700","0.9090909090909091","0.9090909090909091","0.9090909090909091","2700","2700","2700","0.9090909090909091","0.9090909090909091","0.9090909090909091","2700","2700","2700","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"164000","8175","8175","8175","0.9090909090909091","0.9090909090909091","0.9090909090909091","8175","8175","8175","0.9090909090909091","0.9090909090909091","0.9090909090909091","8175","8175","8175","0.9090909090909091","0.9090909090909091","0.9090909090909091","8175","8175","8175","0.9090909090909091","0.9090909090909091","0.9090909090909091","8175","8175","8175","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"164500","8200","8200","8200","0.9090909090909091","0.9090909090909091","0.9090909090909091","8200","8200","8200","0.9090909090909091","0.9090909090909091","0.9090909090909091","8200","8200","8200","0.9090909090909091","0.9090909090909091","0.9090909090909091","8200","8200","8200","0.9090909090909091","0.9090909090909091","0.9090909090909091","8200","8200","8200","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"165000","8225","8225","8225","0.9090909090909091","0.9090909090909091","0.9090909090909091","8225","8225","8225","0.9090909090909091","0.9090909090909091","0.9090909090909091","8225","8225","8225","0.9090909090909091","0.9090909090909091","0.9090909090909091","8225","8225","8225","0.9090909090909091","0.9090909090909091","0.9090909090909091","8225","8225","8225","0.9090909090909091","0.9090909090909091","0.9090909090909091","2725","2725","2725","0.9090909090909091","0.9090909090909091","0.9090909090909091","2725","2725","2725","0.9090909090909091","0.9090909090909091","0.9090909090909091","2725","2725","2725","0.9090909090909091","0.9090909090909091","0.9090909090909091","2725","2725","2725","0.9090909090909091","0.9090909090909091","0.9090909090909091","2725","2725","2725","0.9018181818181817","0.9018181818181817","0.9018181818181817"
"165500","8250","8250","8250","0.9090909090909091","0.9090909090909091","0.9090909090909091","8250","8250","8250","0.9090909090909091","0.9090909090909091","0.9090909090909091","8250","8250","8250","0.9090909090909091","0.9090909090909091","0.9090909090909091","8250","8250","8250","0.9090909090909091","0.9090909090909091","0.9090909090909091","8250","8250","8250","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"166000","8275","8275","8275","0.9090909090909091","0.9090909090909091","0.9090909090909091","8275","8275","8275","0.9090909090909091","0.9090909090909091","0.9090909090909091","8275","8275","8275","0.9090909090909091","0.9090909090909091","0.9090909090909091","8275","8275","8275","0.9090909090909091","0.9090909090909091","0.9090909090909091","8275","8275","8275","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"166500","8300","8300","8300","0.9090909090909091","0.9090909090909091","0.9090909090909091","8300","8300","8300","0.9090909090909091","0.9090909090909091","0.9090909090909091","8300","8300","8300","0.9090909090909091","0.9090909090909091","0.9090909090909091","8300","8300","8300","0.9090909090909091","0.9090909090909091","0.9090909090909091","8300","8300","8300","0.9090909090909091","0.9090909090909091","0.9090909090909091","2750","2750","2750","0.9090909090909091","0.9090909090909091","0.9090909090909091","2750","2750","2750","0.8727272727272727","0.8727272727272727","0.8727272727272727","2750","2750","2750","0.9090909090909091","0.9090909090909091","0.9090909090909091","2750","2750","2750","0.8981818181818183","0.8981818181818183","0.8981818181818183","2750","2750","2750","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"167000","8325","8325","8325","0.9090909090909091","0.9090909090909091","0.9090909090909091","8325","8325","8325","0.9090909090909091","0.9090909090909091","0.9090909090909091","8325","8325","8325","0.9090909090909091","0.9090909090909091","0.9090909090909091","8325","8325","8325","0.9090909090909091","0.9090909090909091","0.9090909090909091","8325","8325","8325","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"167500","8350","8350","8350","0.9090909090909091","0.9090909090909091","0.9090909090909091","8350","8350","8350","0.9090909090909091","0.9090909090909091","0.9090909090909091","8350","8350","8350","0.9090909090909091","0.9090909090909091","0.9090909090909091","8350","8350","8350","0.9090909090909091","0.9090909090909091","0.9090909090909091","8350","8350","8350","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"168000","8375","8375","8375","0.9090909090909091","0.9090909090909091","0.9090909090909091","8375","8375","8375","0.9054545454545455","0.9054545454545455","0.9054545454545455","8375","8375","8375","0.9090909090909091","0.9090909090909091","0.9090909090909091","8375","8375","8375","0.9090909090909091","0.9090909090909091","0.9090909090909091","8375","8375","8375","0.9090909090909091","0.9090909090909091","0.9090909090909091","2775","2775","2775","0.9090909090909091","0.9090909090909091","0.9090909090909091","2775","2775","2775","0.88","0.88","0.88","2775","2775","2775","0.9090909090909091","0.9090909090909091","0.9090909090909091","2775","2775","2775","0.9090909090909091","0.9090909090909091","0.9090909090909091","2775","2775","2775","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"168500","8400","8400","8400","0.9090909090909091","0.9090909090909091","0.9090909090909091","8400","8400","8400","0.9054545454545455","0.9054545454545455","0.9054545454545455","8400","8400","8400","0.9090909090909091","0.9090909090909091","0.9090909090909091","8400","8400","8400","0.9090909090909091","0.9090909090909091","0.9090909090909091","8400","8400","8400","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"169000","8425","8425","8425","0.9090909090909091","0.9090909090909091","0.9090909090909091","8425","8425","8425","0.9054545454545455","0.9054545454545455","0.9054545454545455","8425","8425","8425","0.9090909090909091","0.9090909090909091","0.9090909090909091","8425","8425","8425","0.9090909090909091","0.9090909090909091","0.9090909090909091","8425","8425","8425","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"169500","8450","8450","8450","0.9090909090909091","0.9090909090909091","0.9090909090909091","8450","8450","8450","0.9090909090909091","0.9090909090909091","0.9090909090909091","8450","8450","8450","0.9090909090909091","0.9090909090909091","0.9090909090909091","8450","8450","8450","0.9090909090909091","0.9090909090909091","0.9090909090909091","8450","8450","8450","0.9090909090909091","0.9090909090909091","0.9090909090909091","2800","2800","2800","0.9090909090909091","0.9090909090909091","0.9090909090909091","2800","2800","2800","0.9090909090909091","0.9090909090909091","0.9090909090909091","2800","2800","2800","0.9090909090909091","0.9090909090909091","0.9090909090909091","2800","2800","2800","0.9090909090909091","0.9090909090909091","0.9090909090909091","2800","2800","2800","0.84","0.84","0.84"
"170000","8475","8475","8475","0.9090909090909091","0.9090909090909091","0.9090909090909091","8475","8475","8475","0.9090909090909091","0.9090909090909091","0.9090909090909091","8475","8475","8475","0.9090909090909091","0.9090909090909091","0.9090909090909091","8475","8475","8475","0.9090909090909091","0.9090909090909091","0.9090909090909091","8475","8475","8475","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"170500","8500","8500","8500","0.9090909090909091","0.9090909090909091","0.9090909090909091","8500","8500","8500","0.9090909090909091","0.9090909090909091","0.9090909090909091","8500","8500","8500","0.9090909090909091","0.9090909090909091","0.9090909090909091","8500","8500","8500","0.9090909090909091","0.9090909090909091","0.9090909090909091","8500","8500","8500","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"171000","8525","8525","8525","0.9090909090909091","0.9090909090909091","0.9090909090909091","8525","8525","8525","0.9090909090909091","0.9090909090909091","0.9090909090909091","8525","8525","8525","0.9090909090909091","0.9090909090909091","0.9090909090909091","8525","8525","8525","0.9090909090909091","0.9090909090909091","0.9090909090909091","8525","8525","8525","0.9090909090909091","0.9090909090909091","0.9090909090909091","2825","2825","2825","0.8945454545454545","0.8945454545454545","0.8945454545454545","2825","2825","2825","0.9090909090909091","0.9090909090909091","0.9090909090909091","2825","2825","2825","0.9090909090909091","0.9090909090909091","0.9090909090909091","2825","2825","2825","0.9090909090909091","0.9090909090909091","0.9090909090909091","2825","2825","2825","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"171500","8550","8550","8550","0.9090909090909091","0.9090909090909091","0.9090909090909091","8550","8550","8550","0.8981818181818183","0.8981818181818183","0.8981818181818183","8550","8550","8550","0.9090909090909091","0.9090909090909091","0.9090909090909091","8550","8550","8550","0.9090909090909091","0.9090909090909091","0.9090909090909091","8550","8550","8550","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"172000","8575","8575","8575","0.9090909090909091","0.9090909090909091","0.9090909090909091","8575","8575","8575","0.8981818181818183","0.8981818181818183","0.8981818181818183","8575","8575","8575","0.9090909090909091","0.9090909090909091","0.9090909090909091","8575","8575","8575","0.9090909090909091","0.9090909090909091","0.9090909090909091","8575","8575","8575","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"172500","8600","8600","8600","0.9090909090909091","0.9090909090909091","0.9090909090909091","8600","8600","8600","0.8981818181818183","0.8981818181818183","0.8981818181818183","8600","8600","8600","0.9090909090909091","0.9090909090909091","0.9090909090909091","8600","8600","8600","0.9090909090909091","0.9090909090909091","0.9090909090909091","8600","8600","8600","0.9090909090909091","0.9090909090909091","0.9090909090909091","2850","2850","2850","0.9090909090909091","0.9090909090909091","0.9090909090909091","2850","2850","2850","0.9018181818181817","0.9018181818181817","0.9018181818181817","2850","2850","2850","0.9090909090909091","0.9090909090909091","0.9090909090909091","2850","2850","2850","0.9090909090909091","0.9090909090909091","0.9090909090909091","2850","2850","2850","0.9054545454545455","0.9054545454545455","0.9054545454545455"
"173000","8625","8625","8625","0.9090909090909091","0.9090909090909091","0.9090909090909091","8625","8625","8625","0.9090909090909091","0.9090909090909091","0.9090909090909091","8625","8625","8625","0.9090909090909091","0.9090909090909091","0.9090909090909091","8625","8625","8625","0.9090909090909091","0.9090909090909091","0.9090909090909091","8625","8625","8625","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173500","8650","8650","8650","0.9090909090909091","0.9090909090909091","0.9090909090909091","8650","8650","8650","0.9090909090909091","0.9090909090909091","0.9090909090909091","8650","8650","8650","0.9090909090909091","0.9090909090909091","0.9090909090909091","8650","8650","8650","0.9090909090909091","0.9090909090909091","0.9090909090909091","8650","8650","8650","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"174000","8675","8675","8675","0.9090909090909091","0.9090909090909091","0.9090909090909091","8675","8675","8675","0.9090909090909091","0.9090909090909091","0.9090909090909091","8675","8675","8675","0.9090909090909091","0.9090909090909091","0.9090909090909091","8675","8675","8675","0.9090909090909091","0.9090909090909091","0.9090909090909091","8675","8675","8675","0.9090909090909091","0.9090909090909091","0.9090909090909091","2875","2875","2875","0.9090909090909091","0.9090909090909091","0.9090909090909091","2875","2875","2875","0.9090909090909091","0.9090909090909091","0.9090909090909091","2875","2875","2875","0.9090909090909091","0.9090909090909091","0.9090909090909091","2875","2875","2875","0.9090909090909091","0.9090909090909091","0.9090909090909091","2875","2875","2875","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"174500","8700","8700","8700","0.9090909090909091","0.9090909090909091","0.9090909090909091","8700","8700","8700","0.9090909090909091","0.9090909090909091","0.9090909090909091","8700","8700","8700","0.9090909090909091","0.9090909090909091","0.9090909090909091","8700","8700","8700","0.9090909090909091","0.9090909090909091","0.9090909090909091","8700","8700","8700","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"175000","8725","8725","8725","0.9090909090909091","0.9090909090909091","0.9090909090909091","8725","8725","8725","0.9090909090909091","0.9090909090909091","0.9090909090909091","8725","8725","8725","0.9090909090909091","0.9090909090909091","0.9090909090909091","8725","8725","8725","0.9090909090909091","0.9090909090909091","0.9090909090909091","8725","8725","8725","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"175500","8750","8750","8750","0.9090909090909091","0.9090909090909091","0.9090909090909091","8750","8750","8750","0.9090909090909091","0.9090909090909091","0.9090909090909091","8750","8750","8750","0.9090909090909091","0.9090909090909091","0.9090909090909091","8750","8750","8750","0.9090909090909091","0.9090909090909091","0.9090909090909091","8750","8750","8750","0.9090909090909091","0.9090909090909091","0.9090909090909091","2900","2900","2900","0.9090909090909091","0.9090909090909091","0.9090909090909091","2900","2900","2900","0.9090909090909091","0.9090909090909091","0.9090909090909091","2900","2900","2900","0.9090909090909091","0.9090909090909091","0.9090909090909091","2900","2900","2900","0.9090909090909091","0.9090909090909091","0.9090909090909091","2900","2900","2900","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"176000","8775","8775","8775","0.9090909090909091","0.9090909090909091","0.9090909090909091","8775","8775","8775","0.9090909090909091","0.9090909090909091","0.9090909090909091","8775","8775","8775","0.9090909090909091","0.9090909090909091","0.9090909090909091","8775","8775","8775","0.9090909090909091","0.9090909090909091","0.9090909090909091","8775","8775","8775","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"176500","8800","8800","8800","0.9090909090909091","0.9090909090909091","0.9090909090909091","8800","8800","8800","0.9090909090909091","0.9090909090909091","0.9090909090909091","8800","8800","8800","0.9090909090909091","0.9090909090909091","0.9090909090909091","8800","8800","8800","0.9090909090909091","0.9090909090909091","0.9090909090909091","8800","8800","8800","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"177000","8825","8825","8825","0.9090909090909091","0.9090909090909091","0.9090909090909091","8825","8825","8825","0.9090909090909091","0.9090909090909091","0.9090909090909091","8825","8825","8825","0.9090909090909091","0.9090909090909091","0.9090909090909091","8825","8825","8825","0.9090909090909091","0.9090909090909091","0.9090909090909091","8825","8825","8825","0.9090909090909091","0.9090909090909091","0.9090909090909091","2925","2925","2925","0.8872727272727273","0.8872727272727273","0.8872727272727273","2925","2925","2925","0.9090909090909091","0.9090909090909091","0.9090909090909091","2925","2925","2925","0.9090909090909091","0.9090909090909091","0.9090909090909091","2925","2925","2925","0.9090909090909091","0.9090909090909091","0.9090909090909091","2925","2925","2925","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"177500","8850","8850","8850","0.9090909090909091","0.9090909090909091","0.9090909090909091","8850","8850","8850","0.9090909090909091","0.9090909090909091","0.9090909090909091","8850","8850","8850","0.9090909090909091","0.9090909090909091","0.9090909090909091","8850","8850","8850","0.9090909090909091","0.9090909090909091","0.9090909090909091","8850","8850","8850","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"178000","8875","8875","8875","0.9090909090909091","0.9090909090909091","0.9090909090909091","8875","8875","8875","0.9090909090909091","0.9090909090909091","0.9090909090909091","8875","8875","8875","0.9090909090909091","0.9090909090909091","0.9090909090909091","8875","8875","8875","0.9090909090909091","0.9090909090909091","0.9090909090909091","8875","8875","8875","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"178500","8900","8900","8900","0.9090909090909091","0.9090909090909091","0.9090909090909091","8900","8900","8900","0.9090909090909091","0.9090909090909091","0.9090909090909091","8900","8900","8900","0.9090909090909091","0.9090909090909091","0.9090909090909091","8900","8900","8900","0.9090909090909091","0.9090909090909091","0.9090909090909091","8900","8900","8900","0.9090909090909091","0.9090909090909091","0.9090909090909091","2950","2950","2950","0.9090909090909091","0.9090909090909091","0.9090909090909091","2950","2950","2950","0.8763636363636365","0.8763636363636365","0.8763636363636365","2950","2950","2950","0.9090909090909091","0.9090909090909091","0.9090909090909091","2950","2950","2950","0.9090909090909091","0.9090909090909091","0.9090909090909091","2950","2950","2950","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"179000","8925","8925","8925","0.9090909090909091","0.9090909090909091","0.9090909090909091","8925","8925","8925","0.9090909090909091","0.9090909090909091","0.9090909090909091","8925","8925","8925","0.9090909090909091","0.9090909090909091","0.9090909090909091","8925","8925","8925","0.9090909090909091","0.9090909090909091","0.9090909090909091","8925","8925","8925","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"179500","8950","8950","8950","0.9090909090909091","0.9090909090909091","0.9090909090909091","8950","8950","8950","0.9090909090909091","0.9090909090909091","0.9090909090909091","8950","8950","8950","0.9090909090909091","0.9090909090909091","0.9090909090909091","8950","8950","8950","0.9090909090909091","0.9090909090909091","0.9090909090909091","8950","8950","8950","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"180000","8975","8975","8975","0.9090909090909091","0.9090909090909091","0.9090909090909091","8975","8975","8975","0.9090909090909091","0.9090909090909091","0.9090909090909091","8975","8975","8975","0.9090909090909091","0.9090909090909091","0.9090909090909091","8975","8975","8975","0.9090909090909091","0.9090909090909091","0.9090909090909091","8975","8975","8975","0.9090909090909091","0.9090909090909091","0.9090909090909091","2975","2975","2975","0.9090909090909091","0.9090909090909091","0.9090909090909091","2975","2975","2975","0.9090909090909091","0.9090909090909091","0.9090909090909091","2975","2975","2975","0.9090909090909091","0.9090909090909091","0.9090909090909091","2975","2975","2975","0.9090909090909091","0.9090909090909091","0.9090909090909091","2975","2975","2975","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"180500","9000","9000","9000","0.8981818181818183","0.8981818181818183","0.8981818181818183","9000","9000","9000","0.9090909090909091","0.9090909090909091","0.9090909090909091","9000","9000","9000","0.9090909090909091","0.9090909090909091","0.9090909090909091","9000","9000","9000","0.9090909090909091","0.9090909090909091","0.9090909090909091","9000","9000","9000","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"181000","9025","9025","9025","0.8981818181818183","0.8981818181818183","0.8981818181818183","9025","9025","9025","0.9090909090909091","0.9090909090909091","0.9090909090909091","9025","9025","9025","0.9090909090909091","0.9090909090909091","0.9090909090909091","9025","9025","9025","0.9090909090909091","0.9090909090909091","0.9090909090909091","9025","9025","9025","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"181500","9050","9050","9050","0.8981818181818183","0.8981818181818183","0.8981818181818183","9050","9050","9050","0.9090909090909091","0.9090909090909091","0.9090909090909091","9050","9050","9050","0.9090909090909091","0.9090909090909091","0.9090909090909091","9050","9050","9050","0.9090909090909091","0.9090909090909091","0.9090909090909091","9050","9050","9050","0.9090909090909091","0.9090909090909091","0.9090909090909091","3000","3000","3000","0.8981818181818183","0.8981818181818183","0.8981818181818183","3000","3000","3000","0.9090909090909091","0.9090909090909091","0.9090909090909091","3000","3000","3000","0.9090909090909091","0.9090909090909091","0.9090909090909091","3000","3000","3000","0.9090909090909091","0.9090909090909091","0.9090909090909091","3000","3000","3000","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"182000","9075","9075","9075","0.9090909090909091","0.9090909090909091","0.9090909090909091","9075","9075","9075","0.9090909090909091","0.9090909090909091","0.9090909090909091","9075","9075","9075","0.9090909090909091","0.9090909090909091","0.9090909090909091","9075","9075","9075","0.9090909090909091","0.9090909090909091","0.9090909090909091","9075","9075","9075","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"182500","9100","9100","9100","0.9090909090909091","0.9090909090909091","0.9090909090909091","9100","9100","9100","0.9090909090909091","0.9090909090909091","0.9090909090909091","9100","9100","9100","0.9090909090909091","0.9090909090909091","0.9090909090909091","9100","9100","9100","0.9090909090909091","0.9090909090909091","0.9090909090909091","9100","9100","9100","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"183000","9125","9125","9125","0.9090909090909091","0.9090909090909091","0.9090909090909091","9125","9125","9125","0.9090909090909091","0.9090909090909091","0.9090909090909091","9125","9125","9125","0.9090909090909091","0.9090909090909091","0.9090909090909091","9125","9125","9125","0.9090909090909091","0.9090909090909091","0.9090909090909091","9125","9125","9125","0.9090909090909091","0.9090909090909091","0.9090909090909091","3025","3025","3025","0.9090909090909091","0.9090909090909091","0.9090909090909091","3025","3025","3025","0.9090909090909091","0.9090909090909091","0.9090909090909091","3025","3025","3025","0.9090909090909091","0.9090909090909091","0.9090909090909091","3025","3025","3025","0.9090909090909091","0.9090909090909091","0.9090909090909091","3025","3025","3025","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"183500","9150","9150","9150","0.9090909090909091","0.9090909090909091","0.9090909090909091","9150","9150","9150","0.9090909090909091","0.9090909090909091","0.9090909090909091","9150","9150","9150","0.9090909090909091","0.9090909090909091","0.9090909090909091","9150","9150","9150","0.9090909090909091","0.9090909090909091","0.9090909090909091","9150","9150","9150","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"184000","9175","9175","9175","0.9090909090909091","0.9090909090909091","0.9090909090909091","9175","9175","9175","0.9090909090909091","0.9090909090909091","0.9090909090909091","9175","9175","9175","0.9090909090909091","0.9090909090909091","0.9090909090909091","9175","9175","9175","0.9090909090909091","0.9090909090909091","0.9090909090909091","9175","9175","9175","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"184500","9200","9200","9200","0.9090909090909091","0.9090909090909091","0.9090909090909091","9200","9200","9200","0.9090909090909091","0.9090909090909091","0.9090909090909091","9200","9200","9200","0.9090909090909091","0.9090909090909091","0.9090909090909091","9200","9200","9200","0.9090909090909091","0.9090909090909091","0.9090909090909091","9200","9200","9200","0.9090909090909091","0.9090909090909091","0.9090909090909091","3050","3050","3050","0.9090909090909091","0.9090909090909091","0.9090909090909091","3050","3050","3050","0.9090909090909091","0.9090909090909091","0.9090909090909091","3050","3050","3050","0.9090909090909091","0.9090909090909091","0.9090909090909091","3050","3050","3050","0.9090909090909091","0.9090909090909091","0.9090909090909091","3050","3050","3050","0.9090909090909091","0.9090909090909091","0.9090909090909091"
