"time_steps","silvery-sweep-6 - _step","silvery-sweep-6 - _step__MIN","silvery-sweep-6 - _step__MAX","silvery-sweep-6 - r_mean","silvery-sweep-6 - r_mean__MIN","silvery-sweep-6 - r_mean__MAX","jumping-sweep-5 - _step","jumping-sweep-5 - _step__MIN","jumping-sweep-5 - _step__MAX","jumping-sweep-5 - r_mean","jumping-sweep-5 - r_mean__MIN","jumping-sweep-5 - r_mean__MAX","zany-sweep-4 - _step","zany-sweep-4 - _step__MIN","zany-sweep-4 - _step__MAX","zany-sweep-4 - r_mean","zany-sweep-4 - r_mean__MIN","zany-sweep-4 - r_mean__MAX","visionary-sweep-3 - _step","visionary-sweep-3 - _step__MIN","visionary-sweep-3 - _step__MAX","visionary-sweep-3 - r_mean","visionary-sweep-3 - r_mean__MIN","visionary-sweep-3 - r_mean__MAX","wandering-sweep-2 - _step","wandering-sweep-2 - _step__MIN","wandering-sweep-2 - _step__MAX","wandering-sweep-2 - r_mean","wandering-sweep-2 - r_mean__MIN","wandering-sweep-2 - r_mean__MAX","eager-sweep-5 - _step","eager-sweep-5 - _step__MIN","eager-sweep-5 - _step__MAX","eager-sweep-5 - r_mean","eager-sweep-5 - r_mean__MIN","eager-sweep-5 - r_mean__MAX","wild-sweep-3 - _step","wild-sweep-3 - _step__MIN","wild-sweep-3 - _step__MAX","wild-sweep-3 - r_mean","wild-sweep-3 - r_mean__MIN","wild-sweep-3 - r_mean__MAX","blooming-sweep-4 - _step","blooming-sweep-4 - _step__MIN","blooming-sweep-4 - _step__MAX","blooming-sweep-4 - r_mean","blooming-sweep-4 - r_mean__MIN","blooming-sweep-4 - r_mean__MAX","worldly-sweep-2 - _step","worldly-sweep-2 - _step__MIN","worldly-sweep-2 - _step__MAX","worldly-sweep-2 - r_mean","worldly-sweep-2 - r_mean__MIN","worldly-sweep-2 - r_mean__MAX","eager-sweep-1 - _step","eager-sweep-1 - _step__MIN","eager-sweep-1 - _step__MAX","eager-sweep-1 - r_mean","eager-sweep-1 - r_mean__MIN","eager-sweep-1 - r_mean__MAX"
"175000","8725","8725","8725","64.7501240328209","64.7501240328209","64.7501240328209","8725","8725","8725","64.55558634170369","64.55558634170369","64.55558634170369","8725","8725","8725","68.49302138360899","68.49302138360899","68.49302138360899","8725","8725","8725","61.75144875678066","61.75144875678066","61.75144875678066","8725","8725","8725","64.20503343468","64.20503343468","64.20503343468","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"175500","8750","8750","8750","66.9887522536793","66.9887522536793","66.9887522536793","8750","8750","8750","66.60782268014384","66.60782268014384","66.60782268014384","8750","8750","8750","68.20642789281509","68.20642789281509","68.20642789281509","8750","8750","8750","62.93521092443722","62.93521092443722","62.93521092443722","8750","8750","8750","66.4149961887509","66.4149961887509","66.4149961887509","2900","2900","2900","62.49410623537878","62.49410623537878","62.49410623537878","2900","2900","2900","62.869952563703265","62.869952563703265","62.869952563703265","2900","2900","2900","63.80030394388469","63.80030394388469","63.80030394388469","2900","2900","2900","68.57694056499786","68.57694056499786","68.57694056499786","2900","2900","2900","58.81822592523914","58.81822592523914","58.81822592523914"
"176000","8775","8775","8775","71.1831268971634","71.1831268971634","71.1831268971634","8775","8775","8775","63.45193787089474","63.45193787089474","63.45193787089474","8775","8775","8775","68.36397998293329","68.36397998293329","68.36397998293329","8775","8775","8775","65.01438025879798","65.01438025879798","65.01438025879798","8775","8775","8775","62.109713976426704","62.109713976426704","62.109713976426704","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"176500","8800","8800","8800","70.22661337615112","70.22661337615112","70.22661337615112","8800","8800","8800","66.03743886315749","66.03743886315749","66.03743886315749","8800","8800","8800","70.02929672918711","70.02929672918711","70.02929672918711","8800","8800","8800","65.57228799770968","65.57228799770968","65.57228799770968","8800","8800","8800","64.12250048023297","64.12250048023297","64.12250048023297","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"177000","8825","8825","8825","69.16112124930476","69.16112124930476","69.16112124930476","8825","8825","8825","65.69017587627788","65.69017587627788","65.69017587627788","8825","8825","8825","68.88666595325253","68.88666595325253","68.88666595325253","8825","8825","8825","63.31331422671069","63.31331422671069","63.31331422671069","8825","8825","8825","62.214595617945776","62.214595617945776","62.214595617945776","2925","2925","2925","63.72948395518675","63.72948395518675","63.72948395518675","2925","2925","2925","62.18650637866036","62.18650637866036","62.18650637866036","2925","2925","2925","62.70051481170671","62.70051481170671","62.70051481170671","2925","2925","2925","66.5400263825609","66.5400263825609","66.5400263825609","2925","2925","2925","68.60333855744777","68.60333855744777","68.60333855744777"
"177500","8850","8850","8850","66.83832318164056","66.83832318164056","66.83832318164056","8850","8850","8850","70.13322886589005","70.13322886589005","70.13322886589005","8850","8850","8850","66.69168644873605","66.69168644873605","66.69168644873605","8850","8850","8850","67.13502784140186","67.13502784140186","67.13502784140186","8850","8850","8850","65.38549706669136","65.38549706669136","65.38549706669136","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"178000","8875","8875","8875","68.16951827776687","68.16951827776687","68.16951827776687","8875","8875","8875","69.94847976768878","69.94847976768878","69.94847976768878","8875","8875","8875","64.59003780909866","64.59003780909866","64.59003780909866","8875","8875","8875","66.86849121946665","66.86849121946665","66.86849121946665","8875","8875","8875","64.10061449143964","64.10061449143964","64.10061449143964","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"178500","8900","8900","8900","70.94384450579561","70.94384450579561","70.94384450579561","8900","8900","8900","70.32534620652962","70.32534620652962","70.32534620652962","8900","8900","8900","66.55952919985461","66.55952919985461","66.55952919985461","8900","8900","8900","68.14668410070243","68.14668410070243","68.14668410070243","8900","8900","8900","61.631189137253486","61.631189137253486","61.631189137253486","2950","2950","2950","63.92563192662916","63.92563192662916","63.92563192662916","2950","2950","2950","62.716313863891585","62.716313863891585","62.716313863891585","2950","2950","2950","65.95364408975577","65.95364408975577","65.95364408975577","2950","2950","2950","64.9545882819576","64.9545882819576","64.9545882819576","2950","2950","2950","72.15944249955402","72.15944249955402","72.15944249955402"
"179000","8925","8925","8925","70.20470747239172","70.20470747239172","70.20470747239172","8925","8925","8925","66.73219748021485","66.73219748021485","66.73219748021485","8925","8925","8925","67.91573038739321","67.91573038739321","67.91573038739321","8925","8925","8925","65.76121257746982","65.76121257746982","65.76121257746982","8925","8925","8925","61.24054268605291","61.24054268605291","61.24054268605291","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"179500","8950","8950","8950","67.61078702015027","67.61078702015027","67.61078702015027","8950","8950","8950","65.79002045632207","65.79002045632207","65.79002045632207","8950","8950","8950","68.15465603958734","68.15465603958734","68.15465603958734","8950","8950","8950","60.30597826459284","60.30597826459284","60.30597826459284","8950","8950","8950","61.122488513842114","61.122488513842114","61.122488513842114","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"180000","8975","8975","8975","65.84010783056391","65.84010783056391","65.84010783056391","8975","8975","8975","67.60844150404702","67.60844150404702","67.60844150404702","8975","8975","8975","69.62417136950195","69.62417136950195","69.62417136950195","8975","8975","8975","61.81974133461667","61.81974133461667","61.81974133461667","8975","8975","8975","62.17445750407517","62.17445750407517","62.17445750407517","2975","2975","2975","69.24975452474857","69.24975452474857","69.24975452474857","2975","2975","2975","69.07373013481075","69.07373013481075","69.07373013481075","2975","2975","2975","65.72090189024925","65.72090189024925","65.72090189024925","2975","2975","2975","66.0722416083435","66.0722416083435","66.0722416083435","2975","2975","2975","64.88198346602587","64.88198346602587","64.88198346602587"
"180500","9000","9000","9000","64.20107862127857","64.20107862127857","64.20107862127857","9000","9000","9000","69.4397794456489","69.4397794456489","69.4397794456489","9000","9000","9000","64.80352735346077","64.80352735346077","64.80352735346077","9000","9000","9000","62.60121107271365","62.60121107271365","62.60121107271365","9000","9000","9000","64.93718290063039","64.93718290063039","64.93718290063039","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"181000","9025","9025","9025","66.5960751010236","66.5960751010236","66.5960751010236","9025","9025","9025","69.11385756458839","69.11385756458839","69.11385756458839","9025","9025","9025","65.47586728048559","65.47586728048559","65.47586728048559","9025","9025","9025","64.29576944584858","64.29576944584858","64.29576944584858","9025","9025","9025","62.41073514046886","62.41073514046886","62.41073514046886","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"181500","9050","9050","9050","69.29954789336477","69.29954789336477","69.29954789336477","9050","9050","9050","66.91634798630356","66.91634798630356","66.91634798630356","9050","9050","9050","64.02365760626252","64.02365760626252","64.02365760626252","9050","9050","9050","61.55454416864862","61.55454416864862","61.55454416864862","9050","9050","9050","60.73160843866508","60.73160843866508","60.73160843866508","3000","3000","3000","70.85144812699978","70.85144812699978","70.85144812699978","3000","3000","3000","67.09167191978196","67.09167191978196","67.09167191978196","3000","3000","3000","71.63550531406494","71.63550531406494","71.63550531406494","3000","3000","3000","64.22377676142722","64.22377676142722","64.22377676142722","3000","3000","3000","63.56633142965269","63.56633142965269","63.56633142965269"
"182000","9075","9075","9075","70.82297184157245","70.82297184157245","70.82297184157245","9075","9075","9075","70.65921100059767","70.65921100059767","70.65921100059767","9075","9075","9075","62.59811999671052","62.59811999671052","62.59811999671052","9075","9075","9075","62.16182007212742","62.16182007212742","62.16182007212742","9075","9075","9075","64.05828455762324","64.05828455762324","64.05828455762324","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"182500","9100","9100","9100","66.5492167608188","66.5492167608188","66.5492167608188","9100","9100","9100","70.81282093814804","70.81282093814804","70.81282093814804","9100","9100","9100","64.30576804114497","64.30576804114497","64.30576804114497","9100","9100","9100","61.298452053774554","61.298452053774554","61.298452053774554","9100","9100","9100","65.55318880213169","65.55318880213169","65.55318880213169","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"183000","9125","9125","9125","70.44097250030562","70.44097250030562","70.44097250030562","9125","9125","9125","71.93349058569494","71.93349058569494","71.93349058569494","9125","9125","9125","68.14414815467794","68.14414815467794","68.14414815467794","9125","9125","9125","64.00589071752414","64.00589071752414","64.00589071752414","9125","9125","9125","65.95580459131662","65.95580459131662","65.95580459131662","3025","3025","3025","65.48895642146827","65.48895642146827","65.48895642146827","3025","3025","3025","59.32141299035661","59.32141299035661","59.32141299035661","3025","3025","3025","62.83512253930994","62.83512253930994","62.83512253930994","3025","3025","3025","65.35843695678051","65.35843695678051","65.35843695678051","3025","3025","3025","68.6796172478941","68.6796172478941","68.6796172478941"
"183500","9150","9150","9150","68.05984720729236","68.05984720729236","68.05984720729236","9150","9150","9150","67.9016411959916","67.9016411959916","67.9016411959916","9150","9150","9150","72.57812469021988","72.57812469021988","72.57812469021988","9150","9150","9150","64.94557701851011","64.94557701851011","64.94557701851011","9150","9150","9150","66.71068756594735","66.71068756594735","66.71068756594735","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"184000","9175","9175","9175","68.47172857353466","68.47172857353466","68.47172857353466","9175","9175","9175","66.74596486128252","66.74596486128252","66.74596486128252","9175","9175","9175","73.27318002833576","73.27318002833576","73.27318002833576","9175","9175","9175","63.78751339079011","63.78751339079011","63.78751339079011","9175","9175","9175","65.46815695738006","65.46815695738006","65.46815695738006","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"184500","9200","9200","9200","65.60763953196916","65.60763953196916","65.60763953196916","9200","9200","9200","69.91739544267429","69.91739544267429","69.91739544267429","9200","9200","9200","72.32966341673227","72.32966341673227","72.32966341673227","9200","9200","9200","59.73394261238858","59.73394261238858","59.73394261238858","9200","9200","9200","65.32837155297307","65.32837155297307","65.32837155297307","3050","3050","3050","66.09904540092596","66.09904540092596","66.09904540092596","3050","3050","3050","65.73885329180322","65.73885329180322","65.73885329180322","3050","3050","3050","63.700756556767935","63.700756556767935","63.700756556767935","3050","3050","3050","66.89336865211367","66.89336865211367","66.89336865211367","3050","3050","3050","65.848107691935","65.848107691935","65.848107691935"
"185000","9225","9225","9225","65.65196052241463","65.65196052241463","65.65196052241463","9225","9225","9225","68.72507922249365","68.72507922249365","68.72507922249365","9225","9225","9225","70.11883540845912","70.11883540845912","70.11883540845912","9225","9225","9225","59.96189344675802","59.96189344675802","59.96189344675802","9225","9225","9225","64.68048114196755","64.68048114196755","64.68048114196755","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"185500","9250","9250","9250","65.87387053245715","65.87387053245715","65.87387053245715","9250","9250","9250","65.1562453331751","65.1562453331751","65.1562453331751","9250","9250","9250","69.23088719292565","69.23088719292565","69.23088719292565","9250","9250","9250","62.29795353994241","62.29795353994241","62.29795353994241","9250","9250","9250","69.23285248843533","69.23285248843533","69.23285248843533","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"186000","9275","9275","9275","65.76014346081789","65.76014346081789","65.76014346081789","9275","9275","9275","62.251557006842276","62.251557006842276","62.251557006842276","9275","9275","9275","70.38177875932597","70.38177875932597","70.38177875932597","9275","9275","9275","65.74558204329114","65.74558204329114","65.74558204329114","9275","9275","9275","71.24640235848524","71.24640235848524","71.24640235848524","3075","3075","3075","64.55991444701398","64.55991444701398","64.55991444701398","3075","3075","3075","66.78712821371121","66.78712821371121","66.78712821371121","3075","3075","3075","67.78206005101342","67.78206005101342","67.78206005101342","3075","3075","3075","66.73911028206517","66.73911028206517","66.73911028206517","3075","3075","3075","66.13875867496759","66.13875867496759","66.13875867496759"
"186500","9300","9300","9300","64.5532156182553","64.5532156182553","64.5532156182553","9300","9300","9300","63.18068020954785","63.18068020954785","63.18068020954785","9300","9300","9300","71.58478583965154","71.58478583965154","71.58478583965154","9300","9300","9300","68.80565028518193","68.80565028518193","68.80565028518193","9300","9300","9300","73.3614360258146","73.3614360258146","73.3614360258146","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"187000","9325","9325","9325","63.19617473166074","63.19617473166074","63.19617473166074","9325","9325","9325","65.15842383705032","65.15842383705032","65.15842383705032","9325","9325","9325","73.29064601035418","73.29064601035418","73.29064601035418","9325","9325","9325","69.09133361799564","69.09133361799564","69.09133361799564","9325","9325","9325","68.04809703490172","68.04809703490172","68.04809703490172","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"187500","9350","9350","9350","64.33274786471561","64.33274786471561","64.33274786471561","9350","9350","9350","67.30966224363833","67.30966224363833","67.30966224363833","9350","9350","9350","68.6171042478324","68.6171042478324","68.6171042478324","9350","9350","9350","70.97732198368506","70.97732198368506","70.97732198368506","9350","9350","9350","69.60284535075431","69.60284535075431","69.60284535075431","3100","3100","3100","67.33606454878894","67.33606454878894","67.33606454878894","3100","3100","3100","68.70067191074308","68.70067191074308","68.70067191074308","3100","3100","3100","67.26932603187589","67.26932603187589","67.26932603187589","3100","3100","3100","65.26774259512153","65.26774259512153","65.26774259512153","3100","3100","3100","69.03879884068918","69.03879884068918","69.03879884068918"
"188000","9375","9375","9375","65.00399382536044","65.00399382536044","65.00399382536044","9375","9375","9375","65.37478138130798","65.37478138130798","65.37478138130798","9375","9375","9375","65.05248453461779","65.05248453461779","65.05248453461779","9375","9375","9375","71.02470114327699","71.02470114327699","71.02470114327699","9375","9375","9375","66.40819697470951","66.40819697470951","66.40819697470951","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"188500","9400","9400","9400","65.24841535064205","65.24841535064205","65.24841535064205","9400","9400","9400","63.42258303131377","63.42258303131377","63.42258303131377","9400","9400","9400","61.28043176175811","61.28043176175811","61.28043176175811","9400","9400","9400","68.67364043633806","68.67364043633806","68.67364043633806","9400","9400","9400","67.30371270144514","67.30371270144514","67.30371270144514","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"189000","9425","9425","9425","66.48054361073804","66.48054361073804","66.48054361073804","9425","9425","9425","64.18055585135485","64.18055585135485","64.18055585135485","9425","9425","9425","63.14882963427587","63.14882963427587","63.14882963427587","9425","9425","9425","67.46406201004555","67.46406201004555","67.46406201004555","9425","9425","9425","62.78757921556687","62.78757921556687","62.78757921556687","3125","3125","3125","70.10663434912372","70.10663434912372","70.10663434912372","3125","3125","3125","69.84121109093643","69.84121109093643","69.84121109093643","3125","3125","3125","67.89048707966204","67.89048707966204","67.89048707966204","3125","3125","3125","67.76269639180869","67.76269639180869","67.76269639180869","3125","3125","3125","61.844581990426775","61.844581990426775","61.844581990426775"
"189500","9450","9450","9450","67.07585295409933","67.07585295409933","67.07585295409933","9450","9450","9450","65.28163557552386","65.28163557552386","65.28163557552386","9450","9450","9450","64.60951275069561","64.60951275069561","64.60951275069561","9450","9450","9450","67.27825771741882","67.27825771741882","67.27825771741882","9450","9450","9450","63.42848939550886","63.42848939550886","63.42848939550886","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"190000","9475","9475","9475","69.1616440162392","69.1616440162392","69.1616440162392","9475","9475","9475","69.68266657352811","69.68266657352811","69.68266657352811","9475","9475","9475","68.72761378897593","68.72761378897593","68.72761378897593","9475","9475","9475","66.22296549247278","66.22296549247278","66.22296549247278","9475","9475","9475","62.0642318672891","62.0642318672891","62.0642318672891","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"190500","9500","9500","9500","67.88858719346511","67.88858719346511","67.88858719346511","9500","9500","9500","64.74441968891497","64.74441968891497","64.74441968891497","9500","9500","9500","62.452126100962495","62.452126100962495","62.452126100962495","9500","9500","9500","65.3618174899224","65.3618174899224","65.3618174899224","9500","9500","9500","63.63074787386715","63.63074787386715","63.63074787386715","3150","3150","3150","68.29204736535532","68.29204736535532","68.29204736535532","3150","3150","3150","63.28442351619963","63.28442351619963","63.28442351619963","3150","3150","3150","62.7499321982523","62.7499321982523","62.7499321982523","3150","3150","3150","66.63129895727492","66.63129895727492","66.63129895727492","3150","3150","3150","61.35505104820482","61.35505104820482","61.35505104820482"
"191000","9525","9525","9525","67.85980260319283","67.85980260319283","67.85980260319283","9525","9525","9525","66.84496196369386","66.84496196369386","66.84496196369386","9525","9525","9525","65.83927274864133","65.83927274864133","65.83927274864133","9525","9525","9525","68.51861824992174","68.51861824992174","68.51861824992174","9525","9525","9525","66.87982561912507","66.87982561912507","66.87982561912507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"191500","9550","9550","9550","64.35460428233618","64.35460428233618","64.35460428233618","9550","9550","9550","65.55044220827548","65.55044220827548","65.55044220827548","9550","9550","9550","66.03616073565173","66.03616073565173","66.03616073565173","9550","9550","9550","68.54404631935391","68.54404631935391","68.54404631935391","9550","9550","9550","66.78413568027543","66.78413568027543","66.78413568027543","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"192000","9575","9575","9575","65.37211300418927","65.37211300418927","65.37211300418927","9575","9575","9575","68.39729488322826","68.39729488322826","68.39729488322826","9575","9575","9575","67.08028464185608","67.08028464185608","67.08028464185608","9575","9575","9575","68.79440465516025","68.79440465516025","68.79440465516025","9575","9575","9575","67.47648403923","67.47648403923","67.47648403923","3175","3175","3175","62.26843235438016","62.26843235438016","62.26843235438016","3175","3175","3175","65.70750350956098","65.70750350956098","65.70750350956098","3175","3175","3175","70.64678879496593","70.64678879496593","70.64678879496593","3175","3175","3175","68.64617029051121","68.64617029051121","68.64617029051121","3175","3175","3175","65.84646579538192","65.84646579538192","65.84646579538192"
"192500","9600","9600","9600","66.37788660850737","66.37788660850737","66.37788660850737","9600","9600","9600","65.01616076381306","65.01616076381306","65.01616076381306","9600","9600","9600","66.83808563673401","66.83808563673401","66.83808563673401","9600","9600","9600","62.985035882813165","62.985035882813165","62.985035882813165","9600","9600","9600","65.74838457298789","65.74838457298789","65.74838457298789","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"193000","9625","9625","9625","67.74812939872207","67.74812939872207","67.74812939872207","9625","9625","9625","62.443325831107856","62.443325831107856","62.443325831107856","9625","9625","9625","68.31745993601935","68.31745993601935","68.31745993601935","9625","9625","9625","65.16238794998769","65.16238794998769","65.16238794998769","9625","9625","9625","65.6934885889812","65.6934885889812","65.6934885889812","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"193500","9650","9650","9650","68.0636999916882","68.0636999916882","68.0636999916882","9650","9650","9650","63.2093958269951","63.2093958269951","63.2093958269951","9650","9650","9650","69.3712568856462","69.3712568856462","69.3712568856462","9650","9650","9650","64.20967735996132","64.20967735996132","64.20967735996132","9650","9650","9650","63.56728489773466","63.56728489773466","63.56728489773466","3200","3200","3200","65.01812259859865","65.01812259859865","65.01812259859865","3200","3200","3200","63.300108949258046","63.300108949258046","63.300108949258046","3200","3200","3200","64.061786015394","64.061786015394","64.061786015394","3200","3200","3200","69.33917802199629","69.33917802199629","69.33917802199629","3200","3200","3200","63.290678422315","63.290678422315","63.290678422315"
"194000","9675","9675","9675","64.76450666173332","64.76450666173332","64.76450666173332","9675","9675","9675","61.08828019373591","61.08828019373591","61.08828019373591","9675","9675","9675","70.78045499346817","70.78045499346817","70.78045499346817","9675","9675","9675","67.93986523895661","67.93986523895661","67.93986523895661","9675","9675","9675","67.12088233777573","67.12088233777573","67.12088233777573","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"194500","9700","9700","9700","64.74297165995083","64.74297165995083","64.74297165995083","9700","9700","9700","63.817182971698394","63.817182971698394","63.817182971698394","9700","9700","9700","65.93776228360339","65.93776228360339","65.93776228360339","9700","9700","9700","67.24363525704271","67.24363525704271","67.24363525704271","9700","9700","9700","65.05310791975897","65.05310791975897","65.05310791975897","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"195000","9725","9725","9725","68.11361116887043","68.11361116887043","68.11361116887043","9725","9725","9725","65.52242178822954","65.52242178822954","65.52242178822954","9725","9725","9725","63.41067888555357","63.41067888555357","63.41067888555357","9725","9725","9725","69.07354883331033","69.07354883331033","69.07354883331033","9725","9725","9725","70.31642027614247","70.31642027614247","70.31642027614247","3225","3225","3225","65.07095307243972","65.07095307243972","65.07095307243972","3225","3225","3225","62.687884280027056","62.687884280027056","62.687884280027056","3225","3225","3225","63.360942468142554","63.360942468142554","63.360942468142554","3225","3225","3225","68.69368604201347","68.69368604201347","68.69368604201347","3225","3225","3225","63.58389416283523","63.58389416283523","63.58389416283523"
"195500","9750","9750","9750","71.28218477901642","71.28218477901642","71.28218477901642","9750","9750","9750","69.79645968763892","69.79645968763892","69.79645968763892","9750","9750","9750","62.16326810666673","62.16326810666673","62.16326810666673","9750","9750","9750","66.24167800863864","66.24167800863864","66.24167800863864","9750","9750","9750","67.75574668090786","67.75574668090786","67.75574668090786","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"196000","9775","9775","9775","69.22663563353717","69.22663563353717","69.22663563353717","9775","9775","9775","68.99536498403205","68.99536498403205","68.99536498403205","9775","9775","9775","65.76825391503044","65.76825391503044","65.76825391503044","9775","9775","9775","65.63855212124474","65.63855212124474","65.63855212124474","9775","9775","9775","67.80506913337184","67.80506913337184","67.80506913337184","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"196500","9800","9800","9800","62.2553566897172","62.2553566897172","62.2553566897172","9800","9800","9800","74.19993056195099","74.19993056195099","74.19993056195099","9800","9800","9800","70.27631491010872","70.27631491010872","70.27631491010872","9800","9800","9800","65.70762675807968","65.70762675807968","65.70762675807968","9800","9800","9800","66.74355476184225","66.74355476184225","66.74355476184225","3250","3250","3250","63.46823703050427","63.46823703050427","63.46823703050427","3250","3250","3250","67.1982356050084","67.1982356050084","67.1982356050084","3250","3250","3250","63.229945645924616","63.229945645924616","63.229945645924616","3250","3250","3250","68.7756366490458","68.7756366490458","68.7756366490458","3250","3250","3250","67.25862784940807","67.25862784940807","67.25862784940807"
"197000","9825","9825","9825","60.046509642103885","60.046509642103885","60.046509642103885","9825","9825","9825","68.49047008451738","68.49047008451738","68.49047008451738","9825","9825","9825","65.92152888136825","65.92152888136825","65.92152888136825","9825","9825","9825","68.27674092553728","68.27674092553728","68.27674092553728","9825","9825","9825","65.39979060446196","65.39979060446196","65.39979060446196","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"197500","9850","9850","9850","62.493975681823414","62.493975681823414","62.493975681823414","9850","9850","9850","66.86048218174773","66.86048218174773","66.86048218174773","9850","9850","9850","65.45377932563106","65.45377932563106","65.45377932563106","9850","9850","9850","70.59362952079894","70.59362952079894","70.59362952079894","9850","9850","9850","66.37207726235233","66.37207726235233","66.37207726235233","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"198000","9875","9875","9875","63.5308829472871","63.5308829472871","63.5308829472871","9875","9875","9875","62.69536414033716","62.69536414033716","62.69536414033716","9875","9875","9875","65.54340633329701","65.54340633329701","65.54340633329701","9875","9875","9875","68.92236819767086","68.92236819767086","68.92236819767086","9875","9875","9875","66.33308991925045","66.33308991925045","66.33308991925045","3275","3275","3275","65.33483403695921","65.33483403695921","65.33483403695921","3275","3275","3275","65.97942195615104","65.97942195615104","65.97942195615104","3275","3275","3275","63.89624356201805","63.89624356201805","63.89624356201805","3275","3275","3275","68.54992184440421","68.54992184440421","68.54992184440421","3275","3275","3275","64.99969461947784","64.99969461947784","64.99969461947784"
"198500","9900","9900","9900","68.32984585303909","68.32984585303909","68.32984585303909","9900","9900","9900","67.82239220335104","67.82239220335104","67.82239220335104","9900","9900","9900","68.66110680566482","68.66110680566482","68.66110680566482","9900","9900","9900","67.4065437102429","67.4065437102429","67.4065437102429","9900","9900","9900","66.85045733776784","66.85045733776784","66.85045733776784","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"199000","9925","9925","9925","63.12232240980577","63.12232240980577","63.12232240980577","9925","9925","9925","65.89736992629955","65.89736992629955","65.89736992629955","9925","9925","9925","67.52847310066376","67.52847310066376","67.52847310066376","9925","9925","9925","63.92597828526691","63.92597828526691","63.92597828526691","9925","9925","9925","65.20879487549396","65.20879487549396","65.20879487549396","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"199500","9950","9950","9950","62.516441276452305","62.516441276452305","62.516441276452305","9950","9950","9950","67.40884416595924","67.40884416595924","67.40884416595924","9950","9950","9950","66.78025727151032","66.78025727151032","66.78025727151032","9950","9950","9950","57.54638720683804","57.54638720683804","57.54638720683804","9950","9950","9950","64.22541054604852","64.22541054604852","64.22541054604852","3300","3300","3300","65.97157089667508","65.97157089667508","65.97157089667508","3300","3300","3300","62.62783718511055","62.62783718511055","62.62783718511055","3300","3300","3300","66.36845840871682","66.36845840871682","66.36845840871682","3300","3300","3300","67.5074924485222","67.5074924485222","67.5074924485222","3300","3300","3300","66.23153841536497","66.23153841536497","66.23153841536497"
"200000","9975","9975","9975","63.27461550399915","63.27461550399915","63.27461550399915","9975","9975","9975","63.4696519892141","63.4696519892141","63.4696519892141","9975","9975","9975","64.81330070899415","64.81330070899415","64.81330070899415","9975","9975","9975","59.759988143853654","59.759988143853654","59.759988143853654","9975","9975","9975","63.115011904666126","63.115011904666126","63.115011904666126","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"200500","10000","10000","10000","68.41632336752174","68.41632336752174","68.41632336752174","10000","10000","10000","63.59912899617852","63.59912899617852","63.59912899617852","10000","10000","10000","63.78432648600492","63.78432648600492","63.78432648600492","10000","10000","10000","64.4607783133738","64.4607783133738","64.4607783133738","10000","10000","10000","64.97884085482897","64.97884085482897","64.97884085482897","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
